Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,0.00,98.00,54.00,28.00,16.00,24.00,7.00,17.00,22.00,19.00,1.16,98.00,18.00,39.00,46.15,14.00,25.00,56.00,16.00,17.00,94.12,2.00,17.00,0.89,1.00,19.00,0.05,19.00,2.00,110.00
Pinheiros,1,0.00,96.00,51.00,26.00,19.00,29.00,10.00,19.00,18.00,19.00,0.95,96.00,17.00,30.00,56.67,13.00,26.00,50.00,19.00,21.00,90.48,1.00,13.00,0.68,2.00,18.00,0.11,19.00,2.00,111.00
Mogi,1,0.00,94.00,36.00,46.00,12.00,40.00,16.00,24.00,18.00,23.00,0.78,94.00,12.00,26.00,46.15,23.00,41.00,56.10,12.00,17.00,70.59,4.00,15.00,0.65,3.00,22.00,0.14,23.00,3.00,110.00
L. Sorocabana,1,0.00,88.00,30.00,44.00,14.00,25.00,10.00,15.00,17.00,16.00,1.06,88.00,10.00,22.00,45.45,22.00,40.00,55.00,14.00,17.00,82.35,1.00,15.00,0.94,1.00,21.00,0.05,16.00,0.00,97.00
Limeira,1,0.00,87.00,24.00,54.00,9.00,33.00,12.00,21.00,22.00,12.00,1.83,87.00,8.00,22.00,36.36,27.00,42.00,64.29,9.00,12.00,75.00,2.00,8.00,0.67,7.00,20.00,0.35,12.00,3.00,113.00
Bauru Basket,1,0.00,84.00,36.00,32.00,16.00,38.00,7.00,31.00,13.00,14.00,0.93,84.00,12.00,30.00,40.00,16.00,35.00,45.71,16.00,20.00,80.00,0.00,7.00,0.50,4.00,13.00,0.31,14.00,4.00,91.00
Brasília,1,0.00,83.00,33.00,32.00,18.00,34.00,14.00,20.00,23.00,11.00,2.09,83.00,11.00,21.00,52.38,16.00,40.00,40.00,18.00,23.00,78.26,3.00,8.00,0.73,2.00,20.00,0.10,11.00,3.00,100.00
Coop/São José Basketball,1,0.00,80.00,21.00,54.00,5.00,38.00,12.00,26.00,22.00,11.00,2.00,80.00,7.00,27.00,25.93,27.00,42.00,64.29,5.00,11.00,45.45,4.00,5.00,0.45,1.00,20.00,0.05,11.00,1.00,94.00
Macaé Basquete,1,0.00,79.00,21.00,44.00,14.00,34.00,10.00,24.00,17.00,7.00,2.43,79.00,7.00,23.00,30.43,22.00,42.00,52.38,14.00,22.00,63.64,1.00,10.00,1.43,1.00,18.00,0.06,7.00,2.00,90.00
Minas,1,0.00,79.00,24.00,48.00,7.00,44.00,13.00,31.00,18.00,12.00,1.50,79.00,8.00,26.00,30.77,24.00,50.00,48.00,7.00,13.00,53.85,3.00,10.00,0.83,0.00,20.00,0.00,12.00,5.00,89.00
Palmeiras,1,0.00,73.00,24.00,34.00,15.00,36.00,11.00,25.00,18.00,21.00,0.86,73.00,8.00,24.00,33.33,17.00,33.00,51.52,15.00,22.00,68.18,1.00,10.00,0.48,5.00,17.00,0.29,21.00,6.00,82.00
Sesi Franca,1,0.00,70.00,33.00,30.00,7.00,40.00,14.00,26.00,12.00,19.00,0.63,70.00,11.00,25.00,44.00,15.00,33.00,45.45,7.00,11.00,63.64,4.00,9.00,0.47,3.00,19.00,0.16,19.00,6.00,79.00
Paulistano,1,0.00,68.00,21.00,32.00,15.00,35.00,15.00,20.00,11.00,17.00,0.65,68.00,7.00,21.00,33.33,16.00,42.00,38.10,15.00,19.00,78.95,0.00,14.00,0.82,0.00,21.00,0.00,17.00,6.00,67.00
Fortaleza B. C. / CFO,1,0.00,68.00,24.00,38.00,6.00,48.00,17.00,31.00,16.00,18.00,0.89,68.00,8.00,34.00,23.53,19.00,40.00,47.50,6.00,6.00,100.00,1.00,15.00,0.83,3.00,11.00,0.27,18.00,1.00,85.00
Uberlândia,1,0.00,67.00,30.00,28.00,9.00,34.00,15.00,19.00,12.00,10.00,1.20,67.00,10.00,34.00,29.41,14.00,29.00,48.28,9.00,15.00,60.00,1.00,12.00,1.20,3.00,18.00,0.17,10.00,0.00,73.00
Rio Claro,1,0.00,60.00,12.00,42.00,6.00,32.00,3.00,29.00,13.00,20.00,0.65,60.00,4.00,16.00,25.00,21.00,40.00,52.50,6.00,11.00,54.55,0.00,17.00,0.85,0.00,11.00,0.00,20.00,5.00,66.00
