Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Mogi,1,0.00,98.00,36.00,52.00,10.00,37.00,14.00,23.00,16.00,14.00,1.14,98.00,12.00,22.00,54.55,26.00,47.00,55.32,10.00,15.00,66.67,0.00,11.00,0.79,1.00,29.00,0.03,14.00,1.00,113.00
Pinheiros,1,0.00,91.00,33.00,38.00,20.00,34.00,9.00,25.00,21.00,10.00,2.10,91.00,11.00,26.00,42.31,19.00,36.00,52.78,20.00,23.00,86.96,2.00,6.00,0.60,2.00,20.00,0.10,10.00,6.00,109.00
Bauru Basket,1,0.00,90.00,30.00,36.00,24.00,44.00,11.00,33.00,15.00,17.00,0.88,90.00,10.00,29.00,34.48,18.00,32.00,56.25,24.00,26.00,92.31,0.00,4.00,0.24,5.00,21.00,0.24,17.00,4.00,106.00
Brasília,1,0.00,89.00,27.00,46.00,16.00,35.00,5.00,30.00,20.00,14.00,1.43,89.00,9.00,23.00,39.13,23.00,35.00,65.71,16.00,17.00,94.12,5.00,10.00,0.71,4.00,15.00,0.27,14.00,3.00,117.00
Paulistano,1,0.00,89.00,21.00,50.00,18.00,35.00,14.00,21.00,8.00,6.00,1.33,89.00,7.00,28.00,25.00,25.00,52.00,48.08,18.00,22.00,81.82,0.00,13.00,2.17,1.00,26.00,0.04,6.00,0.00,88.00
L. Sorocabana,1,0.00,88.00,30.00,46.00,12.00,32.00,10.00,22.00,13.00,13.00,1.00,88.00,10.00,21.00,47.62,23.00,37.00,62.16,12.00,15.00,80.00,2.00,9.00,0.69,0.00,23.00,0.00,13.00,6.00,101.00
Fortaleza B. C. / CFO,1,0.00,85.00,27.00,40.00,18.00,31.00,8.00,23.00,11.00,11.00,1.00,85.00,9.00,22.00,40.91,20.00,40.00,50.00,18.00,20.00,90.00,0.00,3.00,0.27,2.00,25.00,0.08,11.00,4.00,86.00
Limeira,1,0.00,82.00,15.00,42.00,25.00,28.00,9.00,19.00,17.00,15.00,1.13,82.00,5.00,21.00,23.81,21.00,33.00,63.64,25.00,31.00,80.65,2.00,10.00,0.67,4.00,19.00,0.21,15.00,4.00,92.00
Macaé Basquete,1,0.00,79.00,27.00,34.00,18.00,30.00,12.00,18.00,12.00,12.00,1.00,79.00,9.00,23.00,39.13,17.00,35.00,48.57,18.00,23.00,78.26,1.00,5.00,0.42,0.00,24.00,0.00,12.00,5.00,77.00
Flamengo,1,0.00,77.00,21.00,40.00,16.00,33.00,4.00,29.00,12.00,12.00,1.00,77.00,7.00,17.00,41.18,20.00,34.00,58.82,16.00,20.00,80.00,2.00,4.00,0.33,1.00,17.00,0.06,12.00,1.00,87.00
Coop/São José Basketball,1,0.00,76.00,21.00,44.00,11.00,41.00,13.00,28.00,23.00,17.00,1.35,76.00,7.00,25.00,28.00,22.00,40.00,55.00,11.00,14.00,78.57,1.00,9.00,0.53,8.00,21.00,0.38,17.00,1.00,101.00
Rio Claro,1,0.00,75.00,18.00,40.00,17.00,32.00,8.00,24.00,14.00,11.00,1.27,75.00,6.00,20.00,30.00,20.00,44.00,45.45,17.00,20.00,85.00,2.00,15.00,1.36,0.00,19.00,0.00,11.00,1.00,84.00
Uberlândia,1,0.00,72.00,12.00,38.00,22.00,30.00,9.00,21.00,11.00,16.00,0.69,72.00,4.00,23.00,17.39,19.00,28.00,67.86,22.00,27.00,81.48,1.00,4.00,0.25,3.00,23.00,0.13,16.00,8.00,71.00
Sesi Franca,1,0.00,67.00,9.00,42.00,16.00,20.00,5.00,15.00,7.00,13.00,0.54,67.00,3.00,16.00,18.75,21.00,36.00,58.33,16.00,20.00,80.00,3.00,5.00,0.38,0.00,20.00,0.00,13.00,2.00,54.00
Palmeiras,1,0.00,62.00,15.00,38.00,9.00,31.00,10.00,21.00,8.00,17.00,0.47,62.00,5.00,24.00,20.83,19.00,37.00,51.35,9.00,15.00,60.00,2.00,10.00,0.59,2.00,17.00,0.12,17.00,6.00,53.00
Minas,1,0.00,59.00,9.00,46.00,4.00,27.00,8.00,19.00,10.00,8.00,1.25,59.00,3.00,17.00,17.65,23.00,43.00,53.49,4.00,14.00,28.57,1.00,9.00,1.13,1.00,19.00,0.05,8.00,4.00,54.00
