Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,0.00,103.00,36.00,42.00,25.00,32.00,14.00,18.00,17.00,10.00,1.70,103.00,12.00,30.00,40.00,21.00,34.00,61.76,25.00,31.00,80.65,0.00,14.00,1.40,3.00,22.00,0.14,10.00,0.00,122.00
Fortaleza B. C. / CFO,1,0.00,96.00,27.00,60.00,9.00,36.00,6.00,30.00,15.00,13.00,1.15,96.00,9.00,27.00,33.33,30.00,39.00,76.92,9.00,11.00,81.82,4.00,12.00,0.92,3.00,20.00,0.15,13.00,3.00,120.00
Limeira,1,0.00,95.00,27.00,48.00,20.00,31.00,4.00,27.00,22.00,15.00,1.47,95.00,9.00,24.00,37.50,24.00,40.00,60.00,20.00,24.00,83.33,5.00,13.00,0.87,4.00,16.00,0.25,15.00,3.00,115.00
Rio Claro,1,0.00,90.00,18.00,64.00,8.00,36.00,7.00,29.00,16.00,16.00,1.00,90.00,6.00,17.00,35.29,32.00,54.00,59.26,8.00,10.00,80.00,3.00,10.00,0.63,1.00,21.00,0.05,16.00,3.00,102.00
Mogi,1,0.00,89.00,21.00,42.00,26.00,42.00,16.00,26.00,13.00,8.00,1.63,89.00,7.00,22.00,31.82,21.00,42.00,50.00,26.00,31.00,83.87,0.00,11.00,1.38,1.00,24.00,0.04,8.00,1.00,107.00
Brasília,1,0.00,84.00,33.00,34.00,17.00,30.00,8.00,22.00,17.00,15.00,1.13,84.00,11.00,23.00,47.83,17.00,41.00,41.46,17.00,21.00,80.95,1.00,9.00,0.60,1.00,16.00,0.06,15.00,1.00,86.00
Bauru Basket,1,0.00,82.00,27.00,34.00,21.00,35.00,8.00,27.00,22.00,17.00,1.29,82.00,9.00,20.00,45.00,17.00,34.00,50.00,21.00,23.00,91.30,2.00,9.00,0.53,3.00,19.00,0.16,17.00,5.00,104.00
Coop/São José Basketball,1,0.00,79.00,24.00,38.00,17.00,34.00,14.00,20.00,18.00,13.00,1.38,79.00,8.00,28.00,28.57,19.00,38.00,50.00,17.00,19.00,89.47,0.00,5.00,0.38,0.00,25.00,0.00,13.00,1.00,82.00
L. Sorocabana,1,0.00,78.00,24.00,40.00,14.00,45.00,21.00,24.00,13.00,11.00,1.18,78.00,8.00,30.00,26.67,20.00,42.00,47.62,14.00,19.00,73.68,1.00,7.00,0.64,3.00,25.00,0.12,11.00,3.00,86.00
Macaé Basquete,1,0.00,78.00,24.00,40.00,14.00,26.00,8.00,18.00,11.00,21.00,0.52,78.00,8.00,19.00,42.11,20.00,35.00,57.14,14.00,19.00,73.68,0.00,7.00,0.33,0.00,27.00,0.00,21.00,5.00,70.00
Paulistano,1,0.00,76.00,18.00,40.00,18.00,34.00,12.00,22.00,12.00,12.00,1.00,76.00,6.00,20.00,30.00,20.00,42.00,47.62,18.00,25.00,72.00,0.00,8.00,0.67,0.00,21.00,0.00,12.00,4.00,75.00
Minas,1,0.00,75.00,18.00,38.00,19.00,39.00,6.00,33.00,19.00,13.00,1.46,75.00,6.00,19.00,31.58,19.00,36.00,52.78,19.00,26.00,73.08,4.00,11.00,0.85,1.00,18.00,0.06,13.00,2.00,95.00
Pinheiros,1,0.00,74.00,24.00,40.00,10.00,42.00,14.00,28.00,14.00,18.00,0.78,74.00,8.00,23.00,34.78,20.00,43.00,46.51,10.00,13.00,76.92,2.00,12.00,0.67,3.00,20.00,0.15,18.00,3.00,86.00
Sesi Franca,1,0.00,70.00,24.00,36.00,10.00,34.00,14.00,20.00,14.00,13.00,1.08,70.00,8.00,24.00,33.33,18.00,41.00,43.90,10.00,17.00,58.82,0.00,12.00,0.92,0.00,18.00,0.00,13.00,2.00,71.00
Palmeiras,1,0.00,67.00,18.00,38.00,11.00,36.00,13.00,23.00,15.00,15.00,1.00,67.00,6.00,24.00,25.00,19.00,41.00,46.34,11.00,18.00,61.11,3.00,15.00,1.00,0.00,19.00,0.00,15.00,1.00,71.00
Uberlândia,1,0.00,56.00,9.00,34.00,13.00,37.00,10.00,27.00,10.00,14.00,0.71,56.00,3.00,19.00,15.79,17.00,43.00,39.53,13.00,15.00,86.67,0.00,10.00,0.71,0.00,23.00,0.00,14.00,1.00,55.00
