Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Uberlândia,1,0.00,101.00,51.00,40.00,10.00,25.00,7.00,18.00,19.00,14.00,1.36,101.00,17.00,34.00,50.00,20.00,34.00,58.82,10.00,12.00,83.33,1.00,5.00,0.36,2.00,27.00,0.07,14.00,3.00,105.00
Flamengo,1,0.00,98.00,24.00,56.00,18.00,37.00,15.00,22.00,15.00,11.00,1.36,98.00,8.00,21.00,38.10,28.00,47.00,59.57,18.00,25.00,72.00,3.00,8.00,0.73,2.00,18.00,0.11,11.00,5.00,110.00
Bauru Basket,1,0.00,97.00,33.00,32.00,32.00,33.00,14.00,19.00,20.00,13.00,1.54,97.00,11.00,28.00,39.29,16.00,27.00,59.26,32.00,45.00,71.11,2.00,12.00,0.92,1.00,21.00,0.05,13.00,2.00,109.00
Pinheiros,1,0.00,95.00,33.00,42.00,20.00,34.00,10.00,24.00,19.00,10.00,1.90,95.00,11.00,26.00,42.31,21.00,44.00,47.73,20.00,21.00,95.24,3.00,16.00,1.60,2.00,24.00,0.08,10.00,1.00,117.00
Palmeiras,1,0.00,94.00,18.00,58.00,18.00,44.00,16.00,28.00,17.00,14.00,1.21,94.00,6.00,19.00,31.58,29.00,50.00,58.00,18.00,25.00,72.00,4.00,10.00,0.71,0.00,20.00,0.00,14.00,4.00,110.00
Fortaleza B. C. / CFO,1,0.00,87.00,36.00,30.00,21.00,30.00,11.00,19.00,13.00,12.00,1.08,87.00,12.00,32.00,37.50,15.00,31.00,48.39,21.00,26.00,80.77,0.00,9.00,0.75,4.00,24.00,0.17,12.00,1.00,90.00
Brasília,1,0.00,82.00,33.00,32.00,17.00,36.00,10.00,26.00,16.00,16.00,1.00,82.00,11.00,23.00,47.83,16.00,37.00,43.24,17.00,21.00,80.95,0.00,6.00,0.38,2.00,22.00,0.09,16.00,0.00,89.00
Mogi,1,0.00,82.00,30.00,36.00,16.00,36.00,9.00,27.00,18.00,20.00,0.90,82.00,10.00,15.00,66.67,18.00,35.00,51.43,16.00,18.00,88.89,1.00,8.00,0.40,0.00,17.00,0.00,20.00,6.00,100.00
Limeira,1,0.00,82.00,24.00,44.00,14.00,27.00,7.00,20.00,17.00,12.00,1.42,82.00,8.00,30.00,26.67,22.00,39.00,56.41,14.00,20.00,70.00,3.00,14.00,1.17,0.00,25.00,0.00,12.00,1.00,83.00
Paulistano,1,0.00,81.00,21.00,40.00,20.00,41.00,15.00,26.00,9.00,7.00,1.29,81.00,7.00,27.00,25.93,20.00,41.00,48.78,20.00,27.00,74.07,1.00,8.00,1.14,1.00,30.00,0.03,7.00,2.00,85.00
L. Sorocabana,1,0.00,80.00,15.00,42.00,23.00,34.00,15.00,19.00,13.00,16.00,0.81,80.00,5.00,18.00,27.78,21.00,42.00,50.00,23.00,24.00,95.83,1.00,9.00,0.56,1.00,30.00,0.03,16.00,3.00,86.00
Rio Claro,1,0.00,77.00,33.00,32.00,12.00,22.00,7.00,15.00,22.00,11.00,2.00,77.00,11.00,27.00,40.74,16.00,36.00,44.44,12.00,13.00,92.31,3.00,11.00,1.00,1.00,16.00,0.06,11.00,2.00,85.00
Sesi Franca,1,0.00,76.00,21.00,32.00,23.00,33.00,6.00,27.00,11.00,14.00,0.79,76.00,7.00,29.00,24.14,16.00,29.00,55.17,23.00,30.00,76.67,2.00,3.00,0.21,5.00,28.00,0.18,14.00,4.00,72.00
Minas,1,0.00,73.00,21.00,26.00,26.00,33.00,10.00,23.00,18.00,21.00,0.86,73.00,7.00,19.00,36.84,13.00,28.00,46.43,26.00,37.00,70.27,3.00,15.00,0.71,4.00,29.00,0.14,21.00,4.00,84.00
Coop/São José Basketball,1,0.00,71.00,12.00,34.00,25.00,39.00,7.00,32.00,11.00,14.00,0.79,71.00,4.00,12.00,33.33,17.00,36.00,47.22,25.00,27.00,92.59,0.00,7.00,0.50,2.00,20.00,0.10,14.00,4.00,87.00
Macaé Basquete,1,0.00,63.00,21.00,26.00,16.00,31.00,7.00,24.00,9.00,22.00,0.41,63.00,7.00,21.00,33.33,13.00,30.00,43.33,16.00,22.00,72.73,0.00,11.00,0.50,2.00,31.00,0.06,22.00,5.00,57.00
