Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Mogi,1,0.00,108.00,30.00,44.00,34.00,33.00,9.00,24.00,19.00,11.00,1.73,108.00,10.00,25.00,40.00,22.00,35.00,62.86,34.00,42.00,80.95,1.00,11.00,1.00,1.00,29.00,0.03,11.00,1.00,125.00
Brasília,1,0.00,99.00,45.00,28.00,26.00,23.00,2.00,21.00,24.00,16.00,1.50,99.00,15.00,33.00,45.45,14.00,21.00,66.67,26.00,33.00,78.79,0.00,8.00,0.50,2.00,38.00,0.05,16.00,3.00,108.00
Pinheiros,1,0.00,99.00,48.00,38.00,13.00,32.00,4.00,28.00,20.00,12.00,1.67,99.00,16.00,22.00,72.73,19.00,37.00,51.35,13.00,15.00,86.67,0.00,7.00,0.58,6.00,22.00,0.27,12.00,4.00,126.00
Bauru Basket,1,0.00,90.00,45.00,32.00,13.00,37.00,10.00,27.00,18.00,13.00,1.38,90.00,15.00,31.00,48.39,16.00,30.00,53.33,13.00,14.00,92.86,0.00,6.00,0.46,0.00,20.00,0.00,13.00,1.00,107.00
Flamengo,1,0.00,89.00,36.00,38.00,15.00,40.00,10.00,30.00,19.00,22.00,0.86,89.00,12.00,24.00,50.00,19.00,34.00,55.88,15.00,16.00,93.75,1.00,8.00,0.36,1.00,16.00,0.06,22.00,1.00,107.00
Limeira,1,0.00,89.00,33.00,38.00,18.00,22.00,4.00,18.00,22.00,8.00,2.75,89.00,11.00,25.00,44.00,19.00,34.00,55.88,18.00,22.00,81.82,3.00,11.00,1.38,0.00,16.00,0.00,8.00,2.00,103.00
Palmeiras,1,0.00,85.00,24.00,52.00,9.00,25.00,8.00,17.00,23.00,10.00,2.30,85.00,8.00,25.00,32.00,26.00,44.00,59.09,9.00,14.00,64.29,6.00,18.00,1.80,1.00,20.00,0.05,10.00,1.00,102.00
Fortaleza B. C. / CFO,1,0.00,78.00,21.00,50.00,7.00,37.00,13.00,24.00,16.00,10.00,1.60,78.00,7.00,19.00,36.84,25.00,46.00,54.35,7.00,9.00,77.78,3.00,10.00,1.00,7.00,14.00,0.50,10.00,1.00,103.00
Minas,1,0.00,72.00,30.00,22.00,20.00,40.00,12.00,28.00,15.00,19.00,0.79,72.00,10.00,32.00,31.25,11.00,26.00,42.31,20.00,30.00,66.67,2.00,10.00,0.53,1.00,30.00,0.03,19.00,2.00,72.00
L. Sorocabana,1,0.00,72.00,9.00,46.00,17.00,49.00,17.00,32.00,10.00,15.00,0.67,72.00,3.00,16.00,18.75,23.00,54.00,42.59,17.00,26.00,65.38,0.00,11.00,0.73,2.00,21.00,0.10,15.00,5.00,76.00
Sesi Franca,1,0.00,72.00,21.00,38.00,13.00,39.00,13.00,26.00,12.00,24.00,0.50,72.00,7.00,19.00,36.84,19.00,36.00,52.78,13.00,18.00,72.22,4.00,10.00,0.42,4.00,24.00,0.17,24.00,10.00,79.00
Coop/São José Basketball,1,0.00,70.00,24.00,40.00,6.00,40.00,19.00,21.00,18.00,11.00,1.64,70.00,8.00,21.00,38.10,20.00,50.00,40.00,6.00,8.00,75.00,1.00,8.00,0.73,9.00,15.00,0.60,11.00,1.00,89.00
Macaé Basquete,1,0.00,69.00,12.00,42.00,15.00,32.00,13.00,19.00,10.00,11.00,0.91,69.00,4.00,13.00,30.77,21.00,50.00,42.00,15.00,18.00,83.33,2.00,7.00,0.64,2.00,22.00,0.09,11.00,4.00,68.00
Paulistano,1,0.00,69.00,9.00,38.00,22.00,40.00,12.00,28.00,10.00,17.00,0.59,69.00,3.00,16.00,18.75,19.00,39.00,48.72,22.00,33.00,66.67,4.00,14.00,0.82,3.00,28.00,0.11,17.00,4.00,75.00
Uberlândia,1,0.00,66.00,6.00,40.00,20.00,32.00,5.00,27.00,18.00,15.00,1.20,66.00,2.00,16.00,12.50,20.00,40.00,50.00,20.00,26.00,76.92,0.00,10.00,0.67,3.00,24.00,0.13,15.00,2.00,74.00
Rio Claro,1,0.00,61.00,15.00,34.00,12.00,29.00,11.00,18.00,16.00,15.00,1.07,61.00,5.00,20.00,25.00,17.00,37.00,45.95,12.00,23.00,52.17,2.00,10.00,0.67,2.00,24.00,0.08,15.00,4.00,57.00
