Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Macaé Basquete,1,0.00,105.00,33.00,46.00,26.00,31.00,9.00,22.00,16.00,15.00,1.07,105.00,11.00,20.00,55.00,23.00,39.00,58.97,26.00,31.00,83.87,3.00,15.00,1.00,0.00,21.00,0.00,15.00,2.00,122.00
Paulistano,1,0.00,94.00,39.00,26.00,29.00,31.00,12.00,19.00,15.00,9.00,1.67,94.00,13.00,31.00,41.94,13.00,26.00,50.00,29.00,34.00,85.29,0.00,8.00,0.89,3.00,20.00,0.15,9.00,2.00,106.00
Bauru Basket,1,0.00,90.00,36.00,44.00,10.00,43.00,7.00,36.00,22.00,10.00,2.20,90.00,12.00,30.00,40.00,22.00,36.00,61.11,10.00,15.00,66.67,1.00,5.00,0.50,7.00,15.00,0.47,10.00,1.00,120.00
Fortaleza B. C. / CFO,1,0.00,90.00,24.00,40.00,26.00,33.00,8.00,25.00,20.00,14.00,1.43,90.00,8.00,24.00,33.33,20.00,32.00,62.50,26.00,31.00,83.87,1.00,9.00,0.64,1.00,26.00,0.04,14.00,3.00,106.00
Pinheiros,1,0.00,89.00,18.00,52.00,19.00,41.00,9.00,32.00,14.00,15.00,0.93,89.00,6.00,22.00,27.27,26.00,41.00,63.41,19.00,28.00,67.86,2.00,8.00,0.53,4.00,17.00,0.24,15.00,5.00,101.00
Brasília,1,0.00,86.00,36.00,38.00,12.00,33.00,13.00,20.00,18.00,12.00,1.50,86.00,12.00,24.00,50.00,19.00,40.00,47.50,12.00,17.00,70.59,2.00,5.00,0.42,4.00,26.00,0.15,12.00,3.00,96.00
Rio Claro,1,0.00,85.00,21.00,50.00,14.00,24.00,5.00,19.00,19.00,18.00,1.06,85.00,7.00,19.00,36.84,25.00,39.00,64.10,14.00,19.00,73.68,0.00,12.00,0.67,1.00,25.00,0.04,18.00,1.00,92.00
Sesi Franca,1,0.00,82.00,36.00,26.00,20.00,26.00,9.00,17.00,19.00,15.00,1.27,82.00,12.00,24.00,50.00,13.00,27.00,48.15,20.00,29.00,68.97,1.00,10.00,0.67,3.00,23.00,0.13,15.00,3.00,90.00
Mogi,1,0.00,80.00,21.00,38.00,21.00,38.00,19.00,19.00,12.00,16.00,0.75,80.00,7.00,21.00,33.33,19.00,41.00,46.34,21.00,24.00,87.50,0.00,9.00,0.56,7.00,26.00,0.27,16.00,4.00,91.00
Palmeiras,1,0.00,79.00,18.00,48.00,13.00,43.00,11.00,32.00,16.00,17.00,0.94,79.00,6.00,22.00,27.27,24.00,38.00,63.16,13.00,17.00,76.47,4.00,5.00,0.29,1.00,17.00,0.06,17.00,4.00,93.00
Limeira,1,0.00,78.00,33.00,28.00,17.00,28.00,10.00,18.00,16.00,13.00,1.23,78.00,11.00,24.00,45.83,14.00,32.00,43.75,17.00,20.00,85.00,3.00,11.00,0.85,4.00,20.00,0.20,13.00,2.00,90.00
L. Sorocabana,1,0.00,78.00,18.00,38.00,22.00,30.00,8.00,22.00,12.00,11.00,1.09,78.00,6.00,19.00,31.58,19.00,36.00,52.78,22.00,34.00,64.71,1.00,11.00,1.00,0.00,26.00,0.00,11.00,2.00,78.00
Minas,1,0.00,78.00,24.00,36.00,18.00,38.00,11.00,27.00,15.00,12.00,1.25,78.00,8.00,23.00,34.78,18.00,44.00,40.91,18.00,21.00,85.71,0.00,10.00,0.83,2.00,22.00,0.09,12.00,4.00,87.00
Flamengo,1,0.00,73.00,30.00,32.00,11.00,35.00,12.00,23.00,17.00,14.00,1.21,73.00,10.00,19.00,52.63,16.00,37.00,43.24,11.00,14.00,78.57,2.00,10.00,0.71,2.00,24.00,0.08,14.00,3.00,90.00
Coop/São José Basketball,1,0.00,71.00,18.00,42.00,11.00,32.00,5.00,27.00,19.00,7.00,2.71,71.00,6.00,17.00,35.29,21.00,49.00,42.86,11.00,15.00,73.33,3.00,8.00,1.14,2.00,15.00,0.13,7.00,2.00,82.00
Uberlândia,1,0.00,68.00,18.00,34.00,16.00,27.00,8.00,19.00,10.00,7.00,1.43,68.00,6.00,28.00,21.43,17.00,33.00,51.52,16.00,20.00,80.00,3.00,13.00,1.86,2.00,18.00,0.11,7.00,2.00,71.00
