Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Macaé Basquete,1,0.00,95.00,39.00,34.00,22.00,35.00,10.00,25.00,18.00,10.00,1.80,95.00,13.00,20.00,65.00,17.00,38.00,44.74,22.00,25.00,88.00,1.00,6.00,0.60,0.00,20.00,0.00,10.00,4.00,113.00
Pinheiros,1,0.00,91.00,42.00,34.00,15.00,31.00,11.00,20.00,15.00,7.00,2.14,91.00,14.00,32.00,43.75,17.00,31.00,54.84,15.00,23.00,65.22,2.00,6.00,0.86,0.00,20.00,0.00,7.00,1.00,96.00
Mogi,1,0.00,88.00,33.00,40.00,15.00,34.00,10.00,24.00,20.00,10.00,2.00,88.00,11.00,22.00,50.00,20.00,44.00,45.45,15.00,19.00,78.95,6.00,11.00,1.10,2.00,24.00,0.08,10.00,1.00,106.00
Brasília,1,0.00,86.00,27.00,42.00,17.00,34.00,7.00,27.00,21.00,13.00,1.62,86.00,9.00,23.00,39.13,21.00,39.00,53.85,17.00,19.00,89.47,0.00,6.00,0.46,5.00,21.00,0.24,13.00,1.00,105.00
Minas,1,0.00,83.00,36.00,28.00,19.00,36.00,7.00,29.00,17.00,9.00,1.89,83.00,12.00,26.00,46.15,14.00,35.00,40.00,19.00,22.00,86.36,4.00,14.00,1.56,1.00,20.00,0.05,9.00,1.00,104.00
Uberlândia,1,0.00,82.00,27.00,40.00,15.00,42.00,12.00,30.00,16.00,19.00,0.84,82.00,9.00,23.00,39.13,20.00,37.00,54.05,15.00,17.00,88.24,1.00,9.00,0.47,3.00,25.00,0.12,19.00,6.00,100.00
Flamengo,1,0.00,81.00,24.00,40.00,17.00,41.00,13.00,28.00,14.00,4.00,3.50,81.00,8.00,24.00,33.33,20.00,46.00,43.48,17.00,20.00,85.00,2.00,9.00,2.25,2.00,20.00,0.10,4.00,0.00,98.00
Palmeiras,1,0.00,77.00,24.00,44.00,9.00,37.00,8.00,29.00,15.00,11.00,1.36,77.00,8.00,14.00,57.14,22.00,47.00,46.81,9.00,17.00,52.94,4.00,4.00,0.36,0.00,19.00,0.00,11.00,1.00,83.00
Limeira,1,0.00,77.00,39.00,28.00,10.00,36.00,12.00,24.00,15.00,10.00,1.50,77.00,13.00,24.00,54.17,14.00,35.00,40.00,10.00,12.00,83.33,0.00,7.00,0.70,1.00,15.00,0.07,10.00,2.00,92.00
Coop/São José Basketball,1,0.00,76.00,21.00,46.00,9.00,39.00,11.00,28.00,13.00,19.00,0.68,76.00,7.00,18.00,38.89,23.00,44.00,52.27,9.00,12.00,75.00,1.00,10.00,0.53,0.00,15.00,0.00,19.00,5.00,84.00
Sesi Franca,1,0.00,75.00,18.00,48.00,9.00,48.00,18.00,30.00,14.00,11.00,1.27,75.00,6.00,20.00,30.00,24.00,54.00,44.44,9.00,13.00,69.23,4.00,8.00,0.73,2.00,17.00,0.12,11.00,2.00,88.00
Bauru Basket,1,0.00,71.00,21.00,38.00,12.00,25.00,5.00,20.00,12.00,9.00,1.33,71.00,7.00,25.00,28.00,19.00,28.00,67.86,12.00,16.00,75.00,1.00,8.00,0.89,1.00,15.00,0.07,9.00,1.00,77.00
Fortaleza B. C. / CFO,1,0.00,70.00,18.00,44.00,8.00,32.00,11.00,21.00,17.00,13.00,1.31,70.00,6.00,23.00,26.09,22.00,41.00,53.66,8.00,18.00,44.44,2.00,13.00,1.00,3.00,17.00,0.18,13.00,3.00,76.00
L. Sorocabana,1,0.00,70.00,15.00,40.00,15.00,27.00,9.00,18.00,7.00,12.00,0.58,70.00,5.00,19.00,26.32,20.00,46.00,43.48,15.00,22.00,68.18,1.00,8.00,0.67,1.00,19.00,0.05,12.00,2.00,54.00
Rio Claro,1,0.00,68.00,24.00,34.00,10.00,32.00,6.00,26.00,17.00,15.00,1.13,68.00,8.00,29.00,27.59,17.00,31.00,54.84,10.00,11.00,90.91,2.00,8.00,0.53,2.00,15.00,0.13,15.00,6.00,76.00
Paulistano,1,0.00,62.00,12.00,38.00,12.00,40.00,9.00,31.00,10.00,17.00,0.59,62.00,4.00,23.00,17.39,19.00,40.00,47.50,12.00,14.00,85.71,2.00,8.00,0.47,2.00,25.00,0.08,17.00,2.00,63.00
