Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Pinheiros,1,0.00,107.00,36.00,48.00,23.00,26.00,5.00,21.00,23.00,17.00,1.35,107.00,12.00,23.00,52.17,24.00,37.00,64.86,23.00,28.00,82.14,4.00,16.00,0.94,2.00,20.00,0.10,17.00,4.00,128.00
Bauru Basket,1,0.00,99.00,51.00,36.00,12.00,36.00,12.00,24.00,25.00,15.00,1.67,99.00,17.00,38.00,44.74,18.00,28.00,64.29,12.00,16.00,75.00,0.00,10.00,0.67,1.00,22.00,0.05,15.00,2.00,121.00
Coop/São José Basketball,1,0.00,94.00,12.00,64.00,18.00,45.00,12.00,33.00,28.00,14.00,2.00,94.00,4.00,18.00,22.22,32.00,52.00,61.54,18.00,22.00,81.82,0.00,7.00,0.50,2.00,23.00,0.09,14.00,2.00,124.00
Flamengo,1,0.00,93.00,21.00,56.00,16.00,32.00,8.00,24.00,12.00,10.00,1.20,93.00,7.00,19.00,36.84,28.00,50.00,56.00,16.00,19.00,84.21,2.00,13.00,1.30,2.00,16.00,0.13,10.00,1.00,105.00
Limeira,1,0.00,87.00,39.00,38.00,10.00,28.00,9.00,19.00,23.00,10.00,2.30,87.00,13.00,26.00,50.00,19.00,34.00,55.88,10.00,15.00,66.67,5.00,9.00,0.90,4.00,22.00,0.18,10.00,2.00,108.00
Uberlândia,1,0.00,86.00,24.00,44.00,18.00,25.00,7.00,18.00,18.00,22.00,0.82,86.00,8.00,17.00,47.06,22.00,42.00,52.38,18.00,23.00,78.26,2.00,12.00,0.55,1.00,26.00,0.04,22.00,4.00,86.00
Rio Claro,1,0.00,85.00,24.00,56.00,5.00,30.00,3.00,27.00,19.00,16.00,1.19,85.00,8.00,22.00,36.36,28.00,40.00,70.00,5.00,7.00,71.43,4.00,8.00,0.50,1.00,18.00,0.06,16.00,2.00,99.00
Brasília,1,0.00,84.00,33.00,34.00,17.00,34.00,9.00,25.00,20.00,13.00,1.54,84.00,11.00,23.00,47.83,17.00,37.00,45.95,17.00,24.00,70.83,3.00,9.00,0.69,8.00,20.00,0.40,13.00,4.00,103.00
Sesi Franca,1,0.00,83.00,24.00,44.00,15.00,38.00,15.00,23.00,17.00,12.00,1.42,83.00,8.00,27.00,29.63,22.00,46.00,47.83,15.00,27.00,55.56,4.00,10.00,0.83,3.00,23.00,0.13,12.00,3.00,84.00
Mogi,1,0.00,80.00,24.00,38.00,18.00,36.00,15.00,21.00,13.00,14.00,0.93,80.00,8.00,24.00,33.33,19.00,45.00,42.22,18.00,24.00,75.00,0.00,12.00,0.86,2.00,21.00,0.10,14.00,2.00,81.00
Minas,1,0.00,80.00,24.00,44.00,12.00,37.00,11.00,26.00,13.00,10.00,1.30,80.00,8.00,19.00,42.11,22.00,41.00,53.66,12.00,18.00,66.67,2.00,2.00,0.20,2.00,21.00,0.10,10.00,3.00,88.00
Paulistano,1,0.00,77.00,30.00,26.00,21.00,53.00,19.00,34.00,12.00,14.00,0.86,77.00,10.00,22.00,45.45,13.00,42.00,30.95,21.00,25.00,84.00,0.00,2.00,0.14,1.00,18.00,0.06,14.00,2.00,86.00
Palmeiras,1,0.00,76.00,18.00,42.00,16.00,31.00,8.00,23.00,10.00,10.00,1.00,76.00,6.00,24.00,25.00,21.00,35.00,60.00,16.00,22.00,72.73,2.00,6.00,0.60,2.00,24.00,0.08,10.00,6.00,77.00
L. Sorocabana,1,0.00,76.00,12.00,54.00,10.00,40.00,13.00,27.00,8.00,14.00,0.57,76.00,4.00,18.00,22.22,27.00,48.00,56.25,10.00,16.00,62.50,0.00,9.00,0.64,3.00,20.00,0.15,14.00,4.00,81.00
Fortaleza B. C. / CFO,1,0.00,69.00,18.00,40.00,11.00,29.00,6.00,23.00,8.00,4.00,2.00,69.00,6.00,28.00,21.43,20.00,39.00,51.28,11.00,12.00,91.67,1.00,12.00,3.00,3.00,16.00,0.19,4.00,2.00,75.00
Macaé Basquete,1,0.00,66.00,21.00,30.00,15.00,33.00,14.00,19.00,7.00,14.00,0.50,66.00,7.00,16.00,43.75,15.00,39.00,38.46,15.00,19.00,78.95,0.00,7.00,0.50,0.00,19.00,0.00,14.00,4.00,62.00
