Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Bauru Basket,1,0.00,110.00,30.00,54.00,26.00,28.00,3.00,25.00,18.00,8.00,2.25,110.00,10.00,19.00,52.63,27.00,34.00,79.41,26.00,28.00,92.86,4.00,11.00,1.38,2.00,18.00,0.11,8.00,1.00,143.00
Brasília,1,0.00,106.00,33.00,56.00,17.00,34.00,5.00,29.00,18.00,8.00,2.25,106.00,11.00,25.00,44.00,28.00,46.00,60.87,17.00,25.00,68.00,3.00,8.00,1.00,1.00,19.00,0.05,8.00,1.00,119.00
Pinheiros,1,0.00,105.00,39.00,58.00,8.00,47.00,17.00,30.00,19.00,11.00,1.73,105.00,13.00,29.00,44.83,29.00,56.00,51.79,8.00,13.00,61.54,2.00,5.00,0.45,3.00,24.00,0.13,11.00,2.00,120.00
Mogi,1,0.00,93.00,36.00,42.00,15.00,34.00,14.00,20.00,20.00,13.00,1.54,93.00,12.00,23.00,52.17,21.00,37.00,56.76,15.00,22.00,68.18,3.00,9.00,0.69,2.00,22.00,0.09,13.00,3.00,111.00
Flamengo,1,0.00,91.00,33.00,40.00,18.00,54.00,18.00,36.00,17.00,11.00,1.55,91.00,11.00,29.00,37.93,20.00,42.00,47.62,18.00,25.00,72.00,1.00,10.00,0.91,1.00,14.00,0.07,11.00,1.00,115.00
Paulistano,1,0.00,88.00,24.00,52.00,12.00,42.00,16.00,26.00,19.00,14.00,1.36,88.00,8.00,27.00,29.63,26.00,50.00,52.00,12.00,16.00,75.00,2.00,13.00,0.93,3.00,21.00,0.14,14.00,3.00,104.00
Minas,1,0.00,87.00,42.00,28.00,17.00,30.00,8.00,22.00,15.00,15.00,1.00,87.00,14.00,37.00,37.84,14.00,26.00,53.85,17.00,26.00,65.38,2.00,10.00,0.67,0.00,28.00,0.00,15.00,2.00,83.00
Macaé Basquete,1,0.00,85.00,21.00,40.00,24.00,35.00,7.00,28.00,11.00,19.00,0.58,85.00,7.00,22.00,31.82,20.00,34.00,58.82,24.00,29.00,82.76,1.00,9.00,0.47,0.00,25.00,0.00,19.00,7.00,87.00
Fortaleza B. C. / CFO,1,0.00,83.00,33.00,32.00,18.00,41.00,10.00,31.00,16.00,14.00,1.14,83.00,11.00,29.00,37.93,16.00,30.00,53.33,18.00,23.00,78.26,2.00,9.00,0.64,3.00,23.00,0.13,14.00,3.00,101.00
Rio Claro,1,0.00,80.00,18.00,46.00,16.00,21.00,6.00,15.00,18.00,12.00,1.50,80.00,6.00,19.00,31.58,23.00,35.00,65.71,16.00,22.00,72.73,3.00,7.00,0.58,0.00,23.00,0.00,12.00,1.00,83.00
Sesi Franca,1,0.00,79.00,30.00,36.00,13.00,29.00,5.00,24.00,17.00,17.00,1.00,79.00,10.00,20.00,50.00,18.00,36.00,50.00,13.00,18.00,72.22,1.00,7.00,0.41,1.00,23.00,0.04,17.00,2.00,83.00
Limeira,1,0.00,77.00,21.00,46.00,10.00,28.00,5.00,23.00,18.00,9.00,2.00,77.00,7.00,16.00,43.75,23.00,43.00,53.49,10.00,15.00,66.67,0.00,10.00,1.11,5.00,14.00,0.36,9.00,3.00,95.00
Coop/São José Basketball,1,0.00,73.00,18.00,50.00,5.00,35.00,7.00,28.00,26.00,15.00,1.73,73.00,6.00,18.00,33.33,25.00,43.00,58.14,5.00,8.00,62.50,0.00,6.00,0.40,2.00,18.00,0.11,15.00,5.00,94.00
L. Sorocabana,1,0.00,71.00,18.00,34.00,19.00,27.00,12.00,15.00,8.00,14.00,0.57,71.00,6.00,18.00,33.33,17.00,40.00,42.50,19.00,23.00,82.61,1.00,4.00,0.29,2.00,24.00,0.08,14.00,2.00,59.00
Palmeiras,1,0.00,65.00,9.00,42.00,14.00,37.00,15.00,22.00,8.00,15.00,0.53,65.00,3.00,22.00,13.64,21.00,44.00,47.73,14.00,23.00,60.87,0.00,9.00,0.60,1.00,23.00,0.04,15.00,5.00,54.00
Uberlândia,1,0.00,58.00,15.00,36.00,7.00,27.00,6.00,21.00,6.00,13.00,0.46,58.00,5.00,24.00,20.83,18.00,38.00,47.37,7.00,13.00,53.85,1.00,9.00,0.69,1.00,21.00,0.05,13.00,2.00,43.00
