Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,0.00,106.00,39.00,56.00,11.00,41.00,6.00,35.00,21.00,6.00,3.50,106.00,13.00,26.00,50.00,28.00,41.00,68.29,11.00,13.00,84.62,2.00,6.00,1.00,3.00,14.00,0.21,6.00,2.00,143.00
Limeira,1,0.00,89.00,24.00,54.00,11.00,25.00,5.00,20.00,20.00,14.00,1.43,89.00,8.00,13.00,61.54,27.00,45.00,60.00,11.00,13.00,84.62,4.00,12.00,0.86,1.00,19.00,0.05,14.00,2.00,108.00
Brasília,1,0.00,86.00,27.00,44.00,15.00,37.00,9.00,28.00,23.00,9.00,2.56,86.00,9.00,20.00,45.00,22.00,36.00,61.11,15.00,17.00,88.24,6.00,7.00,0.78,0.00,19.00,0.00,9.00,1.00,117.00
Bauru Basket,1,0.00,85.00,48.00,30.00,7.00,33.00,8.00,25.00,22.00,7.00,3.14,85.00,16.00,33.00,48.48,15.00,27.00,55.56,7.00,15.00,46.67,2.00,4.00,0.57,1.00,9.00,0.11,7.00,0.00,101.00
Minas,1,0.00,82.00,21.00,48.00,13.00,41.00,9.00,32.00,18.00,18.00,1.00,82.00,7.00,26.00,26.92,24.00,39.00,61.54,13.00,15.00,86.67,0.00,12.00,0.67,4.00,24.00,0.17,18.00,2.00,103.00
Uberlândia,1,0.00,81.00,15.00,54.00,12.00,26.00,8.00,18.00,16.00,15.00,1.07,81.00,5.00,17.00,29.41,27.00,44.00,61.36,12.00,14.00,85.71,2.00,11.00,0.73,1.00,22.00,0.05,15.00,2.00,89.00
Sesi Franca,1,0.00,81.00,21.00,48.00,12.00,34.00,8.00,26.00,16.00,12.00,1.33,81.00,7.00,25.00,28.00,24.00,37.00,64.86,12.00,20.00,60.00,3.00,18.00,1.50,5.00,19.00,0.26,12.00,5.00,103.00
Coop/São José Basketball,1,0.00,78.00,24.00,40.00,14.00,45.00,10.00,35.00,17.00,20.00,0.85,78.00,8.00,17.00,47.06,20.00,42.00,47.62,14.00,17.00,82.35,3.00,8.00,0.40,1.00,21.00,0.05,20.00,4.00,95.00
Palmeiras,1,0.00,77.00,39.00,36.00,2.00,28.00,4.00,24.00,19.00,9.00,2.11,77.00,13.00,25.00,52.00,18.00,34.00,52.94,2.00,5.00,40.00,0.00,7.00,0.78,0.00,17.00,0.00,9.00,5.00,91.00
Mogi,1,0.00,76.00,12.00,42.00,22.00,41.00,15.00,26.00,10.00,10.00,1.00,76.00,4.00,17.00,23.53,21.00,45.00,46.67,22.00,27.00,81.48,6.00,7.00,0.70,1.00,25.00,0.04,10.00,2.00,83.00
Paulistano,1,0.00,74.00,27.00,32.00,15.00,32.00,12.00,20.00,9.00,10.00,0.90,74.00,9.00,24.00,37.50,16.00,34.00,47.06,15.00,26.00,57.69,0.00,6.00,0.60,4.00,26.00,0.15,10.00,1.00,71.00
Fortaleza B. C. / CFO,1,0.00,73.00,18.00,48.00,7.00,26.00,7.00,19.00,9.00,6.00,1.50,73.00,6.00,28.00,21.43,24.00,43.00,55.81,7.00,9.00,77.78,0.00,4.00,0.67,1.00,12.00,0.08,6.00,0.00,64.00
Rio Claro,1,0.00,70.00,6.00,42.00,22.00,31.00,6.00,25.00,13.00,15.00,0.87,70.00,2.00,18.00,11.11,21.00,40.00,52.50,22.00,26.00,84.62,0.00,13.00,0.87,6.00,18.00,0.33,15.00,3.00,79.00
L. Sorocabana,1,0.00,70.00,15.00,40.00,15.00,29.00,7.00,22.00,11.00,10.00,1.10,70.00,5.00,16.00,31.25,20.00,47.00,42.55,15.00,25.00,60.00,3.00,16.00,1.60,3.00,19.00,0.16,10.00,2.00,71.00
Macaé Basquete,1,0.00,68.00,21.00,40.00,7.00,25.00,9.00,16.00,8.00,8.00,1.00,68.00,7.00,21.00,33.33,20.00,43.00,46.51,7.00,8.00,87.50,2.00,8.00,1.00,2.00,18.00,0.11,8.00,1.00,65.00
Pinheiros,1,0.00,68.00,24.00,32.00,12.00,39.00,12.00,27.00,15.00,21.00,0.71,68.00,8.00,24.00,33.33,16.00,34.00,47.06,12.00,18.00,66.67,1.00,5.00,0.24,2.00,25.00,0.08,21.00,1.00,68.00
