Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Limeira,1,0.00,100.00,48.00,40.00,12.00,35.00,10.00,25.00,24.00,11.00,2.18,100.00,16.00,31.00,51.61,20.00,33.00,60.61,12.00,17.00,70.59,2.00,9.00,0.82,3.00,20.00,0.15,11.00,1.00,127.00
Mogi,1,0.00,91.00,12.00,60.00,19.00,43.00,10.00,33.00,16.00,17.00,0.94,91.00,4.00,16.00,25.00,30.00,47.00,63.83,19.00,25.00,76.00,4.00,12.00,0.71,1.00,25.00,0.04,17.00,4.00,111.00
Minas,1,0.00,84.00,24.00,44.00,16.00,40.00,9.00,31.00,11.00,19.00,0.58,84.00,8.00,19.00,42.11,22.00,37.00,59.46,16.00,26.00,61.54,5.00,16.00,0.84,0.00,25.00,0.00,19.00,5.00,96.00
Bauru Basket,1,0.00,82.00,21.00,52.00,9.00,45.00,8.00,37.00,15.00,19.00,0.79,82.00,7.00,24.00,29.17,26.00,38.00,68.42,9.00,14.00,64.29,1.00,12.00,0.63,1.00,18.00,0.06,19.00,3.00,102.00
Fortaleza B. C. / CFO,1,0.00,80.00,24.00,30.00,26.00,27.00,7.00,20.00,10.00,15.00,0.67,80.00,8.00,30.00,26.67,15.00,32.00,46.88,26.00,36.00,72.22,0.00,13.00,0.87,2.00,23.00,0.09,15.00,2.00,68.00
Brasília,1,0.00,79.00,15.00,48.00,16.00,47.00,14.00,33.00,9.00,10.00,0.90,79.00,5.00,16.00,31.25,24.00,53.00,45.28,16.00,20.00,80.00,2.00,5.00,0.50,3.00,25.00,0.12,10.00,2.00,89.00
Paulistano,1,0.00,78.00,27.00,42.00,9.00,49.00,18.00,31.00,13.00,11.00,1.18,78.00,9.00,26.00,34.62,21.00,43.00,48.84,9.00,10.00,90.00,2.00,8.00,0.73,1.00,13.00,0.08,11.00,2.00,98.00
Coop/São José Basketball,1,0.00,78.00,15.00,46.00,17.00,37.00,10.00,27.00,12.00,10.00,1.20,78.00,5.00,25.00,20.00,23.00,43.00,53.49,17.00,22.00,77.27,0.00,7.00,0.70,1.00,22.00,0.05,10.00,3.00,80.00
Macaé Basquete,1,0.00,77.00,27.00,30.00,20.00,36.00,9.00,27.00,15.00,12.00,1.25,77.00,9.00,25.00,36.00,15.00,33.00,45.45,20.00,22.00,90.91,1.00,8.00,0.67,1.00,23.00,0.04,12.00,3.00,89.00
Sesi Franca,1,0.00,74.00,9.00,44.00,21.00,31.00,12.00,19.00,7.00,14.00,0.50,74.00,3.00,23.00,13.04,22.00,38.00,57.89,21.00,23.00,91.30,0.00,10.00,0.71,1.00,18.00,0.06,14.00,4.00,71.00
Palmeiras,1,0.00,72.00,18.00,36.00,18.00,37.00,11.00,26.00,15.00,11.00,1.36,72.00,6.00,29.00,20.69,18.00,33.00,54.55,18.00,22.00,81.82,5.00,9.00,0.82,1.00,21.00,0.05,11.00,3.00,81.00
L. Sorocabana,1,0.00,65.00,30.00,20.00,15.00,28.00,8.00,20.00,10.00,21.00,0.48,65.00,10.00,24.00,41.67,10.00,34.00,29.41,15.00,23.00,65.22,1.00,10.00,0.48,1.00,28.00,0.04,21.00,2.00,47.00
Rio Claro,1,0.00,65.00,18.00,28.00,19.00,29.00,6.00,23.00,16.00,16.00,1.00,65.00,6.00,27.00,22.22,14.00,33.00,42.42,19.00,23.00,82.61,2.00,15.00,0.94,3.00,13.00,0.23,16.00,4.00,68.00
Uberlândia,1,0.00,59.00,33.00,16.00,10.00,30.00,9.00,21.00,13.00,14.00,0.93,59.00,11.00,32.00,34.38,8.00,26.00,30.77,10.00,12.00,83.33,0.00,9.00,0.64,4.00,21.00,0.19,14.00,3.00,60.00
