Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Pinheiros,1,0.00,110.00,66.00,28.00,16.00,36.00,6.00,30.00,18.00,12.00,1.50,110.00,22.00,31.00,70.97,14.00,28.00,50.00,16.00,20.00,80.00,3.00,4.00,0.33,0.00,23.00,0.00,12.00,1.00,129.00
Bauru Basket,1,0.00,104.00,36.00,48.00,20.00,31.00,12.00,19.00,25.00,8.00,3.13,104.00,12.00,29.00,41.38,24.00,38.00,63.16,20.00,23.00,86.96,1.00,10.00,1.25,1.00,15.00,0.07,8.00,1.00,129.00
Coop/São José Basketball,1,0.00,96.00,27.00,56.00,13.00,29.00,8.00,21.00,23.00,12.00,1.92,96.00,9.00,17.00,52.94,28.00,46.00,60.87,13.00,14.00,92.86,1.00,7.00,0.58,3.00,16.00,0.19,12.00,2.00,119.00
Rio Claro,1,0.00,94.00,24.00,48.00,22.00,36.00,13.00,23.00,14.00,10.00,1.40,94.00,8.00,24.00,33.33,24.00,47.00,51.06,22.00,28.00,78.57,2.00,7.00,0.70,0.00,22.00,0.00,10.00,2.00,96.00
Macaé Basquete,1,0.00,92.00,24.00,52.00,16.00,33.00,9.00,24.00,19.00,13.00,1.46,92.00,8.00,16.00,50.00,26.00,49.00,53.06,16.00,21.00,76.19,2.00,7.00,0.54,3.00,28.00,0.11,13.00,4.00,105.00
Paulistano,1,0.00,89.00,36.00,38.00,15.00,32.00,11.00,21.00,11.00,16.00,0.69,89.00,12.00,27.00,44.44,19.00,37.00,51.35,15.00,18.00,83.33,1.00,14.00,0.88,0.00,14.00,0.00,16.00,2.00,94.00
Minas,1,0.00,87.00,24.00,44.00,19.00,26.00,7.00,19.00,15.00,7.00,2.14,87.00,8.00,20.00,40.00,22.00,46.00,47.83,19.00,23.00,82.61,3.00,9.00,1.29,4.00,20.00,0.20,7.00,3.00,94.00
Flamengo,1,0.00,86.00,33.00,48.00,5.00,33.00,8.00,25.00,18.00,8.00,2.25,86.00,11.00,25.00,44.00,24.00,43.00,55.81,5.00,10.00,50.00,2.00,10.00,1.25,3.00,18.00,0.17,8.00,1.00,104.00
L. Sorocabana,1,0.00,86.00,21.00,44.00,21.00,44.00,19.00,25.00,11.00,12.00,0.92,86.00,7.00,16.00,43.75,22.00,46.00,47.83,21.00,28.00,75.00,1.00,8.00,0.67,3.00,15.00,0.20,12.00,2.00,100.00
Fortaleza B. C. / CFO,1,0.00,82.00,30.00,44.00,8.00,27.00,11.00,16.00,17.00,13.00,1.31,82.00,10.00,27.00,37.04,22.00,39.00,56.41,8.00,12.00,66.67,0.00,8.00,0.62,2.00,21.00,0.10,13.00,4.00,85.00
Uberlândia,1,0.00,82.00,33.00,28.00,21.00,34.00,13.00,21.00,21.00,14.00,1.50,82.00,11.00,28.00,39.29,14.00,32.00,43.75,21.00,26.00,80.77,2.00,10.00,0.71,1.00,26.00,0.04,14.00,2.00,94.00
Brasília,1,0.00,81.00,30.00,42.00,9.00,32.00,9.00,23.00,18.00,16.00,1.13,81.00,10.00,24.00,41.67,21.00,38.00,55.26,9.00,10.00,90.00,5.00,13.00,0.81,4.00,15.00,0.27,16.00,2.00,100.00
Mogi,1,0.00,78.00,21.00,28.00,29.00,37.00,16.00,21.00,15.00,19.00,0.79,78.00,7.00,21.00,33.33,14.00,38.00,36.84,29.00,35.00,82.86,0.00,14.00,0.74,3.00,22.00,0.14,19.00,8.00,84.00
Palmeiras,1,0.00,78.00,30.00,32.00,16.00,33.00,8.00,25.00,17.00,17.00,1.00,78.00,10.00,20.00,50.00,16.00,30.00,53.33,16.00,27.00,59.26,2.00,11.00,0.65,2.00,23.00,0.09,17.00,5.00,89.00
Sesi Franca,1,0.00,74.00,30.00,32.00,12.00,37.00,15.00,22.00,18.00,21.00,0.86,74.00,10.00,21.00,47.62,16.00,41.00,39.02,12.00,16.00,75.00,3.00,9.00,0.43,7.00,29.00,0.24,21.00,6.00,84.00
Limeira,1,0.00,70.00,18.00,44.00,8.00,40.00,13.00,27.00,11.00,12.00,0.92,70.00,6.00,24.00,25.00,22.00,43.00,51.16,8.00,9.00,88.89,2.00,6.00,0.50,1.00,19.00,0.05,12.00,1.00,76.00
