Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,0.00,94.00,30.00,56.00,8.00,39.00,12.00,27.00,18.00,11.00,1.64,94.00,10.00,25.00,40.00,28.00,42.00,66.67,8.00,11.00,72.73,2.00,6.00,0.55,2.00,18.00,0.11,11.00,2.00,116.00
Paulistano,1,0.00,93.00,15.00,52.00,26.00,44.00,16.00,28.00,7.00,14.00,0.50,93.00,5.00,19.00,26.32,26.00,51.00,50.98,26.00,32.00,81.25,2.00,9.00,0.64,1.00,29.00,0.03,14.00,3.00,95.00
Pinheiros,1,0.00,89.00,27.00,42.00,20.00,34.00,10.00,24.00,12.00,13.00,0.92,89.00,9.00,28.00,32.14,21.00,42.00,50.00,20.00,26.00,76.92,1.00,7.00,0.54,6.00,30.00,0.20,13.00,2.00,89.00
Bauru Basket,1,0.00,88.00,30.00,42.00,16.00,38.00,10.00,28.00,15.00,13.00,1.15,88.00,10.00,26.00,38.46,21.00,37.00,56.76,16.00,20.00,80.00,1.00,11.00,0.85,1.00,16.00,0.06,13.00,3.00,104.00
Limeira,1,0.00,85.00,36.00,38.00,11.00,35.00,7.00,28.00,17.00,15.00,1.13,85.00,12.00,28.00,42.86,19.00,32.00,59.38,11.00,14.00,78.57,0.00,12.00,0.80,3.00,18.00,0.17,15.00,5.00,105.00
Rio Claro,1,0.00,85.00,12.00,56.00,17.00,42.00,12.00,30.00,19.00,9.00,2.11,85.00,4.00,19.00,21.05,28.00,55.00,50.91,17.00,18.00,94.44,0.00,10.00,1.11,2.00,16.00,0.13,9.00,2.00,106.00
Minas,1,0.00,83.00,27.00,38.00,18.00,29.00,7.00,22.00,21.00,17.00,1.24,83.00,9.00,18.00,50.00,19.00,37.00,51.35,18.00,25.00,72.00,2.00,14.00,0.82,3.00,26.00,0.12,17.00,3.00,99.00
Palmeiras,1,0.00,83.00,30.00,32.00,21.00,41.00,17.00,24.00,15.00,19.00,0.79,83.00,10.00,27.00,37.04,16.00,32.00,50.00,21.00,31.00,67.74,1.00,10.00,0.53,1.00,15.00,0.07,19.00,2.00,88.00
Mogi,1,0.00,81.00,12.00,56.00,13.00,43.00,17.00,26.00,20.00,13.00,1.54,81.00,4.00,20.00,20.00,28.00,50.00,56.00,13.00,19.00,68.42,4.00,10.00,0.77,1.00,22.00,0.05,13.00,2.00,98.00
L. Sorocabana,1,0.00,78.00,27.00,42.00,9.00,31.00,13.00,18.00,19.00,13.00,1.46,78.00,9.00,29.00,31.03,21.00,38.00,55.26,9.00,12.00,75.00,2.00,14.00,1.08,3.00,26.00,0.12,13.00,2.00,92.00
Uberlândia,1,0.00,76.00,24.00,40.00,12.00,30.00,6.00,24.00,15.00,14.00,1.07,76.00,8.00,29.00,27.59,20.00,36.00,55.56,12.00,14.00,85.71,2.00,9.00,0.64,2.00,22.00,0.09,14.00,1.00,79.00
Brasília,1,0.00,73.00,15.00,54.00,4.00,46.00,15.00,31.00,14.00,13.00,1.08,73.00,5.00,29.00,17.24,27.00,48.00,56.25,4.00,10.00,40.00,8.00,6.00,0.46,5.00,22.00,0.23,13.00,2.00,80.00
Coop/São José Basketball,1,0.00,71.00,21.00,40.00,10.00,32.00,15.00,17.00,13.00,9.00,1.44,71.00,7.00,20.00,35.00,20.00,46.00,43.48,10.00,17.00,58.82,1.00,9.00,1.00,0.00,14.00,0.00,9.00,2.00,70.00
Macaé Basquete,1,0.00,70.00,24.00,26.00,20.00,33.00,10.00,23.00,8.00,16.00,0.50,70.00,8.00,27.00,29.63,13.00,29.00,44.83,20.00,25.00,80.00,1.00,9.00,0.56,2.00,25.00,0.08,16.00,4.00,66.00
Sesi Franca,1,0.00,69.00,12.00,32.00,25.00,31.00,9.00,22.00,10.00,22.00,0.45,69.00,4.00,20.00,20.00,16.00,29.00,55.17,25.00,31.00,80.65,1.00,13.00,0.59,2.00,22.00,0.09,22.00,6.00,68.00
Fortaleza B. C. / CFO,1,0.00,67.00,27.00,34.00,6.00,31.00,7.00,24.00,13.00,15.00,0.87,67.00,9.00,27.00,33.33,17.00,34.00,50.00,6.00,10.00,60.00,0.00,7.00,0.47,0.00,18.00,0.00,15.00,2.00,64.00
