Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Bauru Basket,1,0.00,116.00,42.00,64.00,10.00,42.00,8.00,34.00,24.00,7.00,3.43,116.00,14.00,28.00,50.00,32.00,44.00,72.73,10.00,16.00,62.50,2.00,16.00,2.29,0.00,19.00,0.00,7.00,0.00,159.00
Rio Claro,1,0.00,94.00,18.00,58.00,18.00,39.00,14.00,25.00,20.00,8.00,2.50,94.00,6.00,16.00,37.50,29.00,56.00,51.79,18.00,19.00,94.74,4.00,8.00,1.00,0.00,17.00,0.00,8.00,1.00,115.00
Paulistano,1,0.00,89.00,21.00,54.00,14.00,35.00,8.00,27.00,18.00,11.00,1.64,89.00,7.00,22.00,31.82,27.00,46.00,58.70,14.00,17.00,82.35,2.00,12.00,1.09,2.00,25.00,0.08,11.00,4.00,108.00
Mogi,1,0.00,87.00,21.00,44.00,22.00,35.00,15.00,20.00,15.00,21.00,0.71,87.00,7.00,20.00,35.00,22.00,42.00,52.38,22.00,29.00,75.86,2.00,15.00,0.71,5.00,26.00,0.19,21.00,4.00,96.00
Limeira,1,0.00,85.00,27.00,42.00,16.00,37.00,14.00,23.00,23.00,14.00,1.64,85.00,9.00,25.00,36.00,21.00,39.00,53.85,16.00,20.00,80.00,4.00,13.00,0.93,4.00,27.00,0.15,14.00,1.00,110.00
L. Sorocabana,1,0.00,85.00,18.00,50.00,17.00,33.00,14.00,19.00,14.00,19.00,0.74,85.00,6.00,16.00,37.50,25.00,48.00,52.08,17.00,25.00,68.00,3.00,12.00,0.63,7.00,29.00,0.24,19.00,3.00,91.00
Uberlândia,1,0.00,84.00,33.00,44.00,7.00,30.00,8.00,22.00,21.00,12.00,1.75,84.00,11.00,26.00,42.31,22.00,39.00,56.41,7.00,9.00,77.78,3.00,6.00,0.50,6.00,21.00,0.29,12.00,4.00,101.00
Sesi Franca,1,0.00,80.00,18.00,54.00,8.00,32.00,13.00,19.00,10.00,10.00,1.00,80.00,6.00,20.00,30.00,27.00,50.00,54.00,8.00,10.00,80.00,5.00,17.00,1.70,4.00,15.00,0.27,10.00,1.00,94.00
Macaé Basquete,1,0.00,78.00,21.00,40.00,17.00,37.00,13.00,24.00,13.00,6.00,2.17,78.00,7.00,23.00,30.43,20.00,44.00,45.45,17.00,22.00,77.27,1.00,7.00,1.17,1.00,21.00,0.05,6.00,2.00,85.00
Fortaleza B. C. / CFO,1,0.00,77.00,36.00,30.00,11.00,36.00,7.00,29.00,19.00,13.00,1.46,77.00,12.00,32.00,37.50,15.00,25.00,60.00,11.00,19.00,57.89,0.00,4.00,0.31,2.00,15.00,0.13,13.00,6.00,87.00
Flamengo,1,0.00,76.00,3.00,54.00,19.00,41.00,17.00,24.00,12.00,15.00,0.80,76.00,1.00,15.00,6.67,27.00,49.00,55.10,19.00,24.00,79.17,3.00,7.00,0.47,3.00,16.00,0.19,15.00,2.00,83.00
Palmeiras,1,0.00,74.00,30.00,38.00,6.00,39.00,14.00,25.00,17.00,21.00,0.81,74.00,10.00,22.00,45.45,19.00,38.00,50.00,6.00,11.00,54.55,2.00,8.00,0.38,2.00,13.00,0.15,21.00,2.00,83.00
Brasília,1,0.00,74.00,21.00,40.00,13.00,25.00,9.00,16.00,9.00,13.00,0.69,74.00,7.00,21.00,33.33,20.00,39.00,51.28,13.00,16.00,81.25,3.00,13.00,1.00,1.00,21.00,0.05,13.00,5.00,73.00
Minas,1,0.00,72.00,15.00,34.00,23.00,25.00,4.00,21.00,17.00,16.00,1.06,72.00,5.00,12.00,41.67,17.00,37.00,45.95,23.00,25.00,92.00,4.00,11.00,0.69,4.00,21.00,0.19,16.00,2.00,84.00
Coop/São José Basketball,1,0.00,71.00,9.00,50.00,12.00,32.00,7.00,25.00,12.00,17.00,0.71,71.00,3.00,16.00,18.75,25.00,42.00,59.52,12.00,19.00,63.16,2.00,7.00,0.41,2.00,19.00,0.11,17.00,4.00,70.00
Pinheiros,1,0.00,55.00,15.00,34.00,6.00,33.00,12.00,21.00,10.00,16.00,0.63,55.00,5.00,26.00,19.23,17.00,41.00,41.46,6.00,14.00,42.86,1.00,7.00,0.44,1.00,18.00,0.06,16.00,0.00,37.00
