Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Pinheiros,1,0.00,97.00,27.00,52.00,18.00,34.00,9.00,25.00,20.00,14.00,1.43,97.00,9.00,29.00,31.03,26.00,40.00,65.00,18.00,19.00,94.74,4.00,18.00,1.29,2.00,17.00,0.12,14.00,2.00,122.00
Palmeiras,1,0.00,86.00,27.00,46.00,13.00,43.00,19.00,24.00,24.00,9.00,2.67,86.00,9.00,26.00,34.62,23.00,52.00,44.23,13.00,15.00,86.67,4.00,12.00,1.33,3.00,14.00,0.21,9.00,3.00,111.00
Limeira,1,0.00,82.00,30.00,40.00,12.00,31.00,11.00,20.00,22.00,8.00,2.75,82.00,10.00,27.00,37.04,20.00,38.00,52.63,12.00,15.00,80.00,1.00,13.00,1.63,2.00,18.00,0.11,8.00,2.00,104.00
Sesi Franca,1,0.00,82.00,30.00,38.00,14.00,50.00,20.00,30.00,19.00,25.00,0.76,82.00,10.00,22.00,45.45,19.00,41.00,46.34,14.00,18.00,77.78,5.00,13.00,0.52,3.00,16.00,0.19,25.00,5.00,104.00
Fortaleza B. C. / CFO,1,0.00,81.00,36.00,30.00,15.00,38.00,14.00,24.00,16.00,23.00,0.70,81.00,12.00,32.00,37.50,15.00,34.00,44.12,15.00,20.00,75.00,1.00,12.00,0.52,2.00,19.00,0.11,23.00,3.00,82.00
Uberlândia,1,0.00,81.00,27.00,40.00,14.00,28.00,11.00,17.00,13.00,13.00,1.00,81.00,9.00,21.00,42.86,20.00,35.00,57.14,14.00,20.00,70.00,2.00,11.00,0.85,2.00,18.00,0.11,13.00,1.00,89.00
Bauru Basket,1,0.00,81.00,27.00,34.00,20.00,40.00,10.00,30.00,15.00,14.00,1.07,81.00,9.00,27.00,33.33,17.00,28.00,60.71,20.00,24.00,83.33,4.00,7.00,0.50,3.00,17.00,0.18,14.00,4.00,99.00
Macaé Basquete,1,0.00,80.00,33.00,40.00,7.00,25.00,6.00,19.00,15.00,15.00,1.00,80.00,11.00,21.00,52.38,20.00,34.00,58.82,7.00,10.00,70.00,0.00,10.00,0.67,1.00,20.00,0.05,15.00,3.00,89.00
Rio Claro,1,0.00,79.00,12.00,54.00,13.00,38.00,12.00,26.00,19.00,10.00,1.90,79.00,4.00,16.00,25.00,27.00,51.00,52.94,13.00,15.00,86.67,7.00,11.00,1.10,1.00,13.00,0.08,10.00,4.00,100.00
Minas,1,0.00,78.00,12.00,44.00,22.00,46.00,18.00,28.00,14.00,15.00,0.93,78.00,4.00,22.00,18.18,22.00,44.00,50.00,22.00,30.00,73.33,1.00,2.00,0.13,3.00,25.00,0.12,15.00,4.00,80.00
Flamengo,1,0.00,76.00,18.00,34.00,24.00,36.00,11.00,25.00,19.00,7.00,2.71,76.00,6.00,23.00,26.09,17.00,38.00,44.74,24.00,30.00,80.00,1.00,9.00,1.29,4.00,29.00,0.14,7.00,0.00,93.00
Paulistano,1,0.00,74.00,27.00,30.00,17.00,35.00,15.00,20.00,12.00,9.00,1.33,74.00,9.00,19.00,47.37,15.00,49.00,30.61,17.00,22.00,77.27,6.00,10.00,1.11,1.00,24.00,0.04,9.00,2.00,74.00
Mogi,1,0.00,72.00,33.00,22.00,17.00,37.00,12.00,25.00,10.00,20.00,0.50,72.00,11.00,18.00,61.11,11.00,36.00,30.56,17.00,18.00,94.44,0.00,5.00,0.25,1.00,17.00,0.06,20.00,4.00,72.00
Brasília,1,0.00,70.00,21.00,44.00,5.00,40.00,15.00,25.00,18.00,17.00,1.06,70.00,7.00,19.00,36.84,22.00,50.00,44.00,5.00,6.00,83.33,4.00,6.00,0.35,5.00,18.00,0.28,17.00,4.00,81.00
Coop/São José Basketball,1,0.00,66.00,9.00,50.00,7.00,25.00,4.00,21.00,14.00,15.00,0.93,66.00,3.00,17.00,17.65,25.00,40.00,62.50,7.00,10.00,70.00,0.00,6.00,0.40,3.00,19.00,0.16,15.00,3.00,67.00
L. Sorocabana,1,0.00,55.00,9.00,38.00,8.00,24.00,9.00,15.00,12.00,17.00,0.71,55.00,3.00,22.00,13.64,19.00,40.00,47.50,8.00,11.00,72.73,3.00,18.00,1.06,2.00,18.00,0.11,17.00,3.00,51.00
