Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Paulistano,1,0.00,94.00,24.00,50.00,20.00,43.00,21.00,22.00,11.00,17.00,0.65,94.00,8.00,26.00,30.77,25.00,52.00,48.08,20.00,27.00,74.07,1.00,11.00,0.65,1.00,28.00,0.04,17.00,6.00,91.00
Rio Claro,1,0.00,89.00,18.00,50.00,21.00,37.00,11.00,26.00,14.00,20.00,0.70,89.00,6.00,18.00,33.33,25.00,44.00,56.82,21.00,25.00,84.00,0.00,8.00,0.40,1.00,27.00,0.04,20.00,6.00,94.00
Limeira,1,0.00,85.00,15.00,42.00,28.00,31.00,10.00,21.00,15.00,16.00,0.94,85.00,5.00,17.00,29.41,21.00,34.00,61.76,28.00,29.00,96.55,5.00,8.00,0.50,4.00,26.00,0.15,16.00,4.00,101.00
Bauru Basket,1,0.00,84.00,33.00,30.00,21.00,37.00,6.00,31.00,11.00,14.00,0.79,84.00,11.00,29.00,37.93,15.00,30.00,50.00,21.00,27.00,77.78,0.00,7.00,0.50,3.00,23.00,0.13,14.00,4.00,89.00
L. Sorocabana,1,0.00,83.00,18.00,46.00,19.00,32.00,17.00,15.00,11.00,10.00,1.10,83.00,6.00,17.00,35.29,23.00,47.00,48.94,19.00,24.00,79.17,4.00,9.00,0.90,0.00,28.00,0.00,10.00,1.00,85.00
Mogi,1,0.00,83.00,33.00,34.00,16.00,41.00,12.00,29.00,15.00,18.00,0.83,83.00,11.00,23.00,47.83,17.00,38.00,44.74,16.00,21.00,76.19,3.00,12.00,0.67,3.00,25.00,0.12,18.00,1.00,98.00
Fortaleza B. C. / CFO,1,0.00,80.00,39.00,34.00,7.00,30.00,10.00,20.00,20.00,10.00,2.00,80.00,13.00,37.00,35.14,17.00,33.00,51.52,7.00,10.00,70.00,0.00,20.00,2.00,0.00,15.00,0.00,10.00,1.00,97.00
Sesi Franca,1,0.00,79.00,30.00,26.00,23.00,26.00,5.00,21.00,8.00,9.00,0.89,79.00,10.00,16.00,62.50,13.00,27.00,48.15,23.00,25.00,92.00,2.00,3.00,0.33,1.00,17.00,0.06,9.00,3.00,86.00
Macaé Basquete,1,0.00,78.00,30.00,38.00,10.00,26.00,11.00,15.00,11.00,6.00,1.83,78.00,10.00,23.00,43.48,19.00,37.00,51.35,10.00,11.00,90.91,0.00,5.00,0.83,0.00,23.00,0.00,6.00,3.00,82.00
Flamengo,1,0.00,77.00,21.00,44.00,12.00,34.00,6.00,28.00,13.00,10.00,1.30,77.00,7.00,30.00,23.33,22.00,37.00,59.46,12.00,19.00,63.16,2.00,10.00,1.00,3.00,24.00,0.13,10.00,3.00,82.00
Minas,1,0.00,77.00,30.00,26.00,21.00,45.00,16.00,29.00,9.00,14.00,0.64,77.00,10.00,28.00,35.71,13.00,34.00,38.24,21.00,33.00,63.64,1.00,7.00,0.50,1.00,21.00,0.05,14.00,3.00,74.00
Brasília,1,0.00,75.00,18.00,38.00,19.00,34.00,9.00,25.00,12.00,11.00,1.09,75.00,6.00,26.00,23.08,19.00,35.00,54.29,19.00,26.00,73.08,2.00,9.00,0.82,3.00,25.00,0.12,11.00,2.00,79.00
Pinheiros,1,0.00,75.00,18.00,36.00,21.00,34.00,11.00,23.00,10.00,15.00,0.67,75.00,6.00,25.00,24.00,18.00,39.00,46.15,21.00,26.00,80.77,1.00,15.00,1.00,3.00,24.00,0.13,15.00,2.00,77.00
Uberlândia,1,0.00,62.00,9.00,36.00,17.00,43.00,12.00,31.00,10.00,22.00,0.45,62.00,3.00,20.00,15.00,18.00,34.00,52.94,17.00,18.00,94.44,1.00,8.00,0.36,3.00,13.00,0.23,22.00,2.00,70.00
Coop/São José Basketball,1,0.00,56.00,15.00,34.00,7.00,33.00,8.00,25.00,18.00,11.00,1.64,56.00,5.00,20.00,25.00,17.00,35.00,48.57,7.00,11.00,63.64,2.00,10.00,0.91,1.00,15.00,0.07,11.00,2.00,70.00
Palmeiras,1,0.00,55.00,12.00,32.00,11.00,31.00,8.00,23.00,15.00,13.00,1.15,55.00,4.00,14.00,28.57,16.00,38.00,42.11,11.00,18.00,61.11,5.00,9.00,0.69,1.00,16.00,0.06,13.00,2.00,59.00
