Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Coop/São José Basketball,1,0.00,105.00,30.00,54.00,21.00,32.00,12.00,20.00,28.00,13.00,2.15,105.00,10.00,18.00,55.56,27.00,43.00,62.79,21.00,25.00,84.00,1.00,5.00,0.38,1.00,23.00,0.04,13.00,4.00,130.00
Macaé Basquete,1,0.00,103.00,48.00,36.00,19.00,22.00,10.00,12.00,24.00,8.00,3.00,103.00,16.00,25.00,64.00,18.00,39.00,46.15,19.00,25.00,76.00,3.00,9.00,1.13,0.00,22.00,0.00,8.00,2.00,114.00
Paulistano,1,0.00,92.00,30.00,40.00,22.00,34.00,8.00,26.00,12.00,15.00,0.80,92.00,10.00,21.00,47.62,20.00,37.00,54.05,22.00,31.00,70.97,1.00,11.00,0.73,1.00,26.00,0.04,15.00,4.00,98.00
Rio Claro,1,0.00,92.00,21.00,46.00,25.00,34.00,10.00,24.00,16.00,11.00,1.45,92.00,7.00,15.00,46.67,23.00,45.00,51.11,25.00,29.00,86.21,1.00,11.00,1.00,2.00,18.00,0.11,11.00,6.00,110.00
Bauru Basket,1,0.00,89.00,39.00,32.00,18.00,36.00,4.00,32.00,18.00,14.00,1.29,89.00,13.00,22.00,59.09,16.00,35.00,45.71,18.00,21.00,85.71,1.00,14.00,1.00,1.00,11.00,0.09,14.00,0.00,113.00
Flamengo,1,0.00,87.00,24.00,42.00,21.00,28.00,4.00,24.00,14.00,10.00,1.40,87.00,8.00,22.00,36.36,21.00,32.00,65.63,21.00,33.00,63.64,3.00,10.00,1.00,0.00,24.00,0.00,10.00,2.00,92.00
Limeira,1,0.00,86.00,30.00,40.00,16.00,42.00,8.00,34.00,17.00,12.00,1.42,86.00,10.00,28.00,35.71,20.00,34.00,58.82,16.00,18.00,88.89,2.00,5.00,0.42,1.00,22.00,0.05,12.00,1.00,105.00
Pinheiros,1,0.00,85.00,45.00,30.00,10.00,43.00,18.00,25.00,17.00,18.00,0.94,85.00,15.00,31.00,48.39,15.00,37.00,40.54,10.00,13.00,76.92,2.00,11.00,0.61,2.00,15.00,0.13,18.00,4.00,99.00
Mogi,1,0.00,83.00,15.00,50.00,18.00,34.00,10.00,24.00,12.00,18.00,0.67,83.00,5.00,22.00,22.73,25.00,38.00,65.79,18.00,26.00,69.23,2.00,6.00,0.33,1.00,31.00,0.03,18.00,5.00,80.00
Fortaleza B. C. / CFO,1,0.00,83.00,27.00,46.00,10.00,36.00,17.00,19.00,10.00,15.00,0.67,83.00,9.00,29.00,31.03,23.00,40.00,57.50,10.00,20.00,50.00,0.00,5.00,0.33,6.00,22.00,0.27,15.00,3.00,78.00
L. Sorocabana,1,0.00,79.00,24.00,44.00,11.00,38.00,18.00,20.00,13.00,14.00,0.93,79.00,8.00,25.00,32.00,22.00,49.00,44.90,11.00,16.00,68.75,1.00,14.00,1.00,1.00,16.00,0.06,14.00,3.00,82.00
Palmeiras,1,0.00,73.00,21.00,38.00,14.00,36.00,14.00,22.00,14.00,13.00,1.08,73.00,7.00,21.00,33.33,19.00,44.00,43.18,14.00,30.00,46.67,2.00,9.00,0.69,3.00,30.00,0.10,13.00,2.00,67.00
Minas,1,0.00,71.00,21.00,42.00,8.00,33.00,7.00,26.00,23.00,14.00,1.64,71.00,7.00,29.00,24.14,21.00,36.00,58.33,8.00,11.00,72.73,1.00,14.00,1.00,3.00,21.00,0.14,14.00,0.00,90.00
Sesi Franca,1,0.00,70.00,21.00,34.00,15.00,35.00,11.00,24.00,11.00,17.00,0.65,70.00,7.00,17.00,41.18,17.00,37.00,45.95,15.00,24.00,62.50,1.00,10.00,0.59,1.00,18.00,0.06,17.00,2.00,71.00
Brasília,1,0.00,69.00,18.00,32.00,19.00,29.00,4.00,25.00,21.00,7.00,3.00,69.00,6.00,21.00,28.57,16.00,36.00,44.44,19.00,24.00,79.17,1.00,11.00,1.57,3.00,22.00,0.14,7.00,0.00,86.00
Uberlândia,1,0.00,62.00,18.00,28.00,16.00,32.00,8.00,24.00,11.00,18.00,0.61,62.00,6.00,18.00,33.33,14.00,37.00,37.84,16.00,16.00,100.00,0.00,14.00,0.78,4.00,23.00,0.17,18.00,7.00,70.00
