Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Coop/São José Basketball,1,0.00,89.00,39.00,30.00,20.00,27.00,5.00,22.00,18.00,11.00,1.64,89.00,13.00,26.00,50.00,15.00,26.00,57.69,20.00,24.00,83.33,1.00,7.00,0.64,2.00,26.00,0.08,11.00,0.00,104.00
Mogi,1,0.00,88.00,27.00,38.00,23.00,37.00,16.00,21.00,15.00,9.00,1.67,88.00,9.00,20.00,45.00,19.00,45.00,42.22,23.00,28.00,82.14,0.00,8.00,0.89,1.00,19.00,0.05,9.00,1.00,98.00
Limeira,1,0.00,87.00,30.00,50.00,7.00,26.00,6.00,20.00,24.00,12.00,2.00,87.00,10.00,24.00,41.67,25.00,42.00,59.52,7.00,9.00,77.78,3.00,14.00,1.17,0.00,16.00,0.00,12.00,6.00,106.00
Macaé Basquete,1,0.00,86.00,33.00,38.00,15.00,32.00,8.00,24.00,15.00,7.00,2.14,86.00,11.00,27.00,40.74,19.00,36.00,52.78,15.00,19.00,78.95,1.00,9.00,1.29,0.00,20.00,0.00,7.00,4.00,98.00
Flamengo,1,0.00,84.00,39.00,32.00,13.00,30.00,4.00,26.00,22.00,9.00,2.44,84.00,13.00,24.00,54.17,16.00,29.00,55.17,13.00,20.00,65.00,3.00,3.00,0.33,1.00,19.00,0.05,9.00,0.00,100.00
Paulistano,1,0.00,83.00,21.00,44.00,18.00,45.00,13.00,32.00,13.00,20.00,0.65,83.00,7.00,23.00,30.43,22.00,38.00,57.89,18.00,31.00,58.06,0.00,8.00,0.40,2.00,30.00,0.07,20.00,2.00,86.00
Brasília,1,0.00,81.00,15.00,56.00,10.00,51.00,16.00,35.00,22.00,12.00,1.83,81.00,5.00,19.00,26.32,28.00,52.00,53.85,10.00,12.00,83.33,3.00,6.00,0.50,0.00,16.00,0.00,12.00,4.00,108.00
Palmeiras,1,0.00,79.00,30.00,36.00,13.00,41.00,8.00,33.00,12.00,15.00,0.80,79.00,10.00,26.00,38.46,18.00,36.00,50.00,13.00,16.00,81.25,3.00,11.00,0.73,2.00,13.00,0.15,15.00,7.00,93.00
Bauru Basket,1,0.00,79.00,30.00,34.00,15.00,37.00,8.00,29.00,18.00,17.00,1.06,79.00,10.00,29.00,34.48,17.00,27.00,62.96,15.00,20.00,75.00,2.00,5.00,0.29,3.00,15.00,0.20,17.00,2.00,91.00
Rio Claro,1,0.00,78.00,12.00,56.00,10.00,33.00,7.00,26.00,21.00,17.00,1.24,78.00,4.00,15.00,26.67,28.00,43.00,65.12,10.00,13.00,76.92,0.00,6.00,0.35,1.00,10.00,0.10,17.00,3.00,93.00
Minas,1,0.00,75.00,18.00,40.00,17.00,30.00,7.00,23.00,18.00,16.00,1.13,75.00,6.00,13.00,46.15,20.00,37.00,54.05,17.00,26.00,65.38,4.00,18.00,1.13,2.00,16.00,0.13,16.00,5.00,94.00
Sesi Franca,1,0.00,73.00,18.00,44.00,11.00,27.00,6.00,21.00,18.00,9.00,2.00,73.00,6.00,21.00,28.57,22.00,43.00,51.16,11.00,15.00,73.33,3.00,13.00,1.44,6.00,21.00,0.29,9.00,1.00,88.00
L. Sorocabana,1,0.00,69.00,3.00,46.00,20.00,32.00,12.00,20.00,9.00,15.00,0.60,69.00,1.00,22.00,4.55,23.00,45.00,51.11,20.00,27.00,74.07,0.00,14.00,0.93,3.00,29.00,0.10,15.00,3.00,62.00
Fortaleza B. C. / CFO,1,0.00,68.00,30.00,30.00,8.00,31.00,9.00,22.00,12.00,8.00,1.50,68.00,10.00,39.00,25.64,15.00,32.00,46.88,8.00,9.00,88.89,0.00,7.00,0.88,4.00,17.00,0.24,8.00,0.00,67.00
Uberlândia,1,0.00,66.00,30.00,28.00,8.00,23.00,4.00,19.00,12.00,22.00,0.55,66.00,10.00,19.00,52.63,14.00,31.00,45.16,8.00,11.00,72.73,1.00,10.00,0.45,2.00,24.00,0.08,22.00,3.00,62.00
Pinheiros,1,0.00,65.00,27.00,30.00,8.00,37.00,10.00,27.00,14.00,14.00,1.00,65.00,9.00,32.00,28.13,15.00,33.00,45.45,8.00,12.00,66.67,0.00,8.00,0.57,2.00,18.00,0.11,14.00,3.00,67.00
