Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,0.00,99.00,42.00,42.00,15.00,37.00,12.00,25.00,23.00,12.00,1.92,99.00,14.00,27.00,51.85,21.00,41.00,51.22,15.00,21.00,71.43,3.00,7.00,0.58,2.00,19.00,0.11,12.00,0.00,117.00
L. Sorocabana,1,0.00,96.00,30.00,54.00,12.00,30.00,7.00,23.00,19.00,19.00,1.00,96.00,10.00,15.00,66.67,27.00,45.00,60.00,12.00,15.00,80.00,5.00,10.00,0.53,2.00,22.00,0.09,19.00,6.00,112.00
Paulistano,1,0.00,91.00,18.00,60.00,13.00,35.00,12.00,23.00,12.00,7.00,1.71,91.00,6.00,24.00,25.00,30.00,47.00,63.83,13.00,20.00,65.00,5.00,10.00,1.43,1.00,24.00,0.04,7.00,0.00,100.00
Sesi Franca,1,0.00,90.00,33.00,42.00,15.00,36.00,3.00,33.00,19.00,16.00,1.19,90.00,11.00,22.00,50.00,21.00,35.00,60.00,15.00,26.00,57.69,3.00,14.00,0.88,8.00,24.00,0.33,16.00,2.00,115.00
Mogi,1,0.00,90.00,21.00,56.00,13.00,50.00,15.00,35.00,18.00,14.00,1.29,90.00,7.00,15.00,46.67,28.00,55.00,50.91,13.00,17.00,76.47,2.00,6.00,0.43,2.00,22.00,0.09,14.00,2.00,113.00
Brasília,1,0.00,86.00,15.00,56.00,15.00,33.00,6.00,27.00,27.00,15.00,1.80,86.00,5.00,16.00,31.25,28.00,45.00,62.22,15.00,18.00,83.33,4.00,14.00,0.93,3.00,27.00,0.11,15.00,4.00,117.00
Pinheiros,1,0.00,86.00,21.00,54.00,11.00,34.00,8.00,26.00,17.00,11.00,1.55,86.00,7.00,17.00,41.18,27.00,46.00,58.70,11.00,17.00,64.71,4.00,8.00,0.73,3.00,20.00,0.15,11.00,5.00,102.00
Bauru Basket,1,0.00,83.00,33.00,26.00,24.00,39.00,15.00,24.00,18.00,17.00,1.06,83.00,11.00,34.00,32.35,13.00,32.00,40.63,24.00,29.00,82.76,1.00,10.00,0.59,1.00,16.00,0.06,17.00,2.00,87.00
Uberlândia,1,0.00,80.00,39.00,28.00,13.00,32.00,9.00,23.00,13.00,7.00,1.86,80.00,13.00,36.00,36.11,14.00,32.00,43.75,13.00,19.00,68.42,0.00,11.00,1.57,3.00,20.00,0.15,7.00,0.00,85.00
Palmeiras,1,0.00,75.00,15.00,38.00,22.00,34.00,9.00,25.00,14.00,13.00,1.08,75.00,5.00,17.00,29.41,19.00,34.00,55.88,22.00,23.00,95.65,3.00,7.00,0.54,0.00,19.00,0.00,13.00,4.00,89.00
Macaé Basquete,1,0.00,73.00,15.00,38.00,20.00,29.00,13.00,16.00,8.00,17.00,0.47,73.00,5.00,20.00,25.00,19.00,41.00,46.34,20.00,25.00,80.00,0.00,11.00,0.65,2.00,18.00,0.11,17.00,6.00,64.00
Rio Claro,1,0.00,72.00,24.00,34.00,14.00,28.00,9.00,19.00,16.00,10.00,1.60,72.00,8.00,24.00,33.33,17.00,35.00,48.57,14.00,19.00,73.68,0.00,8.00,0.80,0.00,21.00,0.00,10.00,2.00,75.00
Limeira,1,0.00,72.00,24.00,38.00,10.00,28.00,6.00,22.00,12.00,12.00,1.00,72.00,8.00,28.00,28.57,19.00,35.00,54.29,10.00,11.00,90.91,1.00,4.00,0.33,1.00,22.00,0.05,12.00,2.00,68.00
Coop/São José Basketball,1,0.00,71.00,6.00,50.00,15.00,35.00,9.00,26.00,20.00,16.00,1.25,71.00,2.00,10.00,20.00,25.00,45.00,55.56,15.00,20.00,75.00,0.00,9.00,0.56,0.00,20.00,0.00,16.00,3.00,86.00
Fortaleza B. C. / CFO,1,0.00,66.00,15.00,36.00,15.00,42.00,15.00,27.00,10.00,19.00,0.53,66.00,5.00,21.00,23.81,18.00,46.00,39.13,15.00,24.00,62.50,0.00,14.00,0.74,3.00,20.00,0.15,19.00,5.00,63.00
Minas,1,0.00,64.00,18.00,34.00,12.00,36.00,16.00,20.00,16.00,16.00,1.00,64.00,6.00,23.00,26.09,17.00,41.00,41.46,12.00,18.00,66.67,2.00,12.00,0.75,2.00,19.00,0.11,16.00,4.00,67.00
