Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,0.00,99.00,30.00,54.00,15.00,42.00,9.00,33.00,25.00,10.00,2.50,99.00,10.00,21.00,47.62,27.00,42.00,64.29,15.00,24.00,62.50,3.00,7.00,0.70,2.00,14.00,0.14,10.00,1.00,130.00
Bauru Basket,1,0.00,97.00,57.00,28.00,12.00,38.00,8.00,30.00,22.00,9.00,2.44,97.00,19.00,38.00,50.00,14.00,24.00,58.33,12.00,17.00,70.59,1.00,7.00,0.78,2.00,13.00,0.15,9.00,2.00,123.00
L. Sorocabana,1,0.00,91.00,24.00,52.00,15.00,35.00,20.00,15.00,15.00,4.00,3.75,91.00,8.00,19.00,42.11,26.00,59.00,44.07,15.00,18.00,83.33,3.00,18.00,4.50,3.00,17.00,0.18,4.00,2.00,111.00
Paulistano,1,0.00,86.00,18.00,54.00,14.00,42.00,14.00,28.00,14.00,15.00,0.93,86.00,6.00,16.00,37.50,27.00,51.00,52.94,14.00,19.00,73.68,2.00,10.00,0.67,1.00,20.00,0.05,15.00,3.00,99.00
Pinheiros,1,0.00,83.00,24.00,46.00,13.00,36.00,12.00,24.00,17.00,12.00,1.42,83.00,8.00,22.00,36.36,23.00,42.00,54.76,13.00,17.00,76.47,2.00,9.00,0.75,2.00,16.00,0.13,12.00,3.00,98.00
Limeira,1,0.00,81.00,45.00,26.00,10.00,31.00,16.00,15.00,20.00,7.00,2.86,81.00,15.00,33.00,45.45,13.00,31.00,41.94,10.00,19.00,52.63,1.00,5.00,0.71,1.00,24.00,0.04,7.00,4.00,86.00
Sesi Franca,1,0.00,80.00,30.00,46.00,4.00,38.00,12.00,26.00,16.00,14.00,1.14,80.00,10.00,20.00,50.00,23.00,44.00,52.27,4.00,12.00,33.33,4.00,9.00,0.64,2.00,17.00,0.12,14.00,6.00,92.00
Uberlândia,1,0.00,80.00,27.00,42.00,11.00,29.00,8.00,21.00,19.00,11.00,1.73,80.00,9.00,26.00,34.62,21.00,34.00,61.76,11.00,13.00,84.62,2.00,9.00,0.82,2.00,18.00,0.11,11.00,1.00,96.00
Macaé Basquete,1,0.00,79.00,15.00,38.00,26.00,38.00,15.00,23.00,13.00,8.00,1.63,79.00,5.00,17.00,29.41,19.00,37.00,51.35,26.00,31.00,83.87,0.00,3.00,0.38,1.00,19.00,0.05,8.00,3.00,91.00
Fortaleza B. C. / CFO,1,0.00,78.00,30.00,38.00,10.00,30.00,9.00,21.00,13.00,12.00,1.08,78.00,10.00,28.00,35.71,19.00,35.00,54.29,10.00,19.00,52.63,0.00,10.00,0.83,3.00,21.00,0.14,12.00,0.00,79.00
Brasília,1,0.00,76.00,42.00,26.00,8.00,30.00,7.00,23.00,16.00,23.00,0.70,76.00,14.00,25.00,56.00,13.00,23.00,56.52,8.00,11.00,72.73,1.00,2.00,0.09,5.00,19.00,0.26,23.00,3.00,82.00
Mogi,1,0.00,75.00,18.00,50.00,7.00,30.00,7.00,23.00,13.00,10.00,1.30,75.00,6.00,19.00,31.58,25.00,47.00,53.19,7.00,11.00,63.64,0.00,6.00,0.60,0.00,16.00,0.00,10.00,3.00,74.00
Rio Claro,1,0.00,74.00,12.00,58.00,4.00,26.00,7.00,19.00,9.00,10.00,0.90,74.00,4.00,20.00,20.00,29.00,53.00,54.72,4.00,6.00,66.67,1.00,9.00,0.90,3.00,23.00,0.13,10.00,1.00,69.00
Palmeiras,1,0.00,73.00,21.00,38.00,14.00,33.00,8.00,25.00,18.00,16.00,1.13,73.00,7.00,18.00,38.89,19.00,34.00,55.88,14.00,20.00,70.00,2.00,14.00,0.88,3.00,20.00,0.15,16.00,5.00,93.00
Minas,1,0.00,68.00,15.00,40.00,13.00,28.00,6.00,22.00,17.00,14.00,1.21,68.00,5.00,20.00,25.00,20.00,35.00,57.14,13.00,17.00,76.47,1.00,7.00,0.50,1.00,21.00,0.05,14.00,0.00,73.00
Coop/São José Basketball,1,0.00,65.00,12.00,42.00,11.00,34.00,10.00,24.00,13.00,13.00,1.00,65.00,4.00,19.00,21.05,21.00,41.00,51.22,11.00,14.00,78.57,0.00,6.00,0.46,2.00,18.00,0.11,13.00,3.00,69.00
