Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Paulistano,1,0.00,92.00,51.00,34.00,7.00,43.00,10.00,33.00,19.00,6.00,3.17,92.00,17.00,55.00,30.91,17.00,27.00,62.96,7.00,11.00,63.64,4.00,2.00,0.33,1.00,20.00,0.05,6.00,2.00,99.00
Botafogo,1,0.00,92.00,42.00,36.00,14.00,34.00,10.00,24.00,21.00,8.00,2.63,92.00,14.00,34.00,41.18,18.00,37.00,48.65,14.00,14.00,100.00,2.00,12.00,1.50,3.00,27.00,0.11,8.00,0.00,114.00
UNIFACISA,3,0.00,91.33,43.00,30.67,17.67,38.00,10.33,27.67,16.67,11.33,1.47,91.33,14.33,32.67,43.88,15.33,32.33,47.42,17.67,20.33,86.89,1.33,6.00,0.53,2.67,20.67,0.13,11.33,1.33,105.00
Flamengo,1,0.00,91.00,36.00,44.00,11.00,35.00,9.00,26.00,22.00,6.00,3.67,91.00,12.00,31.00,38.71,22.00,42.00,52.38,11.00,13.00,84.62,1.00,4.00,0.67,0.00,17.00,0.00,6.00,3.00,105.00
Minas,2,0.00,87.00,30.00,39.00,18.00,36.00,9.00,27.00,17.00,10.50,1.62,87.00,10.00,28.00,35.71,19.50,37.00,52.70,18.00,22.50,80.00,0.00,5.00,0.48,1.00,23.50,0.04,10.50,2.00,95.50
São Paulo,3,0.00,86.33,36.00,34.00,16.33,42.67,10.00,32.67,19.33,8.67,2.23,86.33,12.00,33.33,36.00,17.00,33.67,50.50,16.33,22.33,73.13,2.33,3.67,0.42,1.33,15.00,0.09,8.67,2.00,100.67
Sesi Franca,2,0.00,85.50,31.50,35.00,19.00,33.50,8.50,25.00,14.50,10.50,1.38,85.50,10.50,27.00,38.89,17.50,33.50,52.24,19.00,24.50,77.55,1.00,4.50,0.43,2.50,24.00,0.10,10.50,0.50,91.50
Rio Claro,3,0.00,82.67,22.00,40.67,20.00,34.33,7.00,27.33,17.33,13.67,1.27,82.67,7.33,21.00,34.92,20.33,34.33,59.22,20.00,25.67,77.92,1.67,2.67,0.20,1.33,25.00,0.05,13.67,2.00,91.33
Pinheiros,1,0.00,82.00,15.00,52.00,15.00,41.00,17.00,24.00,11.00,14.00,0.79,82.00,5.00,18.00,27.78,26.00,53.00,49.06,15.00,23.00,65.22,0.00,7.00,0.50,3.00,17.00,0.18,14.00,2.00,82.00
Corinthians,1,0.00,81.00,21.00,48.00,12.00,37.00,13.00,24.00,21.00,16.00,1.31,81.00,7.00,23.00,30.43,24.00,43.00,55.81,12.00,17.00,70.59,2.00,8.00,0.50,3.00,24.00,0.13,16.00,3.00,94.00
Mogi,2,0.00,77.00,22.50,39.00,15.50,44.00,11.50,32.50,11.50,15.00,0.77,77.00,7.50,24.00,31.25,19.50,39.00,50.00,15.50,23.50,65.96,2.00,7.50,0.50,1.00,18.50,0.05,15.00,3.50,81.00
Fortaleza B. C. / CFO,2,0.00,73.00,25.50,33.00,14.50,45.00,14.00,31.00,10.50,11.50,0.91,73.00,8.50,35.50,23.94,16.50,33.00,50.00,14.50,21.50,67.44,2.00,6.50,0.57,3.50,25.50,0.14,11.50,1.50,76.00
BRB/Brasília,1,0.00,72.00,12.00,46.00,14.00,40.00,13.00,27.00,18.00,13.00,1.38,72.00,4.00,16.00,25.00,23.00,52.00,44.23,14.00,19.00,73.68,0.00,5.00,0.38,0.00,17.00,0.00,13.00,1.00,76.00
Bauru Basket,1,0.00,70.00,39.00,28.00,3.00,36.00,6.00,30.00,18.00,10.00,1.80,70.00,13.00,30.00,43.33,14.00,30.00,46.67,3.00,6.00,50.00,0.00,5.00,0.50,0.00,17.00,0.00,10.00,2.00,83.00
