Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Corinthians,1,0.00,102.00,30.00,54.00,18.00,30.00,10.00,20.00,24.00,7.00,3.43,102.00,10.00,22.00,45.45,27.00,45.00,60.00,18.00,20.00,90.00,1.00,7.00,1.00,3.00,23.00,0.13,7.00,0.00,127.00
UNIFACISA,1,0.00,99.00,42.00,46.00,11.00,32.00,8.00,24.00,24.00,14.00,1.71,99.00,14.00,26.00,53.85,23.00,42.00,54.76,11.00,14.00,78.57,2.00,11.00,0.79,4.00,17.00,0.24,14.00,1.00,122.00
Bauru Basket,2,0.00,91.00,28.50,48.00,14.50,34.00,8.00,26.00,21.00,14.00,1.50,91.00,9.50,26.00,36.54,24.00,39.00,61.54,14.50,19.50,74.36,2.00,7.50,0.54,1.00,21.00,0.05,14.00,1.00,104.00
Sesi Franca,1,0.00,88.00,33.00,38.00,17.00,38.00,11.00,27.00,21.00,10.00,2.10,88.00,11.00,28.00,39.29,19.00,34.00,55.88,17.00,24.00,70.83,1.00,4.00,0.40,7.00,17.00,0.41,10.00,0.00,109.00
Paulistano,1,0.00,84.00,39.00,28.00,17.00,40.00,15.00,25.00,17.00,15.00,1.13,84.00,13.00,31.00,41.94,14.00,29.00,48.28,17.00,26.00,65.38,3.00,8.00,0.53,2.00,24.00,0.08,15.00,1.00,93.00
Coop/São José Basketball,1,0.00,84.00,24.00,42.00,18.00,30.00,7.00,23.00,21.00,16.00,1.31,84.00,8.00,27.00,29.63,21.00,34.00,61.76,18.00,23.00,78.26,1.00,4.00,0.25,2.00,28.00,0.07,16.00,3.00,88.00
BRB/Brasília,2,0.00,81.00,27.00,40.00,14.00,31.50,6.00,25.50,22.50,18.00,1.25,81.00,9.00,23.00,39.13,20.00,33.50,59.70,14.00,17.50,80.00,2.00,6.50,0.36,1.00,22.50,0.04,18.00,3.50,93.50
Fortaleza B. C. / CFO,2,0.00,80.00,22.50,44.00,13.50,39.00,13.50,25.50,14.50,13.00,1.12,80.00,7.50,22.00,34.09,22.00,45.50,48.35,13.50,19.50,69.23,0.50,6.00,0.46,0.50,25.00,0.02,13.00,3.50,83.00
Pinheiros,2,0.00,79.00,15.00,46.00,18.00,41.00,14.50,26.50,14.00,12.00,1.17,79.00,5.00,21.50,23.26,23.00,42.50,54.12,18.00,24.50,73.47,2.00,6.00,0.50,2.00,20.50,0.10,12.00,3.50,87.50
Minas,1,0.00,78.00,27.00,34.00,17.00,49.00,19.00,30.00,18.00,11.00,1.64,78.00,9.00,30.00,30.00,17.00,43.00,39.53,17.00,22.00,77.27,1.00,5.00,0.45,3.00,26.00,0.12,11.00,3.00,90.00
Rio Claro,1,0.00,75.00,24.00,34.00,17.00,26.00,3.00,23.00,19.00,17.00,1.12,75.00,8.00,24.00,33.33,17.00,28.00,60.71,17.00,24.00,70.83,2.00,7.00,0.41,0.00,25.00,0.00,17.00,2.00,76.00
São Paulo,1,0.00,75.00,24.00,36.00,15.00,42.00,12.00,30.00,15.00,13.00,1.15,75.00,8.00,29.00,27.59,18.00,35.00,51.43,15.00,26.00,57.69,2.00,5.00,0.38,7.00,25.00,0.28,13.00,2.00,82.00
Mogi,1,0.00,73.00,33.00,22.00,18.00,33.00,10.00,23.00,18.00,11.00,1.64,73.00,11.00,28.00,39.29,11.00,30.00,36.67,18.00,20.00,90.00,1.00,8.00,0.73,5.00,18.00,0.28,11.00,4.00,88.00
Pato Basquete,1,0.00,73.00,24.00,38.00,11.00,30.00,7.00,23.00,14.00,18.00,0.78,73.00,8.00,27.00,29.63,19.00,32.00,59.38,11.00,14.00,78.57,1.00,5.00,0.28,1.00,23.00,0.04,18.00,3.00,70.00
Botafogo,2,0.00,73.00,21.00,37.00,15.00,31.00,9.50,21.50,16.00,14.50,1.10,73.00,7.00,23.00,30.43,18.50,34.00,54.41,15.00,19.00,78.95,1.50,5.50,0.38,2.00,24.50,0.08,14.50,3.00,77.50
