Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
São Paulo,1,0.00,96.00,51.00,36.00,9.00,42.00,11.00,31.00,22.00,12.00,1.83,96.00,17.00,44.00,38.64,18.00,29.00,62.07,9.00,10.00,90.00,3.00,10.00,0.83,4.00,21.00,0.19,12.00,1.00,123.00
Coop/São José Basketball,1,0.00,92.00,18.00,56.00,18.00,33.00,9.00,24.00,19.00,12.00,1.58,92.00,6.00,16.00,37.50,28.00,46.00,60.87,18.00,25.00,72.00,1.00,7.00,0.58,0.00,22.00,0.00,12.00,1.00,104.00
Sesi Franca,1,0.00,92.00,42.00,38.00,12.00,32.00,10.00,22.00,17.00,12.00,1.42,92.00,14.00,33.00,42.42,19.00,29.00,65.52,12.00,13.00,92.31,3.00,7.00,0.58,1.00,17.00,0.06,12.00,2.00,107.00
Flamengo,1,0.00,86.00,42.00,34.00,10.00,39.00,4.00,35.00,17.00,11.00,1.55,86.00,14.00,29.00,48.28,17.00,32.00,53.13,10.00,12.00,83.33,0.00,7.00,0.64,3.00,18.00,0.17,11.00,1.00,109.00
UNIFACISA,2,0.00,84.50,40.50,37.00,7.00,32.00,7.50,24.50,22.50,12.00,1.88,84.50,13.50,29.50,45.76,18.50,32.50,56.92,7.00,10.50,66.67,3.50,8.00,0.67,2.00,17.50,0.11,12.00,2.00,103.50
Rio Claro,2,0.00,84.00,19.50,48.00,16.50,35.50,8.50,27.00,20.00,15.50,1.29,84.00,6.50,19.50,33.33,24.00,41.00,58.54,16.50,22.00,75.00,3.00,5.50,0.35,0.00,24.50,0.00,15.50,3.50,94.00
Corinthians,2,0.00,83.00,22.50,46.00,14.50,31.50,7.00,24.50,23.00,11.50,2.00,83.00,7.50,21.00,35.71,23.00,39.00,58.97,14.50,17.50,82.86,2.00,8.00,0.70,2.50,21.50,0.12,11.50,0.50,104.00
Botafogo,2,0.00,82.50,37.50,26.00,19.00,28.50,5.50,23.00,17.50,14.00,1.25,82.50,12.50,29.50,42.37,13.00,27.50,47.27,19.00,24.00,79.17,2.50,5.50,0.39,3.50,24.00,0.15,14.00,4.00,87.00
Pinheiros,2,0.00,82.00,22.50,47.00,12.50,31.50,11.50,20.00,19.50,10.50,1.86,82.00,7.50,22.50,33.33,23.50,40.50,58.02,12.50,20.50,60.98,4.00,7.50,0.71,3.50,21.50,0.16,10.50,1.00,93.50
BRB/Brasília,2,0.00,81.50,27.00,35.00,19.50,36.50,10.50,26.00,20.50,13.00,1.58,81.50,9.00,26.50,33.96,17.50,37.00,47.30,19.50,24.50,79.59,1.50,5.50,0.42,1.50,12.50,0.12,13.00,2.00,90.50
Fortaleza B. C. / CFO,1,0.00,78.00,18.00,42.00,18.00,36.00,8.00,28.00,12.00,9.00,1.33,78.00,6.00,22.00,27.27,21.00,38.00,55.26,18.00,26.00,69.23,2.00,4.00,0.44,2.00,24.00,0.08,9.00,1.00,82.00
Minas,2,0.00,76.50,25.50,40.00,11.00,35.50,10.00,25.50,16.00,15.00,1.07,76.50,8.50,21.50,39.53,20.00,40.50,49.38,11.00,16.00,68.75,0.50,9.50,0.63,3.00,19.50,0.15,15.00,2.50,87.00
Bauru Basket,2,0.00,73.50,15.00,42.00,16.50,38.00,10.50,27.50,13.50,11.00,1.23,73.50,5.00,18.50,27.03,21.00,43.00,48.84,16.50,23.50,70.21,1.50,5.00,0.45,1.50,19.00,0.08,11.00,1.50,78.00
Paulistano,3,0.00,73.00,27.00,33.33,12.67,41.67,14.67,27.00,17.00,14.00,1.21,73.00,9.00,34.67,25.96,16.67,31.33,53.19,12.67,18.00,70.37,3.67,5.00,0.36,1.00,19.00,0.05,14.00,2.00,78.00
Mogi,1,0.00,71.00,27.00,28.00,16.00,32.00,12.00,20.00,15.00,20.00,0.75,71.00,9.00,23.00,39.13,14.00,37.00,37.84,16.00,20.00,80.00,0.00,10.00,0.50,2.00,19.00,0.11,20.00,4.00,69.00
Pato Basquete,1,0.00,69.00,21.00,26.00,22.00,36.00,12.00,24.00,15.00,17.00,0.88,69.00,7.00,20.00,35.00,13.00,37.00,35.14,22.00,30.00,73.33,1.00,7.00,0.41,3.00,28.00,0.11,17.00,5.00,68.00
