Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Bauru Basket,1,0.00,108.00,36.00,52.00,20.00,37.00,10.00,27.00,23.00,13.00,1.77,108.00,12.00,22.00,54.55,26.00,47.00,55.32,20.00,25.00,80.00,2.00,13.00,1.00,1.00,26.00,0.04,13.00,1.00,133.00
Corinthians,1,0.00,103.00,45.00,40.00,18.00,36.00,12.00,24.00,17.00,9.00,1.89,103.00,15.00,35.00,42.86,20.00,35.00,57.14,18.00,21.00,85.71,1.00,8.00,0.89,3.00,21.00,0.14,9.00,2.00,120.00
Rio Claro,1,0.00,94.00,36.00,36.00,22.00,31.00,9.00,22.00,25.00,12.00,2.08,94.00,12.00,27.00,44.44,18.00,36.00,50.00,22.00,26.00,84.62,3.00,6.00,0.50,0.00,22.00,0.00,12.00,2.00,107.00
São Paulo,2,0.00,86.50,30.00,36.00,20.50,42.00,12.50,29.50,19.00,16.00,1.19,86.50,10.00,24.00,41.67,18.00,37.00,48.65,20.50,24.00,85.42,2.00,6.00,0.38,3.50,21.50,0.16,16.00,2.00,104.50
Minas,1,0.00,86.00,30.00,38.00,18.00,40.00,8.00,32.00,23.00,13.00,1.77,86.00,10.00,24.00,41.67,19.00,33.00,57.58,18.00,24.00,75.00,2.00,7.00,0.54,1.00,16.00,0.06,13.00,3.00,110.00
Coop/São José Basketball,2,0.00,86.00,28.50,39.00,18.50,35.00,12.00,23.00,21.00,16.50,1.27,86.00,9.50,23.50,40.43,19.50,40.00,48.75,18.50,26.50,69.81,1.00,5.00,0.30,2.00,23.50,0.09,16.50,1.50,90.00
UNIFACISA,1,0.00,80.00,27.00,42.00,11.00,27.00,6.00,21.00,19.00,12.00,1.58,80.00,9.00,32.00,28.13,21.00,34.00,61.76,11.00,13.00,84.62,3.00,9.00,0.75,2.00,22.00,0.09,12.00,3.00,87.00
Pinheiros,2,0.00,79.00,25.50,42.00,11.50,38.00,7.00,31.00,19.00,16.00,1.19,79.00,8.50,21.00,40.48,21.00,34.50,60.87,11.50,18.50,62.16,1.00,5.00,0.31,1.50,16.50,0.09,16.00,1.50,93.50
BRB/Brasília,1,0.00,76.00,21.00,36.00,19.00,37.00,10.00,27.00,16.00,14.00,1.14,76.00,7.00,21.00,33.33,18.00,36.00,50.00,19.00,29.00,65.52,0.00,9.00,0.64,1.00,17.00,0.06,14.00,5.00,83.00
Pato Basquete,2,0.00,74.50,24.00,40.00,10.50,36.50,11.00,25.50,21.00,13.50,1.56,74.50,8.00,27.50,29.09,20.00,40.00,50.00,10.50,13.50,77.78,1.50,5.50,0.41,3.00,24.00,0.13,13.50,1.00,84.50
Paulistano,1,0.00,73.00,27.00,34.00,12.00,40.00,8.00,32.00,17.00,9.00,1.89,73.00,9.00,30.00,30.00,17.00,34.00,50.00,12.00,17.00,70.59,0.00,4.00,0.44,2.00,20.00,0.10,9.00,0.00,84.00
Botafogo,2,0.00,70.00,28.50,28.00,13.50,35.00,9.00,26.00,19.00,10.50,1.81,70.00,9.50,29.00,32.76,14.00,36.00,38.89,13.50,17.00,79.41,1.00,6.50,0.62,2.50,19.50,0.13,10.50,1.50,77.50
Fortaleza B. C. / CFO,1,0.00,57.00,12.00,36.00,9.00,32.00,10.00,22.00,13.00,15.00,0.87,57.00,4.00,21.00,19.05,18.00,42.00,42.86,9.00,13.00,69.23,3.00,6.00,0.40,5.00,22.00,0.23,15.00,1.00,53.00
