Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
BRB/Brasília,1,0.00,94.00,30.00,48.00,16.00,40.00,12.00,28.00,19.00,13.00,1.46,94.00,10.00,23.00,43.48,24.00,42.00,57.14,16.00,30.00,53.33,1.00,7.00,0.54,1.00,23.00,0.04,13.00,2.00,103.00
São Paulo,1,0.00,92.00,39.00,38.00,15.00,42.00,8.00,34.00,27.00,11.00,2.45,92.00,13.00,37.00,35.14,19.00,25.00,76.00,15.00,18.00,83.33,6.00,5.00,0.45,2.00,14.00,0.14,11.00,1.00,124.00
Coop/São José Basketball,1,0.00,92.00,33.00,42.00,17.00,34.00,9.00,25.00,20.00,14.00,1.43,92.00,11.00,30.00,36.67,21.00,36.00,58.33,17.00,22.00,77.27,3.00,7.00,0.50,3.00,27.00,0.11,14.00,0.00,103.00
Corinthians,3,0.00,83.67,21.00,48.00,14.67,33.33,10.00,23.33,18.33,13.00,1.41,83.67,7.00,17.67,39.62,24.00,44.00,54.55,14.67,23.67,61.97,1.67,10.33,0.79,2.33,19.00,0.12,13.00,2.33,95.00
Bauru Basket,2,0.00,81.50,22.50,44.00,15.00,32.00,9.50,22.50,11.00,11.50,0.96,81.50,7.50,26.00,28.85,22.00,34.50,63.77,15.00,23.00,65.22,1.00,10.00,0.87,1.50,20.00,0.08,11.50,1.50,85.50
Flamengo,1,0.00,81.00,27.00,36.00,18.00,42.00,12.00,30.00,17.00,13.00,1.31,81.00,9.00,24.00,37.50,18.00,40.00,45.00,18.00,23.00,78.26,0.00,8.00,0.62,1.00,21.00,0.05,13.00,4.00,93.00
Pinheiros,2,0.00,79.50,28.50,39.00,12.00,36.00,8.50,27.50,20.50,14.00,1.46,79.50,9.50,24.50,38.78,19.50,34.00,57.35,12.00,20.00,60.00,2.00,5.50,0.39,1.00,19.00,0.05,14.00,3.00,91.00
Paulistano,2,0.00,79.00,33.00,32.00,14.00,35.00,9.50,25.50,17.50,10.00,1.75,79.00,11.00,33.50,32.84,16.00,30.50,52.46,14.00,20.00,70.00,4.00,6.50,0.65,2.00,18.50,0.11,10.00,2.50,86.50
UNIFACISA,2,0.00,75.50,16.50,49.00,10.00,37.00,11.00,26.00,18.00,15.50,1.16,75.50,5.50,25.00,22.00,24.50,40.00,61.25,10.00,13.00,76.92,2.50,6.00,0.39,2.50,24.00,0.10,15.50,3.00,85.00
Botafogo,2,0.00,75.00,28.50,36.00,10.50,34.00,7.00,27.00,15.00,15.50,0.97,75.00,9.50,22.50,42.22,18.00,36.50,49.32,10.50,13.00,80.77,0.50,4.00,0.26,2.50,21.50,0.12,15.50,3.50,80.50
Rio Claro,1,0.00,74.00,15.00,44.00,15.00,30.00,6.00,24.00,16.00,16.00,1.00,74.00,5.00,24.00,20.83,22.00,33.00,66.67,15.00,17.00,88.24,1.00,7.00,0.44,0.00,22.00,0.00,16.00,5.00,79.00
Fortaleza B. C. / CFO,3,0.00,70.67,27.00,33.33,10.33,31.33,6.00,25.33,16.00,13.33,1.20,70.67,9.00,23.00,39.13,16.67,35.00,47.62,10.33,17.67,58.49,1.00,7.00,0.53,1.67,18.00,0.09,13.33,1.00,73.33
Pato Basquete,1,0.00,68.00,9.00,48.00,11.00,28.00,4.00,24.00,12.00,17.00,0.71,68.00,3.00,9.00,33.33,24.00,42.00,57.14,11.00,14.00,78.57,3.00,8.00,0.47,2.00,25.00,0.08,17.00,7.00,74.00
