Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
UNIFACISA,1,0.00,101.00,48.00,36.00,17.00,45.00,15.00,30.00,22.00,8.00,2.75,101.00,16.00,44.00,36.36,18.00,30.00,60.00,17.00,21.00,80.95,1.00,2.00,0.25,4.00,16.00,0.25,8.00,4.00,122.00
São Paulo,1,0.00,99.00,48.00,42.00,9.00,59.00,20.00,39.00,28.00,15.00,1.87,99.00,16.00,40.00,40.00,21.00,36.00,58.33,9.00,14.00,64.29,7.00,5.00,0.33,4.00,13.00,0.31,15.00,4.00,136.00
Coop/São José Basketball,2,0.00,94.50,33.00,52.00,9.50,34.50,5.50,29.00,29.00,14.00,2.07,94.50,11.00,25.00,44.00,26.00,39.00,66.67,9.50,14.50,65.52,0.50,5.50,0.39,3.00,18.00,0.17,14.00,1.50,120.50
Pinheiros,3,0.00,91.00,32.00,45.33,13.67,37.00,11.00,26.00,22.67,12.00,1.89,91.00,10.67,27.33,39.02,22.67,36.67,61.82,13.67,17.00,80.39,1.00,5.00,0.42,1.67,19.67,0.08,12.00,0.67,111.33
Paulistano,1,0.00,90.00,36.00,46.00,8.00,41.00,15.00,26.00,22.00,7.00,3.14,90.00,12.00,36.00,33.33,23.00,42.00,54.76,8.00,13.00,61.54,3.00,1.00,0.14,0.00,17.00,0.00,7.00,3.00,99.00
Rio Claro,1,0.00,86.00,36.00,28.00,22.00,37.00,9.00,28.00,16.00,13.00,1.23,86.00,12.00,24.00,50.00,14.00,32.00,43.75,22.00,28.00,78.57,2.00,7.00,0.54,1.00,24.00,0.04,13.00,3.00,98.00
Pato Basquete,1,0.00,83.00,30.00,38.00,15.00,22.00,8.00,14.00,19.00,10.00,1.90,83.00,10.00,22.00,45.45,19.00,39.00,48.72,15.00,17.00,88.24,1.00,6.00,0.60,0.00,25.00,0.00,10.00,4.00,86.00
Sesi Franca,1,0.00,81.00,36.00,38.00,7.00,31.00,8.00,23.00,19.00,16.00,1.19,81.00,12.00,29.00,41.38,19.00,35.00,54.29,7.00,7.00,100.00,1.00,9.00,0.56,3.00,17.00,0.18,16.00,2.00,94.00
Mogi,2,0.00,79.50,25.50,42.00,12.00,32.50,10.00,22.50,18.00,13.50,1.33,79.50,8.50,25.00,34.00,21.00,42.50,49.41,12.00,18.50,64.86,0.50,8.00,0.59,2.00,22.00,0.09,13.50,2.50,82.00
Minas,1,0.00,77.00,15.00,48.00,14.00,36.00,5.00,31.00,16.00,11.00,1.45,77.00,5.00,22.00,22.73,24.00,40.00,60.00,14.00,18.00,77.78,1.00,6.00,0.55,0.00,20.00,0.00,11.00,1.00,87.00
BRB/Brasília,2,0.00,74.00,13.50,45.00,15.50,33.00,11.00,22.00,16.00,15.00,1.07,74.00,4.50,20.00,22.50,22.50,44.50,50.56,15.50,21.50,72.09,1.50,7.50,0.50,0.50,14.50,0.03,15.00,2.50,72.50
Corinthians,2,0.00,74.00,24.00,32.00,18.00,37.50,8.00,29.50,14.50,13.00,1.12,74.00,8.00,29.50,27.12,16.00,30.00,53.33,18.00,22.00,81.82,1.50,5.50,0.42,2.00,21.00,0.10,13.00,4.00,81.00
Bauru Basket,2,0.00,71.50,24.00,33.00,14.50,36.00,12.50,23.50,12.00,12.00,1.00,71.50,8.00,26.00,30.77,16.50,41.50,39.76,14.50,18.50,78.38,1.50,7.00,0.58,2.00,14.50,0.14,12.00,1.50,69.50
