Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,0.00,103.00,33.00,50.00,20.00,44.00,16.00,28.00,28.00,14.00,2.00,103.00,11.00,28.00,39.29,25.00,42.00,59.52,20.00,29.00,68.97,3.00,8.00,0.57,3.00,15.00,0.20,14.00,0.00,129.00
São Paulo,1,0.00,95.00,36.00,42.00,17.00,33.00,11.00,22.00,14.00,12.00,1.17,95.00,12.00,32.00,37.50,21.00,36.00,58.33,17.00,20.00,85.00,2.00,5.00,0.42,2.00,23.00,0.09,12.00,1.00,98.00
Rio Claro,2,0.00,92.00,34.50,40.00,17.50,30.00,3.50,26.50,22.50,9.00,2.50,92.00,11.50,23.50,48.94,20.00,33.50,59.70,17.50,22.00,79.55,1.50,5.00,0.56,2.00,22.50,0.09,9.00,1.00,112.50
BRB/Brasília,2,0.00,82.00,19.50,48.00,14.50,43.50,11.50,32.00,16.00,15.00,1.07,82.00,6.50,21.00,30.95,24.00,43.50,55.17,14.50,23.50,61.70,2.00,5.00,0.33,2.00,23.50,0.09,15.00,1.00,90.50
Botafogo,2,0.00,81.00,34.50,35.00,11.50,36.00,12.00,24.00,21.50,16.50,1.30,81.00,11.50,34.00,33.82,17.50,32.50,53.85,11.50,15.00,76.67,0.00,6.00,0.36,1.50,24.50,0.06,16.50,4.00,88.50
Bauru Basket,1,0.00,79.00,27.00,34.00,18.00,46.00,17.00,29.00,15.00,22.00,0.68,79.00,9.00,26.00,34.62,17.00,42.00,40.48,18.00,25.00,72.00,1.00,13.00,0.59,0.00,29.00,0.00,22.00,2.00,82.00
Mogi,1,0.00,79.00,27.00,36.00,16.00,36.00,8.00,28.00,17.00,21.00,0.81,79.00,9.00,20.00,45.00,18.00,35.00,51.43,16.00,20.00,80.00,0.00,10.00,0.48,1.00,20.00,0.05,21.00,3.00,90.00
Coop/São José Basketball,2,0.00,79.00,22.50,44.00,12.50,34.00,11.00,23.00,19.50,16.00,1.22,79.00,7.50,24.00,31.25,22.00,41.50,53.01,12.50,19.00,65.79,2.00,6.50,0.41,2.50,21.50,0.12,16.00,3.50,82.50
Pato Basquete,2,0.00,78.00,27.00,33.00,18.00,35.00,9.50,25.50,19.00,16.50,1.15,78.00,9.00,22.00,40.91,16.50,39.00,42.31,18.00,24.00,75.00,1.00,6.00,0.36,1.00,22.50,0.04,16.50,3.00,81.00
Corinthians,2,0.00,77.50,22.50,42.00,13.00,35.50,13.00,22.50,14.00,9.00,1.56,77.50,7.50,29.00,25.86,21.00,41.50,50.60,13.00,17.00,76.47,0.50,8.00,0.89,3.00,28.50,0.11,9.00,0.50,82.50
Pinheiros,2,0.00,75.00,25.50,30.00,19.50,37.50,10.50,27.00,12.50,12.00,1.04,75.00,8.50,26.00,32.69,15.00,35.50,42.25,19.50,27.00,72.22,0.50,10.00,0.83,1.00,20.00,0.05,12.00,3.50,78.00
Minas,2,0.00,70.00,19.50,34.00,16.50,40.50,13.50,27.00,11.50,16.00,0.72,70.00,6.50,21.00,30.95,17.00,38.50,44.16,16.50,21.50,76.74,2.00,4.50,0.28,4.50,22.00,0.20,16.00,1.50,74.00
