Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
São Paulo,2,0.00,96.50,42.00,36.00,18.50,36.50,11.00,25.50,19.00,9.50,2.00,96.50,14.00,32.00,43.75,18.00,28.00,64.29,18.50,26.50,69.81,2.50,3.50,0.37,2.00,15.50,0.13,9.50,3.50,112.00
Coop/São José Basketball,1,0.00,91.00,24.00,52.00,15.00,35.00,10.00,25.00,25.00,5.00,5.00,91.00,8.00,29.00,27.59,26.00,44.00,59.09,15.00,19.00,78.95,2.00,9.00,1.80,0.00,21.00,0.00,5.00,1.00,112.00
Sesi Franca,2,0.00,87.50,28.50,45.00,14.00,34.50,6.00,28.50,17.50,9.50,1.84,87.50,9.50,22.50,42.22,22.50,38.00,59.21,14.00,16.50,84.85,1.00,6.00,0.63,3.50,14.50,0.24,9.50,2.00,108.50
Minas,1,0.00,85.00,27.00,46.00,12.00,41.00,13.00,28.00,19.00,6.00,3.17,85.00,9.00,28.00,32.14,23.00,42.00,54.76,12.00,16.00,75.00,4.00,5.00,0.83,1.00,22.00,0.05,6.00,2.00,103.00
Botafogo,1,0.00,84.00,42.00,32.00,10.00,27.00,4.00,23.00,14.00,13.00,1.08,84.00,14.00,32.00,43.75,16.00,25.00,64.00,10.00,13.00,76.92,0.00,4.00,0.31,0.00,29.00,0.00,13.00,3.00,86.00
Mogi,3,0.00,83.67,30.00,42.67,11.00,36.00,9.33,26.67,16.00,12.00,1.33,83.67,10.00,28.33,35.29,21.33,38.67,55.17,11.00,14.67,75.00,1.33,5.33,0.44,3.00,18.00,0.17,12.00,0.67,92.67
UNIFACISA,2,0.00,82.50,28.50,38.00,16.00,42.00,12.00,30.00,18.50,18.50,1.00,82.50,9.50,23.00,41.30,19.00,39.00,48.72,16.00,23.50,68.09,3.50,3.00,0.16,2.00,20.00,0.10,18.50,3.50,88.50
Flamengo,3,0.00,79.33,30.00,34.00,15.33,38.67,9.33,29.33,22.00,11.67,1.89,79.33,10.00,27.00,37.04,17.00,33.67,50.50,15.33,21.33,71.88,1.67,6.67,0.57,2.00,16.33,0.12,11.67,2.33,97.33
Pato Basquete,2,0.00,78.50,18.00,51.00,9.50,27.00,10.50,16.50,18.50,9.50,1.95,78.50,6.00,17.50,34.29,25.50,49.50,51.52,9.50,15.00,63.33,2.00,7.00,0.74,0.50,21.50,0.02,9.50,1.50,81.00
Corinthians,1,0.00,74.00,21.00,36.00,17.00,36.00,9.00,27.00,15.00,12.00,1.25,74.00,7.00,25.00,28.00,18.00,39.00,46.15,17.00,21.00,80.95,1.00,6.00,0.50,1.00,20.00,0.05,12.00,1.00,77.00
BRB/Brasília,2,0.00,74.00,25.50,32.00,16.50,33.00,9.00,24.00,14.50,11.50,1.26,74.00,8.50,24.00,35.42,16.00,35.50,45.07,16.50,20.00,82.50,0.50,5.50,0.48,2.00,19.00,0.11,11.50,0.50,79.00
Fortaleza B. C. / CFO,2,0.00,73.00,21.00,45.00,7.00,30.50,4.00,26.50,16.50,13.00,1.27,73.00,7.00,22.00,31.82,22.50,40.00,56.25,7.00,9.00,77.78,1.00,6.00,0.46,3.00,19.50,0.15,13.00,1.50,81.50
Bauru Basket,2,0.00,72.50,18.00,41.00,13.50,39.00,9.50,29.50,9.00,18.50,0.49,72.50,6.00,18.50,32.43,20.50,39.50,51.90,13.50,20.00,67.50,1.50,10.00,0.54,1.00,19.50,0.05,18.50,3.50,75.00
Pinheiros,2,0.00,66.00,25.50,32.00,8.50,35.00,10.50,24.50,13.00,15.00,0.87,66.00,8.50,23.00,36.96,16.00,40.00,40.00,8.50,10.50,80.95,1.50,6.00,0.40,0.50,17.50,0.03,15.00,3.00,65.00
