Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Botafogo,1,0.00,98.00,48.00,30.00,20.00,28.00,2.00,26.00,29.00,11.00,2.64,98.00,16.00,34.00,47.06,15.00,20.00,75.00,20.00,25.00,80.00,3.00,5.00,0.45,0.00,24.00,0.00,11.00,1.00,121.00
Pinheiros,1,0.00,92.00,39.00,38.00,15.00,27.00,6.00,21.00,23.00,9.00,2.56,92.00,13.00,25.00,52.00,19.00,33.00,57.58,15.00,24.00,62.50,0.00,7.00,0.78,0.00,23.00,0.00,9.00,0.00,104.00
Minas,1,0.00,90.00,33.00,50.00,7.00,44.00,11.00,33.00,18.00,14.00,1.29,90.00,11.00,26.00,42.31,25.00,43.00,58.14,7.00,11.00,63.64,7.00,9.00,0.64,3.00,23.00,0.13,14.00,1.00,113.00
São Paulo,1,0.00,87.00,33.00,42.00,12.00,44.00,9.00,35.00,26.00,13.00,2.00,87.00,11.00,33.00,33.33,21.00,35.00,60.00,12.00,15.00,80.00,5.00,7.00,0.54,4.00,19.00,0.21,13.00,3.00,116.00
Mogi,1,0.00,85.00,27.00,38.00,20.00,42.00,7.00,35.00,16.00,20.00,0.80,85.00,9.00,27.00,33.33,19.00,32.00,59.38,20.00,29.00,68.97,3.00,7.00,0.35,4.00,18.00,0.22,20.00,2.00,94.00
Sesi Franca,1,0.00,80.00,21.00,36.00,23.00,34.00,6.00,28.00,23.00,11.00,2.09,80.00,7.00,25.00,28.00,18.00,25.00,72.00,23.00,26.00,88.46,3.00,6.00,0.55,2.00,20.00,0.10,11.00,2.00,106.00
Pato Basquete,2,0.00,79.50,19.50,41.00,19.00,41.00,11.00,30.00,20.00,14.00,1.43,79.50,6.50,22.00,29.55,20.50,43.50,47.13,19.00,24.00,79.17,0.50,7.00,0.50,3.00,21.00,0.14,14.00,2.00,93.00
Coop/São José Basketball,1,0.00,78.00,30.00,36.00,12.00,35.00,11.00,24.00,17.00,13.00,1.31,78.00,10.00,27.00,37.04,18.00,47.00,38.30,12.00,15.00,80.00,2.00,11.00,0.85,2.00,24.00,0.08,13.00,1.00,81.00
Paulistano,1,0.00,74.00,21.00,42.00,11.00,34.00,12.00,22.00,15.00,13.00,1.15,74.00,7.00,29.00,24.14,21.00,38.00,55.26,11.00,21.00,52.38,2.00,5.00,0.38,2.00,23.00,0.09,13.00,2.00,68.00
Flamengo,1,0.00,72.00,21.00,34.00,17.00,43.00,9.00,34.00,18.00,14.00,1.29,72.00,7.00,27.00,25.93,17.00,31.00,54.84,17.00,23.00,73.91,2.00,6.00,0.43,3.00,18.00,0.17,14.00,1.00,88.00
Corinthians,1,0.00,68.00,27.00,32.00,9.00,34.00,7.00,27.00,14.00,11.00,1.27,68.00,9.00,21.00,42.86,16.00,42.00,38.10,9.00,17.00,52.94,3.00,11.00,1.00,0.00,22.00,0.00,11.00,2.00,70.00
UNIFACISA,1,0.00,65.00,24.00,38.00,3.00,44.00,11.00,33.00,16.00,11.00,1.45,65.00,8.00,29.00,27.59,19.00,38.00,50.00,3.00,8.00,37.50,2.00,7.00,0.64,5.00,15.00,0.33,11.00,2.00,81.00
Bauru Basket,1,0.00,61.00,12.00,42.00,7.00,33.00,12.00,21.00,20.00,12.00,1.67,61.00,4.00,23.00,17.39,21.00,40.00,52.50,7.00,12.00,58.33,0.00,5.00,0.42,0.00,23.00,0.00,12.00,2.00,64.00
BRB/Brasília,1,0.00,60.00,21.00,26.00,13.00,32.00,7.00,25.00,14.00,19.00,0.74,60.00,7.00,26.00,26.92,13.00,31.00,41.94,13.00,20.00,65.00,1.00,9.00,0.47,2.00,16.00,0.13,19.00,1.00,54.00
Fortaleza B. C. / CFO,1,0.00,55.00,12.00,36.00,7.00,48.00,19.00,29.00,7.00,12.00,0.58,55.00,4.00,22.00,18.18,18.00,49.00,36.73,7.00,11.00,63.64,1.00,9.00,0.75,4.00,17.00,0.24,12.00,2.00,57.00
