Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Mogi,1,0.00,105.00,45.00,34.00,26.00,35.00,8.00,27.00,20.00,16.00,1.25,105.00,15.00,31.00,48.39,17.00,34.00,50.00,26.00,31.00,83.87,0.00,12.00,0.75,0.00,18.00,0.00,16.00,2.00,118.00
Paulistano,2,0.00,93.50,39.00,39.00,15.50,39.00,11.50,27.50,23.00,14.00,1.64,93.50,13.00,38.50,33.77,19.50,30.50,63.93,15.50,19.50,79.49,6.00,11.00,0.79,1.50,26.50,0.06,14.00,2.00,113.50
Flamengo,2,0.00,89.50,22.50,47.00,20.00,31.50,7.50,24.00,19.50,10.50,1.86,89.50,7.50,23.00,32.61,23.50,38.00,61.84,20.00,26.00,76.92,1.50,7.00,0.67,1.50,17.50,0.09,10.50,1.50,102.50
Sesi Franca,1,0.00,89.00,33.00,30.00,26.00,37.00,9.00,28.00,19.00,15.00,1.27,89.00,11.00,25.00,44.00,15.00,28.00,53.57,26.00,30.00,86.67,1.00,4.00,0.27,0.00,22.00,0.00,15.00,4.00,103.00
UNIFACISA,2,0.00,88.50,31.50,44.00,13.00,42.00,11.50,30.50,18.00,13.00,1.38,88.50,10.50,26.50,39.62,22.00,44.50,49.44,13.00,20.50,63.41,2.50,9.00,0.69,3.00,20.00,0.15,13.00,3.00,101.50
Rio Claro,2,0.00,88.00,30.00,37.00,21.00,36.00,6.50,29.50,13.50,13.00,1.04,88.00,10.00,25.50,39.22,18.50,35.00,52.86,21.00,26.00,80.77,1.50,3.50,0.27,1.00,25.00,0.04,13.00,2.00,92.00
Corinthians,2,0.00,85.50,31.50,42.00,12.00,34.50,11.00,23.50,16.50,11.00,1.50,85.50,10.50,26.00,40.38,21.00,44.50,47.19,12.00,17.00,70.59,3.50,5.00,0.45,3.00,23.50,0.13,11.00,1.00,89.50
São Paulo,2,0.00,85.00,27.00,45.00,13.00,45.50,8.50,37.00,20.00,16.50,1.21,85.00,9.00,26.50,33.96,22.50,38.00,59.21,13.00,18.50,70.27,2.00,6.50,0.39,5.00,14.50,0.34,16.50,1.50,107.00
Minas,2,0.00,84.50,31.50,39.00,14.00,32.00,12.50,19.50,18.00,12.50,1.44,84.50,10.50,30.00,35.00,19.50,33.00,59.09,14.00,20.00,70.00,1.00,8.50,0.68,2.50,24.50,0.10,12.50,2.00,94.00
Fortaleza B. C. / CFO,2,0.00,82.50,27.00,37.00,18.50,36.50,11.00,25.50,13.50,9.50,1.42,82.50,9.00,27.50,32.73,18.50,36.00,51.39,18.50,24.00,77.08,0.50,6.50,0.68,2.50,21.00,0.12,9.50,1.50,90.50
BRB/Brasília,2,0.00,79.50,28.50,39.00,12.00,43.50,13.00,30.50,14.00,16.50,0.85,79.50,9.50,23.50,40.43,19.50,38.50,50.65,12.00,18.00,66.67,3.00,6.50,0.39,2.50,21.50,0.12,16.50,2.00,89.00
Botafogo,2,0.00,74.00,36.00,22.00,16.00,37.50,13.50,24.00,13.00,18.50,0.70,74.00,12.00,30.50,39.34,11.00,30.00,36.67,16.00,21.00,76.19,0.50,8.50,0.46,2.50,22.00,0.11,18.50,3.50,74.50
Coop/São José Basketball,2,0.00,71.00,22.50,34.00,14.50,42.50,16.00,26.50,16.50,10.50,1.57,71.00,7.50,28.00,26.79,17.00,46.50,36.56,14.50,18.50,78.38,0.50,6.00,0.57,1.00,19.00,0.05,10.50,1.00,72.50
Pato Basquete,2,0.00,59.00,12.00,37.00,10.00,40.50,14.00,26.50,12.00,16.00,0.75,59.00,4.00,18.00,22.22,18.50,45.00,41.11,10.00,14.50,68.97,1.50,6.50,0.41,2.00,19.00,0.11,16.00,5.00,59.00
