Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Minas,2,0.00,92.50,40.50,35.00,17.00,49.00,16.50,32.50,22.00,15.00,1.47,92.50,13.50,31.50,42.86,17.50,36.50,47.95,17.00,24.50,69.39,1.00,7.00,0.47,2.50,14.50,0.17,15.00,3.00,113.50
São Paulo,2,0.00,92.00,40.50,39.00,12.50,40.00,9.50,30.50,13.00,7.00,1.86,92.00,13.50,33.00,40.91,19.50,36.50,53.42,12.50,15.50,80.65,3.50,5.50,0.79,5.00,13.50,0.37,7.00,1.00,109.00
Bauru Basket,1,0.00,88.00,21.00,56.00,11.00,53.00,18.00,35.00,23.00,16.00,1.44,88.00,7.00,23.00,30.43,28.00,46.00,60.87,11.00,22.00,50.00,4.00,8.00,0.50,3.00,19.00,0.16,16.00,3.00,114.00
Flamengo,3,0.00,87.67,40.00,34.67,13.00,42.67,12.33,30.33,17.00,12.33,1.38,87.67,13.33,33.00,40.40,17.33,34.00,50.98,13.00,16.00,81.25,2.33,9.00,0.73,1.67,14.00,0.12,12.33,3.00,106.33
Corinthians,3,0.00,85.33,33.00,39.33,13.00,34.67,9.33,25.33,15.00,15.33,0.98,85.33,11.00,25.33,43.42,19.67,37.67,52.21,13.00,17.67,73.58,1.33,8.00,0.52,1.33,19.33,0.07,15.33,1.00,92.00
UNIFACISA,3,0.00,83.33,29.00,43.33,11.00,33.33,10.67,22.67,16.67,17.00,0.98,83.33,9.67,24.67,39.19,21.67,40.67,53.28,11.00,14.67,75.00,1.00,9.00,0.53,3.00,21.67,0.14,17.00,4.67,90.67
BRB/Brasília,2,0.00,83.00,39.00,28.00,16.00,37.00,6.50,30.50,17.50,11.00,1.59,83.00,13.00,33.50,38.81,14.00,31.00,45.16,16.00,21.50,74.42,0.00,6.00,0.55,1.00,20.50,0.05,11.00,1.50,90.50
Paulistano,2,0.00,81.00,25.50,44.00,11.50,46.00,14.50,31.50,18.00,14.50,1.24,81.00,8.50,28.50,29.82,22.00,36.50,60.27,11.50,17.50,65.71,1.50,8.00,0.55,0.50,15.00,0.03,14.50,3.50,98.50
Mogi,2,0.00,79.50,30.00,38.00,11.50,42.50,11.00,31.50,21.50,17.00,1.26,79.50,10.00,32.00,31.25,19.00,32.50,58.46,11.50,14.00,82.14,3.00,6.50,0.38,3.00,19.50,0.15,17.00,2.00,98.00
VipTech CMB,3,0.00,79.00,28.00,38.00,13.00,37.00,8.67,28.33,13.00,15.33,0.85,79.00,9.33,30.00,31.11,19.00,34.00,55.88,13.00,19.00,68.42,0.67,4.00,0.26,2.33,21.67,0.11,15.33,1.67,78.33
Fortaleza B. C. / CFO,3,0.00,77.67,27.00,40.00,10.67,39.33,11.67,27.67,16.33,15.33,1.07,77.67,9.00,32.00,28.13,20.00,33.00,60.61,10.67,15.67,68.09,0.33,7.67,0.50,3.33,21.67,0.15,15.33,4.33,88.00
Sesi Franca,3,0.00,77.67,22.00,43.33,12.33,37.67,8.67,29.00,16.67,10.00,1.67,77.67,7.33,20.33,36.07,21.67,46.33,46.76,12.33,16.00,77.08,2.00,7.00,0.70,1.67,18.67,0.09,10.00,1.00,89.33
Cerrado,3,0.00,68.33,20.00,40.67,7.67,34.67,10.67,24.00,13.33,9.67,1.38,68.33,6.67,30.67,21.74,20.33,40.00,50.83,7.67,11.00,69.70,2.33,7.00,0.72,3.00,18.00,0.17,9.67,1.33,69.67
Caxias do Sul Basquete,2,0.00,67.50,30.00,25.00,12.50,36.00,8.50,27.50,13.00,10.50,1.24,67.50,10.00,31.50,31.75,12.50,28.00,44.64,12.50,20.00,62.50,1.00,6.50,0.62,1.50,19.50,0.08,10.50,2.00,69.50
Pato Basquete,3,0.00,67.33,16.00,38.67,12.67,32.00,10.33,21.67,12.33,18.67,0.66,67.33,5.33,22.33,23.88,19.33,37.00,52.25,12.67,19.00,66.67,0.67,8.67,0.46,1.67,22.33,0.07,18.67,2.00,62.33
Pinheiros,1,0.00,61.00,30.00,18.00,13.00,26.00,2.00,24.00,11.00,14.00,0.79,61.00,10.00,36.00,27.78,9.00,24.00,37.50,13.00,18.00,72.22,0.00,9.00,0.64,4.00,22.00,0.18,14.00,2.00,51.00
