Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Minas,3,0.00,98.67,30.00,45.33,23.33,43.00,14.00,29.00,21.33,14.33,1.49,98.67,10.00,28.67,34.88,22.67,40.67,55.74,23.33,27.33,85.37,1.00,7.67,0.53,2.33,23.67,0.10,14.33,3.33,118.00
Flamengo,2,0.00,94.00,49.50,31.00,13.50,54.00,18.50,35.50,20.50,11.00,1.86,94.00,16.50,43.50,37.93,15.50,34.00,45.59,13.50,18.00,75.00,1.50,9.00,0.82,1.00,14.50,0.07,11.00,1.50,117.50
São Paulo,2,0.00,86.00,34.50,39.00,12.50,40.00,13.00,27.00,17.00,10.50,1.62,86.00,11.50,29.50,38.98,19.50,37.50,52.00,12.50,20.00,62.50,3.00,8.50,0.81,5.50,16.50,0.33,10.50,1.00,103.00
UNIFACISA,3,0.00,85.33,28.00,47.33,10.00,40.33,12.33,28.00,16.33,13.67,1.20,85.33,9.33,25.00,37.33,23.67,41.33,57.26,10.00,14.00,71.43,1.67,7.33,0.54,1.67,21.00,0.08,13.67,1.67,100.00
Bauru Basket,1,0.00,82.00,36.00,30.00,16.00,37.00,9.00,28.00,18.00,11.00,1.64,82.00,12.00,26.00,46.15,15.00,33.00,45.45,16.00,23.00,69.57,2.00,11.00,1.00,0.00,20.00,0.00,11.00,1.00,98.00
VipTech CMB,2,0.00,79.00,33.00,35.00,11.00,38.50,8.00,30.50,16.50,11.50,1.43,79.00,11.00,29.00,37.93,17.50,36.00,48.61,11.00,17.50,62.86,1.00,6.00,0.52,1.00,22.00,0.05,11.50,2.50,86.50
BRB/Brasília,3,0.00,79.00,32.00,27.33,19.67,38.33,14.33,24.00,13.33,17.67,0.75,79.00,10.67,35.33,30.19,13.67,29.67,46.07,19.67,26.33,74.68,1.33,6.00,0.34,2.33,19.33,0.12,17.67,4.33,74.00
Fortaleza B. C. / CFO,3,0.00,77.00,23.00,35.33,18.67,38.33,8.67,29.67,11.00,12.67,0.87,77.00,7.67,22.33,34.33,17.67,39.33,44.92,18.67,26.00,71.79,1.00,7.00,0.55,4.33,23.33,0.19,12.67,1.67,81.33
Sesi Franca,2,0.00,74.00,18.00,39.00,17.00,47.00,11.50,35.50,17.00,16.00,1.06,74.00,6.00,23.00,26.09,19.50,41.50,46.99,17.00,21.50,79.07,0.50,3.00,0.19,2.50,19.00,0.13,16.00,0.50,84.00
Cerrado,3,0.00,72.33,21.00,38.00,13.33,40.33,10.67,29.67,13.00,13.00,1.00,72.33,7.00,25.67,27.27,19.00,37.67,50.44,13.33,19.33,68.97,1.00,5.33,0.41,2.00,20.67,0.10,13.00,1.33,76.67
Paulistano,1,0.00,69.00,21.00,38.00,10.00,46.00,12.00,34.00,20.00,12.00,1.67,69.00,7.00,26.00,26.92,19.00,40.00,47.50,10.00,16.00,62.50,2.00,9.00,0.75,1.00,22.00,0.05,12.00,1.00,87.00
Caxias do Sul Basquete,3,0.00,68.67,23.00,30.00,15.67,32.00,10.00,22.00,9.67,14.00,0.69,68.67,7.67,26.00,29.49,15.00,33.67,44.55,15.67,23.33,67.14,1.33,4.67,0.33,0.67,25.33,0.03,14.00,2.33,57.00
Pato Basquete,2,0.00,67.50,9.00,50.00,8.50,31.50,8.00,23.50,11.00,11.00,1.00,67.50,3.00,18.00,16.67,25.00,48.00,52.08,8.50,16.00,53.13,1.00,10.50,0.95,0.00,23.00,0.00,11.00,1.50,64.00
Corinthians,1,0.00,67.00,21.00,32.00,14.00,34.00,9.00,25.00,15.00,14.00,1.07,67.00,7.00,25.00,28.00,16.00,36.00,44.44,14.00,18.00,77.78,3.00,8.00,0.57,2.00,20.00,0.10,14.00,0.00,70.00
Pinheiros,2,0.00,64.00,24.00,32.00,8.00,32.50,7.50,25.00,15.50,16.50,0.94,64.00,8.00,23.00,34.78,16.00,40.00,40.00,8.00,15.50,51.61,0.50,7.50,0.45,3.50,19.50,0.18,16.50,2.00,60.00
Mogi,1,0.00,62.00,24.00,22.00,16.00,40.00,8.00,32.00,17.00,15.00,1.13,62.00,8.00,29.00,27.59,11.00,26.00,42.31,16.00,24.00,66.67,2.00,7.00,0.47,0.00,21.00,0.00,15.00,2.00,67.00
