Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Pato Basquete,1,0.00,104.00,24.00,58.00,22.00,47.00,14.00,33.00,22.00,16.00,1.38,104.00,8.00,31.00,25.81,29.00,46.00,63.04,22.00,34.00,64.71,1.00,12.00,0.75,3.00,28.00,0.11,16.00,2.00,120.00
Paulistano,1,0.00,103.00,42.00,48.00,13.00,51.00,18.00,33.00,21.00,10.00,2.10,103.00,14.00,42.00,33.33,24.00,43.00,55.81,13.00,21.00,61.90,2.00,6.00,0.60,4.00,21.00,0.19,10.00,3.00,120.00
Flamengo,2,0.00,95.00,40.50,44.00,10.50,41.00,11.50,29.50,25.50,11.00,2.32,95.00,13.50,40.00,33.75,22.00,31.00,70.97,10.50,14.50,72.41,1.50,9.00,0.82,1.00,15.50,0.06,11.00,3.50,121.00
UNIFACISA,1,0.00,92.00,36.00,36.00,20.00,41.00,12.00,29.00,16.00,14.00,1.14,92.00,12.00,33.00,36.36,18.00,33.00,54.55,20.00,25.00,80.00,0.00,8.00,0.57,1.00,21.00,0.05,14.00,4.00,103.00
São Paulo,2,0.00,91.50,36.00,38.00,17.50,33.00,9.00,24.00,14.50,11.00,1.32,91.50,12.00,25.00,48.00,19.00,34.00,55.88,17.50,19.50,89.74,2.50,5.00,0.45,2.00,18.50,0.11,11.00,2.50,105.00
VipTech CMB,3,0.00,90.67,34.00,42.67,14.00,40.00,13.33,26.67,22.00,10.67,2.06,90.67,11.33,29.00,39.08,21.33,42.67,50.00,14.00,19.00,73.68,1.00,5.33,0.50,1.67,19.67,0.08,10.67,2.00,105.00
Bauru Basket,1,0.00,88.00,36.00,42.00,10.00,33.00,7.00,26.00,17.00,9.00,1.89,88.00,12.00,33.00,36.36,21.00,32.00,65.63,10.00,14.00,71.43,1.00,7.00,0.78,1.00,19.00,0.05,9.00,2.00,101.00
Minas,2,0.00,88.00,30.00,40.00,18.00,37.50,13.50,24.00,19.50,10.50,1.86,88.00,10.00,27.50,36.36,20.00,38.50,51.95,18.00,22.50,80.00,2.50,6.00,0.57,1.50,21.50,0.07,10.50,2.00,101.50
BRB/Brasília,2,0.00,86.00,39.00,35.00,12.00,41.00,12.50,28.50,20.00,19.00,1.05,86.00,13.00,35.50,36.62,17.50,35.50,49.30,12.00,19.50,61.54,0.00,6.50,0.34,2.00,21.50,0.09,19.00,2.00,88.50
Sesi Franca,2,0.00,84.50,31.50,35.00,18.00,31.00,10.00,21.00,20.50,11.00,1.86,84.50,10.50,28.00,37.50,17.50,34.00,51.47,18.00,24.50,73.47,2.00,6.00,0.55,2.50,21.50,0.12,11.00,1.50,93.00
Fortaleza B. C. / CFO,2,0.00,82.00,18.00,50.00,14.00,33.00,6.50,26.50,18.00,14.50,1.24,82.00,6.00,23.00,26.09,25.00,42.50,58.82,14.00,18.00,77.78,1.00,14.00,0.97,3.50,19.50,0.18,14.50,2.50,97.50
Mogi,2,0.00,81.00,34.50,31.00,15.50,34.50,9.00,25.50,22.00,15.50,1.42,81.00,11.50,27.50,41.82,15.50,33.00,46.97,15.50,18.50,83.78,1.00,6.50,0.42,2.00,20.50,0.10,15.50,3.50,94.00
Caxias do Sul Basquete,2,0.00,78.50,15.00,49.00,14.50,34.00,9.50,24.50,14.50,15.50,0.94,78.50,5.00,23.50,21.28,24.50,35.50,69.01,14.50,19.50,74.36,2.00,5.50,0.35,1.50,23.00,0.07,15.50,4.00,84.00
Cerrado,2,0.00,75.00,27.00,40.00,8.00,33.00,10.50,22.50,15.00,10.00,1.50,75.00,9.00,21.50,41.86,20.00,41.00,48.78,8.00,15.50,51.61,1.00,3.50,0.35,1.00,18.50,0.05,10.00,3.00,76.50
Pinheiros,1,0.00,62.00,21.00,30.00,11.00,47.00,15.00,32.00,17.00,25.00,0.68,62.00,7.00,28.00,25.00,15.00,37.00,40.54,11.00,21.00,52.38,0.00,8.00,0.32,4.00,18.00,0.22,25.00,2.00,60.00
