Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
São Paulo,3,0.00,100.67,41.00,42.67,17.00,35.00,8.33,26.67,17.00,10.33,1.65,100.67,13.67,31.33,43.62,21.33,38.00,56.14,17.00,20.33,83.61,3.00,8.33,0.81,2.33,17.00,0.14,10.33,1.67,115.33
Minas,2,0.00,95.00,34.50,44.00,16.50,39.50,10.00,29.50,23.00,14.50,1.59,95.00,11.50,24.00,47.92,22.00,40.50,54.32,16.50,20.50,80.49,1.00,6.50,0.45,3.50,22.00,0.16,14.50,2.50,118.00
Sesi Franca,3,0.00,92.00,33.00,40.00,19.00,34.67,10.67,24.00,19.33,12.67,1.53,92.00,11.00,25.67,42.86,20.00,37.33,53.57,19.00,22.00,86.36,1.33,6.67,0.53,3.33,16.67,0.20,12.67,2.33,108.33
Flamengo,2,0.00,91.50,37.50,36.00,18.00,44.50,11.00,33.50,22.50,13.00,1.73,91.50,12.50,35.00,35.71,18.00,30.00,60.00,18.00,21.50,83.72,1.00,9.50,0.73,3.50,15.00,0.23,13.00,2.50,120.50
Bauru Basket,3,0.00,83.33,23.00,46.00,14.33,39.33,11.67,27.67,18.33,10.67,1.72,83.33,7.67,23.00,33.33,23.00,42.33,54.33,14.33,17.67,81.13,1.33,8.67,0.81,1.00,22.00,0.05,10.67,2.00,102.00
UNIFACISA,3,0.00,81.33,22.00,44.67,14.67,38.00,11.33,26.67,17.67,12.33,1.43,81.33,7.33,24.00,30.56,22.33,45.67,48.91,14.67,19.67,74.58,0.33,8.00,0.65,1.67,19.67,0.08,12.33,1.00,89.33
Pato Basquete,3,0.00,79.00,20.00,42.00,17.00,43.67,16.00,27.67,14.33,12.33,1.16,79.00,6.67,22.00,30.30,21.00,48.67,43.15,17.00,21.00,80.95,1.00,5.67,0.46,1.67,23.00,0.07,12.33,2.67,85.00
Mogi,2,0.00,78.50,36.00,35.00,7.50,37.00,12.50,24.50,19.00,19.00,1.00,78.50,12.00,33.00,36.36,17.50,35.50,49.30,7.50,8.50,88.24,2.00,7.50,0.39,1.50,22.00,0.07,19.00,3.50,84.50
Paulistano,3,0.00,77.67,23.00,41.33,13.33,38.67,9.33,29.33,16.67,11.00,1.52,77.67,7.67,24.00,31.94,20.67,37.67,54.87,13.33,15.00,88.89,2.00,7.33,0.67,3.00,16.33,0.18,11.00,2.00,97.33
Corinthians,2,0.00,75.00,28.50,33.00,13.50,35.00,7.50,27.50,18.50,16.00,1.16,75.00,9.50,26.00,36.54,16.50,33.50,49.25,13.50,16.50,81.82,2.50,6.00,0.38,4.50,21.00,0.21,16.00,3.50,86.50
Pinheiros,3,0.00,75.00,24.00,40.00,11.00,35.67,11.67,24.00,18.67,16.67,1.12,75.00,8.00,19.00,42.11,20.00,46.33,43.17,11.00,15.00,73.33,1.33,4.67,0.28,0.67,20.67,0.03,16.67,3.33,76.67
BRB/Brasília,3,0.00,74.33,24.00,35.33,15.00,32.00,8.00,24.00,15.67,15.33,1.02,74.33,8.00,22.33,35.82,17.67,33.33,53.00,15.00,22.33,67.16,0.33,5.67,0.37,2.00,14.67,0.14,15.33,3.00,77.00
Cerrado,3,0.00,73.67,26.00,35.33,12.33,33.33,12.33,21.00,12.67,13.67,0.93,73.67,8.67,26.00,33.33,17.67,37.33,47.32,12.33,15.67,78.72,0.33,6.67,0.49,2.67,18.67,0.14,13.67,2.33,75.00
VipTech CMB,2,0.00,70.50,39.00,24.00,7.50,33.50,9.00,24.50,16.50,16.00,1.03,70.50,13.00,28.50,45.61,12.00,34.00,35.29,7.50,11.50,65.22,1.50,6.00,0.38,3.00,21.00,0.14,16.00,3.50,72.00
Fortaleza B. C. / CFO,2,0.00,67.00,22.50,36.00,8.50,33.50,8.50,25.00,14.50,12.50,1.16,67.00,7.50,26.00,28.85,18.00,39.50,45.57,8.50,12.50,68.00,1.50,6.00,0.48,2.50,18.00,0.14,12.50,3.00,67.00
Caxias do Sul Basquete,3,0.00,66.67,23.00,34.67,9.00,35.00,9.67,25.33,14.67,13.33,1.10,66.67,7.67,23.33,32.86,17.33,36.33,47.71,9.00,15.00,60.00,1.00,5.33,0.40,2.33,19.33,0.12,13.33,1.67,70.00
