Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,0.00,100.00,42.00,42.00,16.00,47.00,13.00,34.00,27.00,14.00,1.93,100.00,14.00,39.00,35.90,21.00,31.00,67.74,16.00,18.00,88.89,6.00,9.00,0.64,0.00,10.00,0.00,14.00,2.00,132.00
Bauru Basket,1,0.00,99.00,21.00,60.00,18.00,43.00,13.00,30.00,22.00,14.00,1.57,99.00,7.00,22.00,31.82,30.00,44.00,68.18,18.00,28.00,64.29,2.00,14.00,1.00,0.00,19.00,0.00,14.00,2.00,125.00
São Paulo,2,0.00,95.00,42.00,42.00,11.00,45.50,11.00,34.50,22.00,10.00,2.20,95.00,14.00,36.50,38.36,21.00,38.00,55.26,11.00,14.00,78.57,3.00,10.50,1.05,2.50,11.00,0.23,10.00,1.50,123.00
Corinthians,1,0.00,91.00,30.00,44.00,17.00,40.00,13.00,27.00,26.00,11.00,2.36,91.00,10.00,31.00,32.26,22.00,36.00,61.11,17.00,22.00,77.27,2.00,3.00,0.27,3.00,23.00,0.13,11.00,2.00,112.00
Pato Basquete,2,0.00,85.50,31.50,33.00,21.00,37.00,10.50,26.50,16.00,14.50,1.10,85.50,10.50,25.50,41.18,16.50,38.00,43.42,21.00,29.50,71.19,1.00,9.50,0.66,1.00,22.50,0.04,14.50,4.00,89.50
Minas,2,0.00,79.50,21.00,46.00,12.50,35.50,10.00,25.50,16.50,10.00,1.65,79.50,7.00,21.50,32.56,23.00,41.50,55.42,12.50,19.50,64.10,1.00,5.50,0.55,3.00,19.50,0.15,10.00,1.00,90.00
Caxias do Sul Basquete,2,0.00,79.50,21.00,43.00,15.50,42.00,12.50,29.50,18.00,9.50,1.89,79.50,7.00,23.00,30.43,21.50,41.00,52.44,15.50,21.00,73.81,1.00,3.50,0.37,1.50,22.50,0.07,9.50,0.50,94.00
Mogi,3,0.00,79.33,25.00,43.33,11.00,40.33,13.33,27.00,20.00,13.00,1.54,79.33,8.33,28.33,29.41,21.67,40.33,53.72,11.00,14.67,75.00,2.33,6.67,0.51,2.33,21.33,0.11,13.00,2.67,93.33
Fortaleza B. C. / CFO,1,0.00,76.00,9.00,56.00,11.00,34.00,7.00,27.00,19.00,11.00,1.73,76.00,3.00,24.00,12.50,28.00,46.00,60.87,11.00,16.00,68.75,1.00,6.00,0.55,2.00,18.00,0.11,11.00,1.00,82.00
VipTech CMB,2,0.00,76.00,22.50,38.00,15.50,29.00,8.00,21.00,17.00,10.50,1.62,76.00,7.50,22.50,33.33,19.00,40.00,47.50,15.50,20.50,75.61,1.00,5.00,0.48,0.50,20.50,0.02,10.50,2.00,76.00
Pinheiros,2,0.00,75.50,25.50,37.00,13.00,32.00,6.50,25.50,22.50,17.50,1.29,75.50,8.50,25.50,33.33,18.50,37.50,49.33,13.00,17.50,74.29,0.50,10.00,0.57,2.50,22.50,0.11,17.50,1.00,84.50
Paulistano,2,0.00,75.00,34.50,33.00,7.50,39.50,11.50,28.00,23.00,12.50,1.84,75.00,11.50,34.00,33.82,16.50,31.00,53.23,7.50,11.50,65.22,2.00,7.50,0.60,2.00,17.50,0.11,12.50,2.50,93.50
UNIFACISA,1,0.00,65.00,24.00,34.00,7.00,35.00,11.00,24.00,14.00,19.00,0.74,65.00,8.00,23.00,34.78,17.00,34.00,50.00,7.00,10.00,70.00,1.00,5.00,0.26,2.00,14.00,0.14,19.00,4.00,67.00
BRB/Brasília,2,0.00,58.00,21.00,32.00,5.00,34.50,8.00,26.50,11.00,20.50,0.54,58.00,7.00,28.50,24.56,16.00,35.00,45.71,5.00,6.50,76.92,1.00,5.50,0.27,1.00,21.00,0.05,20.50,2.00,47.50
