Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Caxias do Sul Basquete,2,0.00,89.50,37.50,39.00,13.00,37.00,8.50,28.50,20.50,14.50,1.41,89.50,12.50,28.50,43.86,19.50,37.50,52.00,13.00,18.50,70.27,2.00,6.00,0.41,0.00,23.00,0.00,14.50,4.00,99.00
Mogi,4,0.00,86.50,27.00,43.50,16.00,41.00,10.50,30.50,19.75,14.25,1.39,86.50,9.00,28.50,31.58,21.75,38.75,56.13,16.00,19.25,83.12,0.50,6.75,0.47,3.75,20.75,0.18,14.25,2.00,103.75
BRB/Brasília,2,0.00,85.50,25.50,42.00,18.00,34.00,11.00,23.00,19.00,12.50,1.52,85.50,8.50,25.50,33.33,21.00,42.00,50.00,18.00,23.00,78.26,0.50,8.00,0.64,0.50,22.00,0.02,12.50,1.50,91.50
Corinthians,3,0.00,83.33,27.00,40.67,15.67,41.33,9.33,32.00,15.33,14.00,1.10,83.33,9.00,26.33,34.18,20.33,33.67,60.40,15.67,20.00,78.33,0.67,2.33,0.17,2.00,20.67,0.10,14.00,1.33,95.33
Cerrado,3,0.00,80.67,21.00,44.00,15.67,39.33,11.67,27.67,18.00,16.00,1.13,80.67,7.00,20.67,33.87,22.00,41.67,52.80,15.67,22.67,69.12,2.00,9.67,0.60,2.00,21.67,0.09,16.00,3.00,93.33
Minas,2,0.00,77.50,31.50,33.00,13.00,40.00,6.50,33.50,17.50,14.00,1.25,77.50,10.50,25.00,42.00,16.50,30.00,55.00,13.00,17.00,76.47,0.50,5.50,0.39,1.00,20.00,0.05,14.00,1.50,95.50
VipTech CMB,3,0.00,76.67,20.00,48.00,8.67,39.33,14.33,25.00,14.67,9.33,1.57,76.67,6.67,25.00,26.67,24.00,50.33,47.68,8.67,17.33,50.00,1.33,7.67,0.82,1.00,20.00,0.05,9.33,1.67,76.67
UNIFACISA,1,0.00,75.00,18.00,54.00,3.00,33.00,5.00,28.00,17.00,14.00,1.21,75.00,6.00,25.00,24.00,27.00,42.00,64.29,3.00,7.00,42.86,1.00,5.00,0.36,0.00,21.00,0.00,14.00,4.00,78.00
Bauru Basket,3,0.00,74.67,21.00,38.00,15.67,38.00,9.33,28.67,15.67,10.00,1.57,74.67,7.00,26.67,26.25,19.00,40.33,47.11,15.67,21.00,74.60,1.67,8.00,0.80,2.00,19.00,0.11,10.00,1.67,82.00
Fortaleza B. C. / CFO,2,0.00,72.00,27.00,38.00,7.00,43.50,11.00,32.50,11.00,11.00,1.00,72.00,9.00,29.50,30.51,19.00,39.00,48.72,7.00,10.00,70.00,1.00,5.50,0.50,3.50,16.00,0.22,11.00,3.50,81.00
Pato Basquete,3,0.00,71.67,19.00,36.67,16.00,35.33,11.00,24.33,14.67,13.33,1.10,71.67,6.33,20.67,30.65,18.33,43.33,42.31,16.00,23.33,68.57,0.67,6.33,0.48,1.67,20.33,0.08,13.33,2.33,69.67
Paulistano,3,0.00,69.67,28.00,32.00,9.67,43.33,12.67,30.67,17.00,12.33,1.38,69.67,9.33,34.33,27.18,16.00,30.67,52.17,9.67,13.00,74.36,0.67,6.00,0.49,2.33,14.67,0.16,12.33,3.33,83.00
Pinheiros,1,0.00,46.00,21.00,18.00,7.00,32.00,6.00,26.00,10.00,16.00,0.63,46.00,7.00,24.00,29.17,9.00,32.00,28.13,7.00,10.00,70.00,0.00,3.00,0.19,1.00,14.00,0.07,16.00,1.00,33.00
