Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,3,0.00,91.33,42.00,33.33,16.00,40.33,11.33,29.00,20.33,10.33,1.97,91.33,14.00,42.33,33.07,16.67,27.67,60.24,16.00,20.67,77.42,1.33,8.33,0.81,2.00,14.33,0.14,10.33,2.67,108.00
Minas,3,0.00,89.33,28.00,47.33,14.00,41.67,8.00,33.67,21.33,16.00,1.33,89.33,9.33,21.67,43.08,23.67,42.33,55.91,14.00,16.33,85.71,0.67,3.67,0.23,2.67,23.00,0.12,16.00,2.00,109.33
Corinthians,2,0.00,88.00,42.00,31.00,15.00,34.50,6.50,28.00,21.00,9.00,2.33,88.00,14.00,33.00,42.42,15.50,32.50,47.69,15.00,21.50,69.77,1.00,11.00,1.22,2.50,18.00,0.14,9.00,0.50,105.50
São Paulo,3,0.00,87.67,32.00,41.33,14.33,43.67,11.33,32.33,19.67,12.33,1.59,87.67,10.67,32.00,33.33,20.67,34.33,60.19,14.33,18.00,79.63,3.67,5.67,0.46,3.00,12.67,0.24,12.33,1.33,108.67
Mogi,2,0.00,86.50,40.50,28.00,18.00,40.50,8.50,32.00,24.00,18.50,1.30,86.50,13.50,30.50,44.26,14.00,25.50,54.90,18.00,21.00,85.71,2.00,4.00,0.22,2.00,28.50,0.07,18.50,4.50,107.00
Cerrado,2,0.00,83.50,30.00,39.00,14.50,41.00,11.50,29.50,15.50,10.50,1.48,83.50,10.00,27.00,37.04,19.50,42.00,46.43,14.50,16.50,87.88,1.00,6.50,0.62,2.50,16.50,0.15,10.50,2.50,97.00
BRB/Brasília,2,0.00,80.00,27.00,39.00,14.00,43.50,10.50,33.00,12.50,14.50,0.86,80.00,9.00,28.00,32.14,19.50,36.00,54.17,14.00,18.50,75.68,1.00,6.50,0.45,0.50,17.50,0.03,14.50,2.00,88.50
Bauru Basket,2,0.00,79.00,36.00,35.00,8.00,32.50,10.50,22.00,19.50,13.50,1.44,79.00,12.00,29.00,41.38,17.50,34.00,51.47,8.00,14.00,57.14,2.00,11.00,0.81,1.50,20.00,0.08,13.50,1.00,90.50
Sesi Franca,3,0.00,78.33,25.00,36.00,17.33,30.67,6.00,24.67,13.67,12.67,1.08,78.33,8.33,21.33,39.06,18.00,36.67,49.09,17.33,21.00,82.54,1.00,6.00,0.47,1.67,18.33,0.09,12.67,1.33,82.33
UNIFACISA,2,0.00,77.00,24.00,41.00,12.00,38.50,10.00,28.50,17.50,19.00,0.92,77.00,8.00,24.00,33.33,20.50,38.50,53.25,12.00,18.00,66.67,0.50,6.00,0.32,3.00,22.00,0.14,19.00,3.00,83.00
Caxias do Sul Basquete,3,0.00,76.67,18.00,37.33,21.33,38.00,9.00,29.00,15.33,13.33,1.15,76.67,6.00,25.00,24.00,18.67,34.00,54.90,21.33,30.67,69.57,2.33,6.67,0.50,2.00,21.33,0.09,13.33,2.67,81.67
VipTech CMB,3,0.00,75.33,27.00,42.67,5.67,34.33,10.00,24.33,19.33,11.67,1.66,75.33,9.00,27.67,32.53,21.33,41.67,51.20,5.67,10.67,53.13,0.67,8.00,0.69,2.00,21.00,0.10,11.67,2.67,83.33
Paulistano,2,0.00,72.50,34.50,31.00,7.00,38.50,11.50,27.00,19.00,12.50,1.52,72.50,11.50,38.00,30.26,15.50,32.50,47.69,7.00,10.00,70.00,3.00,10.50,0.84,0.50,21.00,0.02,12.50,3.00,82.00
Pinheiros,3,0.00,71.33,22.00,37.33,12.00,38.67,12.67,26.00,16.00,12.33,1.30,71.33,7.33,25.33,28.95,18.67,45.67,40.88,12.00,15.33,78.26,0.67,6.00,0.49,2.00,20.67,0.10,12.33,1.00,73.33
Pato Basquete,3,0.00,71.33,24.00,37.33,10.00,34.33,9.67,24.67,13.67,15.67,0.87,71.33,8.00,20.33,39.34,18.67,41.67,44.80,10.00,16.67,60.00,1.67,9.00,0.57,2.67,21.00,0.13,15.67,3.33,73.33
Fortaleza B. C. / CFO,2,0.00,71.00,16.50,42.00,12.50,28.50,7.00,21.50,12.00,15.50,0.77,71.00,5.50,25.50,21.57,21.00,40.00,52.50,12.50,16.00,78.13,1.00,10.00,0.65,1.00,24.50,0.04,15.50,3.50,64.50
