Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
UNIFACISA,1,0.00,103.00,36.00,54.00,13.00,29.00,8.00,21.00,24.00,9.00,2.67,103.00,12.00,30.00,40.00,27.00,42.00,64.29,13.00,20.00,65.00,3.00,12.00,1.33,2.00,25.00,0.08,9.00,1.00,121.00
São Paulo,1,0.00,97.00,48.00,38.00,11.00,36.00,9.00,27.00,22.00,17.00,1.29,97.00,16.00,35.00,45.71,19.00,31.00,61.29,11.00,12.00,91.67,2.00,8.00,0.47,1.00,16.00,0.06,17.00,2.00,115.00
Corinthians,2,0.00,87.50,34.50,43.00,10.00,41.00,13.50,27.50,17.50,17.00,1.03,87.50,11.50,31.00,37.10,21.50,45.00,47.78,10.00,13.00,76.92,0.50,7.00,0.41,2.50,19.50,0.13,17.00,2.00,92.50
Fortaleza B. C. / CFO,1,0.00,86.00,27.00,44.00,15.00,43.00,9.00,34.00,13.00,19.00,0.68,86.00,9.00,24.00,37.50,22.00,43.00,51.16,15.00,24.00,62.50,0.00,15.00,0.79,6.00,20.00,0.30,19.00,3.00,99.00
BRB/Brasília,1,0.00,86.00,18.00,46.00,22.00,36.00,8.00,28.00,17.00,20.00,0.85,86.00,6.00,19.00,31.58,23.00,37.00,62.16,22.00,28.00,78.57,2.00,7.00,0.35,1.00,20.00,0.05,20.00,5.00,94.00
Paulistano,2,0.00,84.50,28.50,38.00,18.00,46.00,15.50,30.50,15.00,15.50,0.97,84.50,9.50,28.00,33.93,19.00,41.50,45.78,18.00,24.00,75.00,2.00,8.50,0.55,1.00,18.50,0.05,15.50,4.00,92.50
Cerrado,1,0.00,77.00,30.00,36.00,11.00,46.00,16.00,30.00,12.00,19.00,0.63,77.00,10.00,33.00,30.30,18.00,46.00,39.13,11.00,19.00,57.89,0.00,13.00,0.68,4.00,21.00,0.19,19.00,2.00,74.00
Sesi Franca,1,0.00,76.00,15.00,48.00,13.00,27.00,7.00,20.00,14.00,15.00,0.93,76.00,5.00,22.00,22.73,24.00,43.00,55.81,13.00,15.00,86.67,2.00,9.00,0.60,3.00,20.00,0.15,15.00,2.00,76.00
Mogi,1,0.00,75.00,21.00,42.00,12.00,38.00,9.00,29.00,23.00,19.00,1.21,75.00,7.00,23.00,30.43,21.00,36.00,58.33,12.00,18.00,66.67,4.00,12.00,0.63,0.00,18.00,0.00,19.00,2.00,92.00
Bauru Basket,1,0.00,64.00,15.00,40.00,9.00,38.00,12.00,26.00,14.00,11.00,1.27,64.00,5.00,21.00,23.81,20.00,46.00,43.48,9.00,14.00,64.29,0.00,9.00,0.82,1.00,17.00,0.06,11.00,2.00,68.00
