Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Mogi,1,0.00,98.00,30.00,48.00,20.00,41.00,9.00,32.00,23.00,6.00,3.83,98.00,10.00,25.00,40.00,24.00,49.00,48.98,20.00,27.00,74.07,3.00,6.00,1.00,4.00,19.00,0.21,6.00,2.00,119.00
São Paulo,3,0.00,97.67,34.00,49.33,14.33,37.00,6.67,30.33,23.00,8.67,2.65,97.67,11.33,30.67,36.96,24.67,38.33,64.35,14.33,16.33,87.76,5.00,9.33,1.08,1.67,15.67,0.11,8.67,2.67,125.00
UNIFACISA,2,0.00,92.50,36.00,47.00,9.50,40.50,9.50,31.00,15.00,11.50,1.30,92.50,12.00,27.00,44.44,23.50,42.50,55.29,9.50,13.00,73.08,2.00,5.50,0.48,2.50,21.00,0.12,11.50,2.00,107.00
Sesi Franca,2,0.00,92.50,36.00,43.00,13.50,48.50,11.50,37.00,29.00,15.50,1.87,92.50,12.00,33.00,36.36,21.50,40.00,53.75,13.50,16.00,84.38,1.50,9.50,0.61,3.50,21.00,0.17,15.50,1.50,125.50
Flamengo,3,0.00,87.33,45.00,29.33,13.00,39.00,10.00,29.00,19.00,11.67,1.63,87.33,15.00,38.00,39.47,14.67,27.33,53.66,13.00,15.67,82.98,0.33,4.00,0.34,1.33,15.67,0.09,11.67,2.67,100.67
BRB/Brasília,2,0.00,86.50,39.00,34.00,13.50,39.00,9.00,30.00,20.00,13.50,1.48,86.50,13.00,36.50,35.62,17.00,38.00,44.74,13.50,17.50,77.14,0.00,7.00,0.52,1.50,17.00,0.09,13.50,0.00,92.00
Pinheiros,3,0.00,81.33,33.00,34.00,14.33,39.00,12.33,26.67,17.00,14.67,1.16,81.33,11.00,28.00,39.29,17.00,37.33,45.54,14.33,20.33,70.49,0.00,7.33,0.50,2.33,21.00,0.11,14.67,3.00,89.00
Caxias do Sul Basquete,2,0.00,80.50,25.50,40.00,15.00,29.00,8.50,20.50,15.50,15.50,1.00,80.50,8.50,23.00,36.96,20.00,37.00,54.05,15.00,20.00,75.00,0.50,7.00,0.45,0.50,23.50,0.02,15.50,2.00,80.50
Bauru Basket,3,0.00,77.67,29.00,37.33,11.33,31.33,7.67,23.67,17.00,11.67,1.46,77.67,9.67,27.33,35.37,18.67,33.00,56.57,11.33,15.33,73.91,1.67,9.00,0.77,1.00,18.33,0.05,11.67,3.00,88.33
Cerrado,1,0.00,77.00,33.00,30.00,14.00,43.00,10.00,33.00,17.00,13.00,1.31,77.00,11.00,29.00,37.93,15.00,34.00,44.12,14.00,22.00,63.64,1.00,6.00,0.46,3.00,19.00,0.16,13.00,2.00,88.00
Pato Basquete,3,0.00,75.00,24.00,38.00,13.00,38.33,11.67,26.67,16.33,16.33,1.00,75.00,8.00,22.00,36.36,19.00,41.00,46.34,13.00,18.00,72.22,1.33,8.33,0.51,4.33,17.67,0.25,16.33,4.00,85.00
Corinthians,1,0.00,74.00,36.00,30.00,8.00,24.00,6.00,18.00,12.00,14.00,0.86,74.00,12.00,31.00,38.71,15.00,27.00,55.56,8.00,11.00,72.73,0.00,8.00,0.57,2.00,16.00,0.13,14.00,2.00,72.00
Paulistano,3,0.00,71.00,29.00,32.67,9.33,38.00,14.67,23.33,15.00,15.33,0.98,71.00,9.67,28.00,34.52,16.33,40.00,40.83,9.33,12.33,75.68,2.00,5.33,0.35,0.67,18.33,0.04,15.33,2.00,69.67
VipTech CMB,1,0.00,58.00,27.00,22.00,9.00,38.00,13.00,25.00,11.00,19.00,0.58,58.00,9.00,37.00,24.32,11.00,27.00,40.74,9.00,19.00,47.37,1.00,6.00,0.32,1.00,18.00,0.06,19.00,2.00,41.00
