Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Sesi Franca,2,0.00,96.00,24.00,55.00,17.00,37.50,7.50,30.00,23.50,12.50,1.88,96.00,8.00,24.50,32.65,27.50,42.00,65.48,17.00,21.50,79.07,3.50,9.50,0.76,3.50,18.00,0.19,12.50,2.00,122.00
Fortaleza B. C. / CFO,2,0.00,94.50,36.00,42.00,16.50,50.00,15.50,34.50,15.50,15.50,1.00,94.50,12.00,36.00,33.33,21.00,43.00,48.84,16.50,25.00,66.00,0.00,8.00,0.52,3.00,20.50,0.15,15.50,4.00,101.00
Flamengo,1,0.00,89.00,39.00,32.00,18.00,38.00,12.00,26.00,23.00,10.00,2.30,89.00,13.00,36.00,36.11,16.00,26.00,61.54,18.00,23.00,78.26,2.00,6.00,0.60,6.00,12.00,0.50,10.00,4.00,114.00
São Paulo,2,0.00,88.00,22.50,52.00,13.50,35.50,10.00,25.50,17.00,11.00,1.55,88.00,7.50,23.50,31.91,26.00,43.50,59.77,13.50,18.00,75.00,2.00,12.50,1.14,3.50,14.00,0.25,11.00,1.50,107.50
Bauru Basket,3,0.00,86.00,24.00,43.33,18.67,45.00,11.67,33.33,15.67,13.67,1.15,86.00,8.00,30.33,26.37,21.67,40.33,53.72,18.67,25.67,72.73,1.33,8.00,0.59,4.33,20.67,0.21,13.67,2.00,97.33
Pato Basquete,1,0.00,85.00,39.00,38.00,8.00,37.00,9.00,28.00,18.00,6.00,3.00,85.00,13.00,33.00,39.39,19.00,40.00,47.50,8.00,19.00,42.11,0.00,4.00,0.67,3.00,27.00,0.11,6.00,2.00,89.00
UNIFACISA,2,0.00,84.00,28.50,41.00,14.50,33.50,10.50,23.00,18.50,17.50,1.06,84.00,9.50,26.50,35.85,20.50,39.00,52.56,14.50,18.00,80.56,2.00,7.50,0.43,2.50,22.00,0.11,17.50,1.00,89.50
Paulistano,2,0.00,83.50,30.00,40.00,13.50,49.00,16.50,32.50,23.50,14.50,1.62,83.50,10.00,36.00,27.78,20.00,40.50,49.38,13.50,22.00,61.36,0.00,12.00,0.83,3.00,20.50,0.15,14.50,0.00,101.50
Caxias do Sul Basquete,1,0.00,83.00,27.00,36.00,20.00,44.00,9.00,35.00,13.00,14.00,0.93,83.00,9.00,28.00,32.14,18.00,35.00,51.43,20.00,26.00,76.92,2.00,3.00,0.21,2.00,21.00,0.10,14.00,4.00,89.00
Corinthians,1,0.00,78.00,27.00,32.00,19.00,35.00,10.00,25.00,16.00,10.00,1.60,78.00,9.00,25.00,36.00,16.00,30.00,53.33,19.00,22.00,86.36,3.00,2.00,0.20,2.00,19.00,0.11,10.00,1.00,90.00
Pinheiros,2,0.00,77.50,22.50,43.00,12.00,37.00,8.50,28.50,19.50,13.00,1.50,77.50,7.50,25.50,29.41,21.50,39.50,54.43,12.00,17.50,68.57,2.00,9.50,0.73,3.50,18.50,0.19,13.00,2.50,92.50
VipTech CMB,1,0.00,75.00,27.00,34.00,14.00,40.00,13.00,27.00,17.00,20.00,0.85,75.00,9.00,30.00,30.00,17.00,31.00,54.84,14.00,26.00,53.85,2.00,8.00,0.40,1.00,21.00,0.05,20.00,0.00,74.00
Mogi,1,0.00,74.00,36.00,30.00,8.00,33.00,10.00,23.00,21.00,13.00,1.62,74.00,12.00,33.00,36.36,15.00,30.00,50.00,8.00,11.00,72.73,1.00,3.00,0.23,3.00,21.00,0.14,13.00,3.00,82.00
Minas,2,0.00,73.00,18.00,42.00,13.00,40.00,12.00,28.00,13.00,13.50,0.96,73.00,6.00,26.50,22.64,21.00,38.50,54.55,13.00,19.50,66.67,0.00,5.50,0.41,3.00,23.50,0.13,13.50,3.00,76.50
BRB/Brasília,2,0.00,72.50,27.00,33.00,12.50,39.00,10.00,29.00,14.50,16.00,0.91,72.50,9.00,29.50,30.51,16.50,35.00,47.14,12.50,16.50,75.76,0.50,8.50,0.53,1.50,19.50,0.08,16.00,1.00,77.00
Cerrado,3,0.00,70.67,27.00,35.33,8.33,38.00,11.00,27.00,13.67,13.33,1.03,70.67,9.00,26.33,34.18,17.67,42.67,41.41,8.33,12.00,69.44,1.33,8.67,0.65,1.00,16.00,0.06,13.33,1.67,72.67
