Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Bauru Basket,1,0.00,101.00,57.00,30.00,14.00,41.00,8.00,33.00,25.00,10.00,2.50,101.00,19.00,33.00,57.58,15.00,26.00,57.69,14.00,21.00,66.67,1.00,3.00,0.30,1.00,16.00,0.06,10.00,1.00,129.00
Sesi Franca,2,0.00,98.00,25.50,54.00,18.50,36.00,6.00,30.00,21.00,9.00,2.33,98.00,8.50,22.00,38.64,27.00,42.00,64.29,18.50,24.00,77.08,3.50,7.50,0.83,2.00,18.00,0.11,9.00,0.50,121.50
Fortaleza B. C. / CFO,2,0.00,93.00,34.50,47.00,11.50,47.50,13.50,34.00,19.00,8.00,2.38,93.00,11.50,33.50,34.33,23.50,46.00,51.09,11.50,19.00,60.53,1.00,9.00,1.13,5.50,14.50,0.38,8.00,1.50,114.00
Minas,2,0.00,92.50,43.50,40.00,9.00,34.50,10.50,24.00,18.50,11.00,1.68,92.50,14.50,28.50,50.88,20.00,36.00,55.56,9.00,16.00,56.25,1.50,4.50,0.41,2.00,20.00,0.10,11.00,1.50,104.00
Corinthians,2,0.00,89.50,46.50,32.00,11.00,37.50,8.00,29.50,20.00,13.50,1.48,89.50,15.50,30.50,50.82,16.00,33.00,48.48,11.00,13.50,81.48,1.50,7.00,0.52,2.00,15.00,0.13,13.50,0.00,108.00
Flamengo,2,0.00,88.50,55.50,25.00,8.00,42.00,15.00,27.00,24.50,10.50,2.33,88.50,18.50,44.00,42.05,12.50,28.00,44.64,8.00,11.50,69.57,0.50,6.50,0.62,1.00,16.50,0.06,10.50,1.00,107.50
UNIFACISA,3,0.00,87.67,37.00,38.00,12.67,41.00,12.33,28.67,22.33,12.00,1.86,87.67,12.33,31.67,38.95,19.00,40.33,47.11,12.67,17.00,74.51,0.67,8.67,0.72,4.00,20.33,0.20,12.00,2.33,106.67
Caxias do Sul Basquete,3,0.00,87.33,37.00,36.67,13.67,39.33,11.33,28.00,20.00,12.67,1.58,87.33,12.33,29.67,41.57,18.33,35.67,51.40,13.67,20.00,68.33,0.33,6.00,0.47,1.00,20.67,0.05,12.67,2.00,100.00
São Paulo,2,0.00,82.00,30.00,37.00,15.00,31.50,5.00,26.50,14.50,11.00,1.32,82.00,10.00,22.50,44.44,18.50,35.50,52.11,15.00,19.50,76.92,0.50,3.50,0.32,2.00,18.50,0.11,11.00,1.00,88.50
Mogi,3,0.00,79.33,29.00,36.00,14.33,43.33,13.67,29.67,20.67,16.33,1.27,79.33,9.67,30.67,31.52,18.00,36.67,49.09,14.33,17.67,81.13,2.33,5.33,0.33,3.67,22.33,0.16,16.33,1.67,93.00
VipTech CMB,1,0.00,78.00,33.00,36.00,9.00,42.00,12.00,30.00,22.00,14.00,1.57,78.00,11.00,29.00,37.93,18.00,38.00,47.37,9.00,18.00,50.00,0.00,4.00,0.29,0.00,21.00,0.00,14.00,1.00,85.00
Paulistano,2,0.00,78.00,28.50,42.00,7.50,38.50,10.00,28.50,17.50,11.50,1.52,78.00,9.50,25.50,37.25,21.00,40.50,51.85,7.50,14.50,51.72,1.50,7.00,0.61,1.00,16.50,0.06,11.50,3.00,88.00
BRB/Brasília,3,0.00,77.67,28.00,39.33,10.33,39.00,11.00,28.00,17.00,16.00,1.06,77.67,9.33,29.33,31.82,19.67,37.67,52.21,10.33,13.67,75.61,0.00,7.00,0.44,1.33,19.00,0.07,16.00,3.33,84.67
Cerrado,3,0.00,75.67,21.00,43.33,11.33,35.67,10.00,25.67,13.00,12.67,1.03,75.67,7.00,22.00,31.82,21.67,44.00,49.24,11.33,13.67,82.93,2.33,8.33,0.66,2.33,17.67,0.13,12.67,3.33,82.67
Pato Basquete,2,0.00,61.50,21.00,26.00,14.50,32.00,9.00,23.00,14.00,11.50,1.22,61.50,7.00,29.00,24.14,13.00,36.00,36.11,14.50,18.00,80.56,0.50,6.50,0.57,1.00,22.00,0.05,11.50,2.50,55.00
Pinheiros,3,0.00,57.00,16.00,30.00,11.00,41.67,10.00,31.67,11.33,15.33,0.74,57.00,5.33,27.00,19.75,15.00,39.33,38.14,11.00,17.00,64.71,1.67,6.67,0.43,1.67,11.33,0.15,15.33,2.67,51.00
