Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
São Paulo,1,0.00,107.00,48.00,46.00,13.00,42.00,6.00,36.00,23.00,10.00,2.30,107.00,16.00,33.00,48.48,23.00,31.00,74.19,13.00,16.00,81.25,5.00,9.00,0.90,3.00,16.00,0.19,10.00,1.00,146.00
Bauru Basket,1,0.00,90.00,33.00,38.00,19.00,35.00,13.00,22.00,15.00,16.00,0.94,90.00,11.00,25.00,44.00,19.00,37.00,51.35,19.00,23.00,82.61,1.00,12.00,0.75,1.00,24.00,0.04,16.00,4.00,101.00
Flamengo,3,0.00,90.00,35.00,38.67,16.33,46.00,13.00,33.00,21.67,13.33,1.63,90.00,11.67,36.00,32.41,19.33,32.67,59.18,16.33,23.00,71.01,1.33,6.67,0.50,2.67,15.67,0.17,13.33,1.00,109.33
Mogi,1,0.00,85.00,27.00,44.00,14.00,26.00,6.00,20.00,21.00,16.00,1.31,85.00,9.00,23.00,39.13,22.00,35.00,62.86,14.00,23.00,60.87,0.00,7.00,0.44,3.00,25.00,0.12,16.00,1.00,90.00
Corinthians,2,0.00,85.00,45.00,28.00,12.00,29.00,7.50,21.50,19.00,14.00,1.36,85.00,15.00,32.00,46.88,14.00,32.00,43.75,12.00,14.00,85.71,1.00,6.00,0.43,2.50,21.50,0.12,14.00,2.00,90.50
Sesi Franca,2,0.00,83.00,22.50,41.00,19.50,39.00,11.00,28.00,20.50,12.50,1.64,83.00,7.50,21.00,35.71,20.50,40.50,50.62,19.50,23.50,82.98,4.50,5.00,0.40,1.50,21.50,0.07,12.50,0.50,99.00
UNIFACISA,2,0.00,82.50,28.50,42.00,12.00,36.50,12.50,24.00,17.50,11.50,1.52,82.50,9.50,29.00,32.76,21.00,42.00,50.00,12.00,16.00,75.00,0.00,8.50,0.74,1.00,22.00,0.05,11.50,2.50,90.00
Minas,3,0.00,78.00,27.00,40.67,10.33,39.00,8.33,30.67,19.00,14.33,1.33,78.00,9.00,24.67,36.49,20.33,36.33,55.96,10.33,16.67,62.00,2.33,8.33,0.58,2.00,20.67,0.10,14.33,3.00,94.00
Paulistano,1,0.00,73.00,33.00,28.00,12.00,46.00,15.00,31.00,17.00,10.00,1.70,73.00,11.00,28.00,39.29,14.00,38.00,36.84,12.00,14.00,85.71,0.00,6.00,0.60,2.00,17.00,0.12,10.00,3.00,91.00
Fortaleza B. C. / CFO,3,0.00,73.00,21.00,42.00,10.00,40.33,11.67,28.67,18.33,13.33,1.38,73.00,7.00,23.67,29.58,21.00,41.00,51.22,10.00,15.00,66.67,1.67,6.00,0.45,3.33,22.00,0.15,13.33,3.67,86.00
VipTech CMB,3,0.00,67.67,23.00,34.67,10.00,40.33,14.67,25.67,17.00,14.67,1.16,67.67,7.67,30.33,25.27,17.33,34.00,50.98,10.00,15.67,63.83,0.00,2.33,0.16,2.33,19.67,0.12,14.67,2.00,70.00
Pato Basquete,2,0.00,61.50,21.00,24.00,16.50,30.00,11.50,18.50,11.00,11.50,0.96,61.50,7.00,27.00,25.93,12.00,35.00,34.29,16.50,26.50,62.26,0.00,6.50,0.57,1.50,22.00,0.07,11.50,2.50,46.00
Pinheiros,1,0.00,60.00,9.00,38.00,13.00,38.00,14.00,24.00,14.00,13.00,1.08,60.00,3.00,21.00,14.29,19.00,49.00,38.78,13.00,17.00,76.47,1.00,9.00,0.69,1.00,23.00,0.04,13.00,0.00,57.00
BRB/Brasília,1,0.00,57.00,24.00,26.00,7.00,31.00,5.00,26.00,16.00,13.00,1.23,57.00,8.00,24.00,33.33,13.00,33.00,39.39,7.00,9.00,77.78,0.00,2.00,0.15,3.00,13.00,0.23,13.00,3.00,58.00
