Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Sesi Franca,1,0.00,94.00,48.00,24.00,22.00,19.00,2.00,17.00,11.00,13.00,0.85,94.00,16.00,29.00,55.17,12.00,18.00,66.67,22.00,27.00,81.48,0.00,2.00,0.15,1.00,21.00,0.05,13.00,0.00,90.00
Brasília,1,0.00,91.00,27.00,52.00,12.00,29.00,12.00,17.00,17.00,14.00,1.21,91.00,9.00,25.00,36.00,26.00,41.00,63.41,12.00,15.00,80.00,3.00,7.00,0.50,1.00,15.00,0.07,14.00,2.00,97.00
Londrina,1,0.00,90.00,39.00,38.00,13.00,26.00,13.00,13.00,21.00,17.00,1.24,90.00,13.00,35.00,37.14,19.00,28.00,67.86,13.00,17.00,76.47,0.00,6.00,0.35,5.00,22.00,0.23,17.00,5.00,96.00
Minas,1,0.00,89.00,33.00,44.00,12.00,24.00,10.00,14.00,16.00,12.00,1.33,89.00,11.00,20.00,55.00,22.00,41.00,53.66,12.00,16.00,75.00,0.00,6.00,0.50,2.00,17.00,0.12,12.00,2.00,93.00
Flamengo,1,0.00,82.00,24.00,48.00,10.00,28.00,8.00,20.00,6.00,10.00,0.60,82.00,8.00,25.00,32.00,24.00,42.00,57.14,10.00,11.00,90.91,2.00,12.00,1.20,0.00,13.00,0.00,10.00,1.00,82.00
Coop/São José Basketball,1,0.00,81.00,33.00,36.00,12.00,32.00,6.00,26.00,22.00,16.00,1.38,81.00,11.00,26.00,42.31,18.00,28.00,64.29,12.00,16.00,75.00,0.00,7.00,0.44,1.00,15.00,0.07,16.00,0.00,98.00
Pinheiros,1,0.00,77.00,39.00,26.00,12.00,27.00,8.00,19.00,9.00,15.00,0.60,77.00,13.00,31.00,41.94,13.00,26.00,50.00,12.00,15.00,80.00,0.00,7.00,0.47,1.00,16.00,0.06,15.00,4.00,72.00
Saldanha,1,0.00,68.00,24.00,38.00,6.00,25.00,10.00,15.00,8.00,7.00,1.14,68.00,8.00,24.00,33.33,19.00,38.00,50.00,6.00,13.00,46.15,1.00,7.00,1.00,1.00,20.00,0.05,7.00,5.00,60.00
Assis,1,0.00,67.00,30.00,28.00,9.00,24.00,6.00,18.00,10.00,18.00,0.56,67.00,10.00,24.00,41.67,14.00,28.00,50.00,9.00,16.00,56.25,1.00,4.00,0.22,5.00,23.00,0.22,18.00,3.00,57.00
Joinville,1,0.00,67.00,21.00,36.00,10.00,35.00,15.00,20.00,9.00,8.00,1.13,67.00,7.00,27.00,25.93,18.00,40.00,45.00,10.00,17.00,58.82,1.00,11.00,1.38,3.00,15.00,0.20,8.00,1.00,68.00
Bauru Basket,1,0.00,66.00,18.00,36.00,12.00,28.00,8.00,20.00,6.00,17.00,0.35,66.00,6.00,17.00,35.29,18.00,34.00,52.94,12.00,24.00,50.00,2.00,3.00,0.18,3.00,13.00,0.23,17.00,6.00,50.00
Espírito Santo,1,0.00,66.00,18.00,36.00,12.00,33.00,11.00,22.00,10.00,11.00,0.91,66.00,6.00,21.00,28.57,18.00,43.00,41.86,12.00,20.00,60.00,4.00,14.00,1.27,3.00,21.00,0.14,11.00,4.00,67.00
Paulistano,1,0.00,64.00,6.00,44.00,14.00,23.00,7.00,16.00,9.00,10.00,0.90,64.00,2.00,18.00,11.11,22.00,36.00,61.11,14.00,23.00,60.87,2.00,6.00,0.60,1.00,20.00,0.05,10.00,0.00,54.00
Araraquara,1,0.00,61.00,18.00,38.00,5.00,25.00,5.00,20.00,9.00,13.00,0.69,61.00,6.00,20.00,30.00,19.00,37.00,51.35,5.00,8.00,62.50,0.00,3.00,0.23,0.00,18.00,0.00,13.00,1.00,50.00
