Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Coop/São José Basketball,1,0.00,96.00,33.00,42.00,21.00,23.00,7.00,16.00,15.00,12.00,1.25,96.00,11.00,25.00,44.00,21.00,35.00,60.00,21.00,26.00,80.77,1.00,11.00,0.92,4.00,24.00,0.17,12.00,0.00,104.00
Brasília,1,0.00,92.00,21.00,54.00,17.00,24.00,8.00,16.00,15.00,7.00,2.14,92.00,7.00,19.00,36.84,27.00,41.00,65.85,17.00,24.00,70.83,1.00,11.00,1.57,2.00,22.00,0.09,7.00,2.00,104.00
Araraquara,1,0.00,89.00,15.00,58.00,16.00,39.00,18.00,21.00,12.00,18.00,0.67,89.00,5.00,24.00,20.83,29.00,50.00,58.00,16.00,25.00,64.00,0.00,9.00,0.50,0.00,22.00,0.00,18.00,0.00,82.00
Bauru Basket,1,0.00,87.00,33.00,44.00,10.00,34.00,8.00,26.00,21.00,11.00,1.91,87.00,11.00,17.00,64.71,22.00,45.00,48.89,10.00,11.00,90.91,2.00,2.00,0.18,2.00,13.00,0.15,11.00,4.00,105.00
Paulistano,1,0.00,85.00,24.00,48.00,13.00,34.00,12.00,22.00,17.00,11.00,1.55,85.00,8.00,21.00,38.10,24.00,43.00,55.81,13.00,16.00,81.25,2.00,7.00,0.64,2.00,23.00,0.09,11.00,1.00,99.00
Espírito Santo,1,0.00,85.00,36.00,34.00,15.00,23.00,8.00,15.00,11.00,16.00,0.69,85.00,12.00,26.00,46.15,17.00,32.00,53.13,15.00,22.00,68.18,3.00,3.00,0.19,2.00,24.00,0.08,16.00,4.00,72.00
Minas,1,0.00,81.00,18.00,50.00,13.00,27.00,6.00,21.00,9.00,5.00,1.80,81.00,6.00,17.00,35.29,25.00,41.00,60.98,13.00,17.00,76.47,1.00,1.00,0.20,6.00,16.00,0.38,5.00,2.00,88.00
Pinheiros,1,0.00,80.00,24.00,36.00,20.00,26.00,10.00,16.00,13.00,12.00,1.08,80.00,8.00,18.00,44.44,18.00,39.00,46.15,20.00,25.00,80.00,0.00,5.00,0.42,5.00,21.00,0.24,12.00,2.00,81.00
Flamengo,1,0.00,78.00,24.00,48.00,6.00,37.00,14.00,23.00,10.00,16.00,0.63,78.00,8.00,24.00,33.33,24.00,40.00,60.00,6.00,7.00,85.71,1.00,7.00,0.44,1.00,16.00,0.06,16.00,2.00,84.00
Joinville,1,0.00,75.00,27.00,36.00,12.00,29.00,9.00,20.00,13.00,17.00,0.76,75.00,9.00,22.00,40.91,18.00,33.00,54.55,12.00,19.00,63.16,0.00,0.00,0.00,1.00,11.00,0.09,17.00,4.00,66.00
Assis,1,0.00,74.00,24.00,44.00,6.00,27.00,10.00,17.00,10.00,5.00,2.00,74.00,8.00,24.00,33.33,22.00,45.00,48.89,6.00,10.00,60.00,1.00,8.00,1.60,1.00,19.00,0.05,5.00,1.00,72.00
Londrina,1,0.00,74.00,39.00,28.00,7.00,27.00,9.00,18.00,14.00,4.00,3.50,74.00,13.00,38.00,34.21,14.00,33.00,42.42,7.00,10.00,70.00,0.00,3.00,0.75,2.00,19.00,0.11,4.00,1.00,69.00
Saldanha,1,0.00,72.00,6.00,58.00,8.00,26.00,10.00,16.00,10.00,9.00,1.11,72.00,2.00,7.00,28.57,29.00,58.00,50.00,8.00,19.00,42.11,2.00,7.00,0.78,2.00,17.00,0.12,9.00,3.00,63.00
Sesi Franca,1,0.00,70.00,36.00,22.00,12.00,21.00,4.00,17.00,17.00,15.00,1.13,70.00,12.00,25.00,48.00,11.00,27.00,40.74,12.00,14.00,85.71,0.00,12.00,0.80,1.00,14.00,0.07,15.00,6.00,75.00
