Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Bauru Basket,1,0.00,108.00,39.00,42.00,27.00,35.00,13.00,22.00,13.00,13.00,1.00,108.00,13.00,32.00,40.63,21.00,35.00,60.00,27.00,30.00,90.00,1.00,6.00,0.46,2.00,19.00,0.11,13.00,0.00,115.00
Brasília,1,0.00,106.00,21.00,62.00,23.00,35.00,10.00,25.00,16.00,11.00,1.45,106.00,7.00,24.00,29.17,31.00,44.00,70.45,23.00,29.00,79.31,6.00,9.00,0.82,3.00,16.00,0.19,11.00,1.00,122.00
Flamengo,1,0.00,105.00,42.00,48.00,15.00,20.00,3.00,17.00,8.00,10.00,0.80,105.00,14.00,28.00,50.00,24.00,35.00,68.57,15.00,20.00,75.00,1.00,13.00,1.30,2.00,25.00,0.08,10.00,1.00,108.00
Minas,1,0.00,101.00,18.00,60.00,23.00,28.00,7.00,21.00,30.00,14.00,2.14,101.00,6.00,17.00,35.29,30.00,47.00,63.83,23.00,24.00,95.83,3.00,13.00,0.93,7.00,16.00,0.44,14.00,2.00,136.00
Araraquara,1,0.00,94.00,21.00,50.00,23.00,32.00,10.00,22.00,22.00,11.00,2.00,94.00,7.00,25.00,28.00,25.00,42.00,59.52,23.00,27.00,85.19,3.00,7.00,0.64,2.00,28.00,0.07,11.00,2.00,107.00
Pinheiros,1,0.00,90.00,27.00,38.00,25.00,31.00,13.00,18.00,17.00,15.00,1.13,90.00,9.00,25.00,36.00,19.00,40.00,47.50,25.00,31.00,80.65,1.00,9.00,0.60,1.00,24.00,0.04,15.00,5.00,90.00
Coop/São José Basketball,1,0.00,89.00,48.00,32.00,9.00,20.00,6.00,14.00,19.00,11.00,1.73,89.00,16.00,36.00,44.44,16.00,24.00,66.67,9.00,12.00,75.00,0.00,5.00,0.45,1.00,17.00,0.06,11.00,2.00,92.00
Sesi Franca,1,0.00,88.00,27.00,42.00,19.00,20.00,4.00,16.00,11.00,10.00,1.10,88.00,9.00,24.00,37.50,21.00,32.00,65.63,19.00,27.00,70.37,0.00,9.00,0.90,3.00,23.00,0.13,10.00,6.00,87.00
Paulistano,1,0.00,85.00,27.00,44.00,14.00,25.00,7.00,18.00,16.00,11.00,1.45,85.00,9.00,19.00,47.37,22.00,35.00,62.86,14.00,21.00,66.67,3.00,4.00,0.36,0.00,25.00,0.00,11.00,0.00,89.00
Assis,1,0.00,84.00,39.00,32.00,13.00,33.00,13.00,20.00,20.00,14.00,1.43,84.00,13.00,30.00,43.33,16.00,35.00,45.71,13.00,16.00,81.25,4.00,6.00,0.43,0.00,15.00,0.00,14.00,7.00,90.00
Saldanha,1,0.00,83.00,18.00,46.00,19.00,34.00,8.00,26.00,7.00,5.00,1.40,83.00,6.00,13.00,46.15,23.00,44.00,52.27,19.00,30.00,63.33,3.00,9.00,1.80,2.00,23.00,0.09,5.00,3.00,91.00
Joinville,1,0.00,81.00,27.00,44.00,10.00,35.00,11.00,24.00,14.00,17.00,0.82,81.00,9.00,24.00,37.50,22.00,46.00,47.83,10.00,14.00,71.43,1.00,4.00,0.24,2.00,21.00,0.10,17.00,4.00,76.00
Londrina,1,0.00,80.00,12.00,54.00,14.00,24.00,8.00,16.00,10.00,20.00,0.50,80.00,4.00,20.00,20.00,27.00,47.00,57.45,14.00,15.00,93.33,1.00,5.00,0.25,1.00,21.00,0.05,20.00,2.00,63.00
Espírito Santo,1,0.00,57.00,12.00,30.00,15.00,29.00,8.00,21.00,0.00,7.00,0.00,57.00,4.00,18.00,22.22,15.00,38.00,39.47,15.00,25.00,60.00,2.00,8.00,1.14,0.00,25.00,0.00,7.00,6.00,40.00
