Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Minas,1,0.00,105.00,27.00,48.00,30.00,32.00,7.00,25.00,23.00,16.00,1.44,105.00,9.00,22.00,40.91,24.00,38.00,63.16,30.00,32.00,93.75,2.00,13.00,0.81,4.00,21.00,0.19,16.00,0.00,132.00
Brasília,1,0.00,96.00,24.00,50.00,22.00,33.00,7.00,26.00,23.00,16.00,1.44,96.00,8.00,26.00,30.77,25.00,40.00,62.50,22.00,27.00,81.48,1.00,9.00,0.56,6.00,18.00,0.33,16.00,1.00,113.00
Londrina,1,0.00,93.00,36.00,34.00,23.00,24.00,4.00,20.00,8.00,12.00,0.67,93.00,12.00,28.00,42.86,17.00,30.00,56.67,23.00,32.00,71.88,1.00,8.00,0.67,0.00,25.00,0.00,12.00,1.00,83.00
Sesi Franca,1,0.00,91.00,27.00,34.00,30.00,17.00,3.00,14.00,14.00,10.00,1.40,91.00,9.00,18.00,50.00,17.00,32.00,53.13,30.00,36.00,83.33,0.00,10.00,1.00,3.00,22.00,0.14,10.00,1.00,95.00
Assis,1,0.00,88.00,33.00,36.00,19.00,33.00,7.00,26.00,13.00,18.00,0.72,88.00,11.00,27.00,40.74,18.00,30.00,60.00,19.00,26.00,73.08,4.00,9.00,0.50,3.00,23.00,0.13,18.00,4.00,93.00
Saldanha,1,0.00,85.00,27.00,48.00,10.00,30.00,8.00,22.00,12.00,14.00,0.86,85.00,9.00,26.00,34.62,24.00,52.00,46.15,10.00,16.00,62.50,1.00,15.00,1.07,1.00,20.00,0.05,14.00,3.00,78.00
Espírito Santo,1,0.00,80.00,30.00,38.00,12.00,30.00,12.00,18.00,12.00,19.00,0.63,80.00,10.00,22.00,45.45,19.00,40.00,47.50,12.00,23.00,52.17,0.00,11.00,0.58,2.00,21.00,0.10,19.00,2.00,72.00
Bauru Basket,1,0.00,79.00,33.00,36.00,10.00,36.00,9.00,27.00,7.00,6.00,1.17,79.00,11.00,19.00,57.89,18.00,47.00,38.30,10.00,14.00,71.43,0.00,4.00,0.67,3.00,13.00,0.23,6.00,1.00,82.00
Joinville,1,0.00,76.00,24.00,44.00,8.00,35.00,9.00,26.00,14.00,5.00,2.80,76.00,8.00,25.00,32.00,22.00,43.00,51.16,8.00,10.00,80.00,0.00,6.00,1.20,4.00,17.00,0.24,5.00,1.00,90.00
Coop/São José Basketball,1,0.00,75.00,18.00,42.00,15.00,31.00,11.00,20.00,14.00,18.00,0.78,75.00,6.00,22.00,27.27,21.00,35.00,60.00,15.00,19.00,78.95,2.00,8.00,0.44,1.00,25.00,0.04,18.00,2.00,77.00
Flamengo,1,0.00,74.00,27.00,38.00,9.00,33.00,7.00,26.00,12.00,17.00,0.71,74.00,9.00,20.00,45.00,19.00,42.00,45.24,9.00,11.00,81.82,0.00,10.00,0.59,7.00,15.00,0.47,17.00,3.00,83.00
Araraquara,1,0.00,72.00,27.00,34.00,11.00,31.00,13.00,18.00,16.00,10.00,1.60,72.00,9.00,30.00,30.00,17.00,40.00,42.50,11.00,13.00,84.62,3.00,11.00,1.10,4.00,15.00,0.27,10.00,0.00,78.00
