Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Brasília,1,0.00,91.00,21.00,56.00,14.00,34.00,9.00,25.00,19.00,7.00,2.71,91.00,7.00,23.00,30.43,28.00,36.00,77.78,14.00,19.00,73.68,0.00,6.00,0.86,0.00,16.00,0.00,7.00,4.00,114.00
Joinville,1,0.00,91.00,36.00,36.00,19.00,22.00,6.00,16.00,17.00,8.00,2.13,91.00,12.00,28.00,42.86,18.00,27.00,66.67,19.00,26.00,73.08,1.00,5.00,0.63,1.00,21.00,0.05,8.00,1.00,96.00
Pinheiros,1,0.00,88.00,33.00,38.00,17.00,28.00,9.00,19.00,16.00,10.00,1.60,88.00,11.00,29.00,37.93,19.00,30.00,63.33,17.00,20.00,85.00,4.00,5.00,0.50,0.00,18.00,0.00,10.00,1.00,95.00
Assis,1,0.00,84.00,24.00,48.00,12.00,34.00,12.00,22.00,14.00,8.00,1.75,84.00,8.00,22.00,36.36,24.00,47.00,51.06,12.00,17.00,70.59,3.00,3.00,0.38,2.00,19.00,0.11,8.00,2.00,87.00
Minas,1,0.00,83.00,36.00,34.00,13.00,30.00,7.00,23.00,15.00,12.00,1.25,83.00,12.00,25.00,48.00,17.00,33.00,51.52,13.00,17.00,76.47,1.00,5.00,0.42,1.00,19.00,0.05,12.00,4.00,89.00
Araraquara,1,0.00,81.00,21.00,44.00,16.00,34.00,8.00,26.00,20.00,20.00,1.00,81.00,7.00,26.00,26.92,22.00,37.00,59.46,16.00,21.00,76.19,2.00,7.00,0.35,7.00,22.00,0.32,20.00,0.00,90.00
Bauru Basket,1,0.00,78.00,30.00,40.00,8.00,29.00,10.00,19.00,21.00,8.00,2.63,78.00,10.00,25.00,40.00,20.00,34.00,58.82,8.00,17.00,47.06,0.00,2.00,0.25,4.00,15.00,0.27,8.00,2.00,88.00
Espírito Santo,1,0.00,75.00,21.00,42.00,12.00,31.00,9.00,22.00,14.00,14.00,1.00,75.00,7.00,23.00,30.43,21.00,32.00,65.63,12.00,17.00,70.59,1.00,7.00,0.50,3.00,21.00,0.14,14.00,5.00,84.00
Sesi Franca,1,0.00,71.00,27.00,26.00,18.00,18.00,5.00,13.00,11.00,9.00,1.22,71.00,9.00,25.00,36.00,13.00,30.00,43.33,18.00,21.00,85.71,0.00,7.00,0.78,1.00,17.00,0.06,9.00,0.00,63.00
Saldanha,1,0.00,65.00,9.00,38.00,18.00,33.00,14.00,19.00,11.00,19.00,0.58,65.00,3.00,16.00,18.75,19.00,48.00,39.58,18.00,29.00,62.07,1.00,18.00,0.95,2.00,20.00,0.10,19.00,4.00,57.00
Paulistano,1,0.00,62.00,15.00,32.00,15.00,38.00,15.00,23.00,14.00,21.00,0.67,62.00,5.00,21.00,23.81,16.00,39.00,41.03,15.00,22.00,68.18,1.00,10.00,0.48,7.00,20.00,0.35,21.00,5.00,64.00
Londrina,1,0.00,60.00,21.00,22.00,17.00,32.00,8.00,24.00,11.00,17.00,0.65,60.00,7.00,19.00,36.84,11.00,35.00,31.43,17.00,24.00,70.83,2.00,8.00,0.47,2.00,14.00,0.14,17.00,5.00,53.00
