Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Minas,1,0.00,96.00,42.00,42.00,12.00,34.00,8.00,26.00,24.00,14.00,1.71,96.00,14.00,19.00,73.68,21.00,42.00,50.00,12.00,15.00,80.00,1.00,1.00,0.07,3.00,21.00,0.14,14.00,4.00,115.00
Paulistano,1,0.00,95.00,24.00,52.00,19.00,30.00,7.00,23.00,18.00,15.00,1.20,95.00,8.00,19.00,42.11,26.00,34.00,76.47,19.00,29.00,65.52,3.00,9.00,0.60,2.00,20.00,0.10,15.00,7.00,110.00
Bauru Basket,1,0.00,94.00,33.00,52.00,9.00,27.00,10.00,17.00,17.00,11.00,1.55,94.00,11.00,25.00,44.00,26.00,42.00,61.90,9.00,12.00,75.00,2.00,5.00,0.45,4.00,20.00,0.20,11.00,6.00,103.00
Joinville,1,0.00,93.00,33.00,38.00,22.00,26.00,9.00,17.00,18.00,16.00,1.13,93.00,11.00,28.00,39.29,19.00,36.00,52.78,22.00,28.00,78.57,2.00,7.00,0.44,1.00,19.00,0.05,16.00,3.00,89.00
Araraquara,1,0.00,90.00,21.00,52.00,17.00,26.00,2.00,24.00,15.00,14.00,1.07,90.00,7.00,17.00,41.18,26.00,42.00,61.90,17.00,23.00,73.91,5.00,8.00,0.57,3.00,22.00,0.14,14.00,0.00,96.00
Coop/São José Basketball,1,0.00,90.00,45.00,28.00,17.00,21.00,7.00,14.00,23.00,14.00,1.64,90.00,15.00,34.00,44.12,14.00,27.00,51.85,17.00,23.00,73.91,1.00,7.00,0.50,0.00,23.00,0.00,14.00,2.00,89.00
Assis,1,0.00,89.00,30.00,46.00,13.00,28.00,9.00,19.00,19.00,11.00,1.73,89.00,10.00,25.00,40.00,23.00,34.00,67.65,13.00,18.00,72.22,4.00,7.00,0.64,4.00,20.00,0.20,11.00,2.00,105.00
Flamengo,1,0.00,83.00,36.00,34.00,13.00,28.00,8.00,20.00,19.00,13.00,1.46,83.00,12.00,27.00,44.44,17.00,32.00,53.13,13.00,15.00,86.67,5.00,8.00,0.62,0.00,20.00,0.00,13.00,1.00,93.00
Sesi Franca,1,0.00,81.00,21.00,42.00,18.00,32.00,11.00,21.00,16.00,11.00,1.45,81.00,7.00,24.00,29.17,21.00,41.00,51.22,18.00,21.00,85.71,2.00,11.00,1.00,2.00,16.00,0.13,11.00,2.00,91.00
Pinheiros,1,0.00,79.00,36.00,26.00,17.00,31.00,10.00,21.00,12.00,13.00,0.92,79.00,12.00,37.00,32.43,13.00,23.00,56.52,17.00,24.00,70.83,3.00,5.00,0.38,2.00,20.00,0.10,13.00,2.00,74.00
Brasília,1,0.00,77.00,18.00,48.00,11.00,24.00,9.00,15.00,17.00,6.00,2.83,77.00,6.00,22.00,27.27,24.00,43.00,55.81,11.00,15.00,73.33,0.00,9.00,1.50,6.00,19.00,0.32,6.00,1.00,88.00
Espírito Santo,1,0.00,75.00,21.00,36.00,18.00,26.00,10.00,16.00,5.00,15.00,0.33,75.00,7.00,23.00,30.43,18.00,32.00,56.25,18.00,25.00,72.00,2.00,6.00,0.40,0.00,17.00,0.00,15.00,4.00,60.00
Londrina,1,0.00,73.00,33.00,28.00,12.00,29.00,11.00,18.00,12.00,15.00,0.80,73.00,11.00,28.00,39.29,14.00,33.00,42.42,12.00,15.00,80.00,1.00,7.00,0.47,3.00,19.00,0.16,15.00,2.00,70.00
Saldanha,1,0.00,72.00,9.00,54.00,9.00,26.00,10.00,16.00,8.00,7.00,1.14,72.00,3.00,9.00,33.33,27.00,53.00,50.94,9.00,16.00,56.25,2.00,4.00,0.57,5.00,18.00,0.28,7.00,3.00,69.00
