Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Paulistano,1,0.00,110.00,30.00,56.00,24.00,36.00,13.00,23.00,21.00,13.00,1.62,110.00,10.00,31.00,32.26,28.00,51.00,54.90,24.00,29.00,82.76,4.00,13.00,1.00,0.00,20.00,0.00,13.00,2.00,118.00
Araraquara,1,0.00,106.00,48.00,42.00,16.00,37.00,16.00,21.00,29.00,17.00,1.71,106.00,16.00,38.00,42.11,21.00,41.00,51.22,16.00,21.00,76.19,3.00,7.00,0.41,6.00,24.00,0.25,17.00,2.00,121.00
Bauru Basket,1,0.00,104.00,42.00,46.00,16.00,30.00,6.00,24.00,22.00,14.00,1.57,104.00,14.00,23.00,60.87,23.00,32.00,71.88,16.00,22.00,72.73,1.00,7.00,0.50,2.00,18.00,0.11,14.00,5.00,127.00
Flamengo,1,0.00,95.00,27.00,46.00,22.00,47.00,9.00,38.00,12.00,10.00,1.20,95.00,9.00,27.00,33.33,23.00,37.00,62.16,22.00,28.00,78.57,4.00,8.00,0.80,1.00,16.00,0.06,10.00,3.00,115.00
Brasília,1,0.00,91.00,18.00,62.00,11.00,34.00,8.00,26.00,28.00,19.00,1.47,91.00,6.00,19.00,31.58,31.00,47.00,65.96,11.00,15.00,73.33,4.00,12.00,0.63,6.00,16.00,0.38,19.00,3.00,119.00
Joinville,1,0.00,88.00,12.00,48.00,28.00,32.00,11.00,21.00,15.00,7.00,2.14,88.00,4.00,14.00,28.57,24.00,48.00,50.00,28.00,37.00,75.68,1.00,9.00,1.29,3.00,21.00,0.14,7.00,0.00,97.00
Minas,1,0.00,87.00,42.00,34.00,11.00,31.00,9.00,22.00,24.00,15.00,1.60,87.00,14.00,28.00,50.00,17.00,34.00,50.00,11.00,14.00,78.57,2.00,6.00,0.40,3.00,26.00,0.12,15.00,1.00,102.00
Coop/São José Basketball,1,0.00,79.00,33.00,34.00,12.00,16.00,6.00,10.00,18.00,11.00,1.64,79.00,11.00,21.00,52.38,17.00,36.00,47.22,12.00,14.00,85.71,2.00,6.00,0.55,0.00,20.00,0.00,11.00,1.00,77.00
Pinheiros,1,0.00,78.00,27.00,38.00,13.00,37.00,13.00,24.00,13.00,12.00,1.08,78.00,9.00,28.00,32.14,19.00,38.00,50.00,13.00,16.00,81.25,3.00,6.00,0.50,2.00,14.00,0.14,12.00,4.00,83.00
Sesi Franca,1,0.00,77.00,36.00,36.00,5.00,37.00,11.00,26.00,14.00,10.00,1.40,77.00,12.00,30.00,40.00,18.00,39.00,46.15,5.00,10.00,50.00,0.00,4.00,0.40,2.00,17.00,0.12,10.00,1.00,80.00
Londrina,1,0.00,76.00,21.00,44.00,11.00,30.00,10.00,20.00,13.00,24.00,0.54,76.00,7.00,22.00,31.82,22.00,45.00,48.89,11.00,17.00,64.71,0.00,10.00,0.42,6.00,17.00,0.35,24.00,4.00,67.00
Assis,1,0.00,60.00,21.00,24.00,15.00,30.00,8.00,22.00,13.00,12.00,1.08,60.00,7.00,34.00,20.59,12.00,30.00,40.00,15.00,18.00,83.33,0.00,7.00,0.58,2.00,22.00,0.09,12.00,1.00,52.00
