Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,0.00,98.00,36.00,44.00,18.00,30.00,5.00,25.00,21.00,18.00,1.17,98.00,12.00,25.00,48.00,22.00,34.00,64.71,18.00,27.00,66.67,4.00,13.00,0.72,2.00,27.00,0.07,18.00,8.00,112.00
Assis,1,0.00,86.00,42.00,34.00,10.00,35.00,8.00,27.00,13.00,11.00,1.18,86.00,14.00,30.00,46.67,17.00,31.00,54.84,10.00,10.00,100.00,2.00,7.00,0.64,0.00,18.00,0.00,11.00,4.00,100.00
Coop/São José Basketball,1,0.00,83.00,24.00,36.00,23.00,36.00,12.00,24.00,14.00,10.00,1.40,83.00,8.00,30.00,26.67,18.00,35.00,51.43,23.00,28.00,82.14,5.00,7.00,0.70,3.00,21.00,0.14,10.00,1.00,89.00
Sesi Franca,1,0.00,77.00,15.00,48.00,14.00,36.00,6.00,30.00,10.00,12.00,0.83,77.00,5.00,21.00,23.81,24.00,46.00,52.17,14.00,20.00,70.00,0.00,4.00,0.33,2.00,26.00,0.08,12.00,1.00,73.00
Londrina,1,0.00,76.00,30.00,30.00,16.00,28.00,11.00,17.00,15.00,11.00,1.36,76.00,10.00,35.00,28.57,15.00,24.00,62.50,16.00,22.00,72.73,0.00,4.00,0.36,3.00,17.00,0.18,11.00,0.00,75.00
Saldanha,1,0.00,76.00,12.00,60.00,4.00,23.00,7.00,16.00,14.00,11.00,1.27,76.00,4.00,11.00,36.36,30.00,56.00,53.57,4.00,10.00,40.00,3.00,13.00,1.18,3.00,17.00,0.18,11.00,4.00,79.00
Brasília,1,0.00,75.00,9.00,52.00,14.00,30.00,7.00,23.00,8.00,4.00,2.00,75.00,3.00,15.00,20.00,26.00,43.00,60.47,14.00,18.00,77.78,3.00,8.00,2.00,1.00,15.00,0.07,4.00,2.00,85.00
Minas,1,0.00,72.00,24.00,34.00,14.00,20.00,3.00,17.00,12.00,11.00,1.09,72.00,8.00,14.00,57.14,17.00,31.00,54.84,14.00,18.00,77.78,0.00,7.00,0.64,2.00,19.00,0.11,11.00,3.00,78.00
Araraquara,1,0.00,71.00,24.00,22.00,25.00,25.00,7.00,18.00,14.00,15.00,0.93,71.00,8.00,27.00,29.63,11.00,31.00,35.48,25.00,30.00,83.33,2.00,7.00,0.47,0.00,24.00,0.00,15.00,3.00,58.00
Espírito Santo,1,0.00,69.00,24.00,36.00,9.00,27.00,9.00,18.00,16.00,12.00,1.33,69.00,8.00,22.00,36.36,18.00,33.00,54.55,9.00,14.00,64.29,3.00,5.00,0.42,2.00,17.00,0.12,12.00,3.00,73.00
Joinville,1,0.00,65.00,27.00,30.00,8.00,39.00,10.00,29.00,10.00,14.00,0.71,65.00,9.00,30.00,30.00,15.00,33.00,45.45,8.00,13.00,61.54,1.00,9.00,0.64,3.00,18.00,0.17,14.00,1.00,68.00
Bauru Basket,1,0.00,61.00,18.00,28.00,15.00,22.00,5.00,17.00,5.00,7.00,0.71,61.00,6.00,21.00,28.57,14.00,39.00,35.90,15.00,20.00,75.00,1.00,11.00,1.57,3.00,16.00,0.19,7.00,1.00,50.00
