Data,Equipe_Casa,Pontos_Casa,Pontos_Visitante,Equipe_Visitante,Rodada,Etapa
10/11/2020,VipTech CMB,61,74,Fortaleza B. C.,1,1
10/11/2020,Flamengo,102,68,Minas,1,1
12/11/2020,UNIFACISA,86,88,VipTech CMB,1,1
12/11/2020,Corinthians,109,86,Sesi Franca,1,1
12/11/2020,Fortaleza B. C.,69,82,Flamengo,1,1
12/11/2020,Minas,76,54,Pato Basquete,1,1
13/11/2020,Mogi,85,90,Bauru,1,1
14/11/2020,VipTech CMB,54,90,Minas,1,1
14/11/2020,São Paulo,107,61,Corinthians,1,1
14/11/2020,Pato Basquete,69,76,Fortaleza B. C.,1,1
14/11/2020,Brasília,57,73,Paulistano,1,1
14/11/2020,Flamengo,86,79,UNIFACISA,1,1
14/11/2020,Sesi Franca,80,60,Pinheiros,1,1
16/11/2020,Cerrado Basquete,79,86,Sesi Franca,2,1
16/11/2020,Bauru,93,70,Brasília,2,1
16/11/2020,Corinthians,76,74,Pinheiros,2,1
17/11/2020,VipTech CMB,78,82,Pato Basquete,2,1
17/11/2020,UNIFACISA,69,67,Fortaleza B. C.,2,1
17/11/2020,Mogi,75,112,São Paulo,2,1
18/11/2020,KTO/Caxias do Sul,84,69,Brasília,2,1
18/11/2020,Cerrado Basquete,81,83,Bauru,2,1
18/11/2020,Paulistano,75,74,Corinthians,2,1
19/11/2020,Pato Basquete,85,76,UNIFACISA,2,1
19/11/2020,Fortaleza B. C.,67,82,Minas,2,1
19/11/2020,Pinheiros,73,100,São Paulo,2,1
19/11/2020,Sesi Franca,94,82,Mogi,2,1
20/11/2020,Paulistano,72,61,Cerrado Basquete,2,1
20/11/2020,Bauru,74,54,KTO/Caxias do Sul,2,1
20/11/2020,Flamengo,78,63,VipTech CMB,2,1
21/11/2020,São Paulo,90,96,Sesi Franca,2,1
21/11/2020,Minas,108,99,UNIFACISA,2,1
21/11/2020,Brasília,84,78,Pinheiros,2,1
22/11/2020,KTO/Caxias do Sul,62,86,Paulistano,2,1
22/11/2020,Flamengo,105,70,Pato Basquete,2,1
23/11/2020,Brasília,71,85,Corinthians,3,1
23/11/2020,Mogi,81,75,Cerrado Basquete,3,1
25/11/2020,Cerrado Basquete,67,63,KTO/Caxias do Sul,3,1
28/11/2020,Corinthians,81,87,Mogi,3,1
02/12/2020,Cerrado Basquete,67,75,UNIFACISA,4,1
02/12/2020,Fortaleza B. C.,85,78,KTO/Caxias do Sul,4,1
02/12/2020,Minas,105,100,BRB/Brasília,4,1
03/12/2020,Pato Basquete,64,86,Sesi Franca,4,1
03/12/2020,Pinheiros,62,95,Flamengo,4,1
03/12/2020,São Paulo,92,79,VipTech CMB,4,1
04/12/2020,KTO/Caxias do Sul,63,94,Minas,4,1
04/12/2020,UNIFACISA,91,74,BRB/Brasília,4,1
04/12/2020,Paulistano,69,62,Mogi,4,1
04/12/2020,Cerrado Basquete,73,75,Fortaleza B. C.,4,1
05/12/2020,VipTech CMB,79,66,Pinheiros,4,1
05/12/2020,Pato Basquete,71,80,São Paulo,4,1
05/12/2020,Flamengo,93,62,Sesi Franca,4,1
05/12/2020,Bauru,82,67,Corinthians,4,1
06/12/2020,Fortaleza B. C.,71,63,BRB/Brasília,4,1
06/12/2020,Minas,97,77,Cerrado Basquete,4,1
06/12/2020,KTO/Caxias do Sul,65,90,UNIFACISA,4,1
07/12/2020,Pinheiros,85,77,Pato Basquete,5,1
07/12/2020,Sesi Franca,95,58,VipTech CMB,5,1
08/12/2020,Bauru,81,62,Paulistano,5,1
08/12/2020,São Paulo,80,68,Flamengo,5,1
09/12/2020,UNIFACISA,94,74,Corinthians,5,1
10/12/2020,Pato Basquete,80,79,Bauru,5,1
10/12/2020,Flamengo,104,76,Paulistano,5,1
11/12/2020,Mogi,98,91,UNIFACISA,5,1
11/12/2020,Pinheiros,79,72,KTO/Caxias do Sul,5,1
11/12/2020,BRB/Brasília,80,104,São Paulo,5,1
12/12/2020,Bauru,73,90,Flamengo,5,1
12/12/2020,Paulistano,75,68,Pato Basquete,5,1
13/12/2020,Sesi Franca,90,93,BRB/Brasília,5,1
13/12/2020,Pinheiros,80,77,Cerrado Basquete,5,1
13/12/2020,KTO/Caxias do Sul,89,109,São Paulo,5,1
14/12/2020,Fortaleza B. C.,85,88,Mogi,6,1
14/12/2020,Minas,20,0,Corinthians,6,1
15/12/2020,Sesi Franca,84,81,KTO/Caxias do Sul,6,1
15/12/2020,VipTech CMB,75,88,Bauru,6,1
15/12/2020,São Paulo,91,83,Cerrado Basquete,6,1
16/12/2020,Corinthians,0,20,Fortaleza B. C.,6,1
16/12/2020,Mogi,74,80,Minas,6,1
17/12/2020,Paulistano,103,101,VipTech CMB,6,1
18/12/2020,BRB/Brasília,74,103,Flamengo,6,1
19/12/2020,UNIFACISA,92,85,Sesi Franca,6,1
19/12/2020,Minas,96,92,São Paulo,6,1
19/12/2020,Fortaleza B. C.,79,62,Pinheiros,6,1
20/12/2020,BRB/Brasília,98,104,Pato Basquete,6,1
20/12/2020,Cerrado Basquete,67,87,Flamengo,6,1
20/12/2020,KTO/Caxias do Sul,76,96,VipTech CMB,6,1
21/12/2020,Pinheiros,76,84,Minas,7,1
21/12/2020,Sesi Franca,98,81,Fortaleza B. C.,7,1
21/12/2020,São Paulo,77,65,UNIFACISA,7,1
22/12/2020,Pato Basquete,79,68,Cerrado Basquete,7,1
22/12/2020,VipTech CMB,94,78,BRB/Brasília,7,1
22/12/2020,Flamengo,80,76,KTO/Caxias do Sul,7,1
23/12/2020,UNIFACISA,72,84,Pinheiros,7,1
23/12/2020,Minas,89,82,Sesi Franca,7,1
23/12/2020,Fortaleza B. C.,92,85,São Paulo,7,1
28/12/2020,Flamengo,87,56,Mogi,7,1
28/12/2020,Paulistano,87,85,Sesi Franca,8,1
28/12/2020,Bauru,79,68,São Paulo,8,1
29/12/2020,Mogi,74,68,Pinheiros,8,1
29/12/2020,Corinthians,83,69,Flamengo,8,1
30/12/2020,Sesi Franca,82,89,Bauru,8,1
30/12/2020,São Paulo,78,64,Paulistano,8,1
04/01/2021,VipTech CMB,92,86,Mogi,9,1
04/01/2021,Pato Basquete,75,80,Corinthians,9,1
05/01/2021,Bauru,75,85,Minas,9,1
05/01/2021,Paulistano,78,73,Fortaleza B. C.,9,1
06/01/2021,Cerrado Basquete,97,85,BRB/Brasília,9,1
06/01/2021,Mogi,78,63,Pato Basquete,9,1
06/01/2021,Corinthians,96,72,VipTech CMB,9,1
07/01/2021,Fortaleza B. C.,71,60,Bauru,9,1
07/01/2021,Minas,70,63,Paulistano,9,1
08/01/2021,Pato Basquete,77,92,KTO/Caxias do Sul,9,1
08/01/2021,VipTech CMB,66,74,Cerrado Basquete,9,1
08/01/2021,BRB/Brasília,86,90,Mogi,9,1
09/01/2021,Bauru,89,75,UNIFACISA,9,1
09/01/2021,Paulistano,68,46,Pinheiros,9,1
10/01/2021,KTO/Caxias do Sul,87,92,Mogi,9,1
10/01/2021,Cerrado Basquete,71,74,Corinthians,9,1
11/01/2021,UNIFACISA,89,77,Paulistano,10,1
11/01/2021,Pinheiros,89,92,Bauru,10,1
12/01/2021,Corinthians,77,83,KTO/Caxias do Sul,10,1
25/01/2021,São Paulo,86,81,KTO/Caxias do Sul,1,2
25/01/2021,Bauru,60,72,Pinheiros,1,2
25/01/2021,Sesi Franca,84,81,Corinthians,1,2
26/01/2021,Pato Basquete,98,76,BRB/Brasília,1,2
26/01/2021,VipTech CMB,59,72,UNIFACISA,1,2
26/01/2021,Cerrado Basquete,80,93,Minas,1,2
26/01/2021,Flamengo,77,74,Fortaleza B. C.,1,2
27/01/2021,KTO/Caxias do Sul,63,71,Bauru,1,2
27/01/2021,Pinheiros,101,99,Sesi Franca,1,2
27/01/2021,São Paulo,96,72,Mogi,1,2
28/01/2021,Fortaleza B. C.,68,71,Pato Basquete,1,2
28/01/2021,Cerrado Basquete,74,57,VipTech CMB,1,2
28/01/2021,BRB/Brasília,75,99,Minas,1,2
28/01/2021,UNIFACISA,79,81,Flamengo,1,2
30/01/2021,Paulistano,71,64,KTO/Caxias do Sul,1,2
30/01/2021,Corinthians,74,64,Bauru,1,2
