Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Bauru Basket,1,0.00,104.00,54.00,32.00,18.00,31.00,3.00,28.00,26.00,13.00,2.00,104.00,18.00,27.00,66.67,16.00,23.00,69.57,18.00,22.00,81.82,5.00,4.00,0.31,1.00,24.00,0.04,13.00,0.00,133.00
Mogi,1,0.00,90.00,18.00,50.00,22.00,44.00,16.00,28.00,13.00,11.00,1.18,90.00,6.00,30.00,20.00,25.00,41.00,60.98,22.00,28.00,78.57,0.00,12.00,1.09,3.00,19.00,0.16,11.00,3.00,105.00
Sesi Franca,1,0.00,88.00,33.00,42.00,13.00,35.00,7.00,28.00,19.00,14.00,1.36,88.00,11.00,30.00,36.67,21.00,35.00,60.00,13.00,16.00,81.25,3.00,5.00,0.36,5.00,19.00,0.26,14.00,2.00,102.00
Rio Claro,1,0.00,86.00,27.00,44.00,15.00,34.00,6.00,28.00,22.00,14.00,1.57,86.00,9.00,20.00,45.00,22.00,36.00,61.11,15.00,17.00,88.24,4.00,8.00,0.57,3.00,20.00,0.15,14.00,2.00,112.00
Pinheiros,1,0.00,83.00,15.00,56.00,12.00,46.00,11.00,35.00,15.00,18.00,0.83,83.00,5.00,13.00,38.46,28.00,55.00,50.91,12.00,16.00,75.00,1.00,12.00,0.67,7.00,18.00,0.39,18.00,2.00,106.00
Brasília,1,0.00,81.00,33.00,38.00,10.00,31.00,7.00,24.00,14.00,19.00,0.74,81.00,11.00,26.00,42.31,19.00,35.00,54.29,10.00,14.00,71.43,0.00,13.00,0.68,2.00,21.00,0.10,19.00,5.00,87.00
Flamengo,1,0.00,79.00,36.00,28.00,15.00,36.00,9.00,27.00,18.00,14.00,1.29,79.00,12.00,32.00,37.50,14.00,36.00,38.89,15.00,23.00,65.22,1.00,14.00,1.00,2.00,20.00,0.10,14.00,1.00,85.00
Paulistano,1,0.00,75.00,12.00,48.00,15.00,32.00,7.00,25.00,14.00,16.00,0.88,75.00,4.00,17.00,23.53,24.00,44.00,54.55,15.00,17.00,88.24,2.00,13.00,0.81,3.00,19.00,0.16,16.00,3.00,86.00
Coop/São José Basketball,1,0.00,74.00,18.00,38.00,18.00,17.00,4.00,13.00,14.00,9.00,1.56,74.00,6.00,16.00,37.50,19.00,39.00,48.72,18.00,27.00,66.67,0.00,10.00,1.11,0.00,24.00,0.00,9.00,3.00,67.00
Macaé Basquete,1,0.00,71.00,24.00,26.00,21.00,35.00,6.00,29.00,8.00,13.00,0.62,71.00,8.00,24.00,33.33,13.00,25.00,52.00,21.00,27.00,77.78,1.00,8.00,0.62,2.00,22.00,0.09,13.00,3.00,77.00
Vitória,1,0.00,63.00,21.00,26.00,16.00,28.00,9.00,19.00,6.00,14.00,0.43,63.00,7.00,16.00,43.75,13.00,37.00,35.14,16.00,26.00,61.54,0.00,11.00,0.79,5.00,17.00,0.29,14.00,4.00,56.00
Caxias do Sul Basquete,1,0.00,62.00,21.00,28.00,13.00,34.00,9.00,25.00,8.00,11.00,0.73,62.00,7.00,19.00,36.84,14.00,39.00,35.90,13.00,18.00,72.22,0.00,8.00,0.73,0.00,19.00,0.00,11.00,3.00,59.00
Minas,1,0.00,61.00,24.00,34.00,3.00,36.00,9.00,27.00,9.00,15.00,0.60,61.00,8.00,19.00,42.11,17.00,35.00,48.57,3.00,7.00,42.86,1.00,8.00,0.53,0.00,16.00,0.00,15.00,2.00,66.00
L. Sorocabana,1,0.00,58.00,15.00,32.00,11.00,30.00,10.00,20.00,10.00,9.00,1.11,58.00,5.00,18.00,27.78,16.00,39.00,41.03,11.00,14.00,78.57,0.00,10.00,1.11,3.00,15.00,0.20,9.00,1.00,63.00
