Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
L. Sorocabana,1,0.00,86.00,27.00,48.00,11.00,33.00,9.00,24.00,15.00,15.00,1.00,86.00,9.00,22.00,40.91,24.00,43.00,55.81,11.00,14.00,78.57,1.00,11.00,0.73,0.00,24.00,0.00,15.00,2.00,95.00
Pinheiros,1,0.00,84.00,9.00,58.00,17.00,50.00,12.00,38.00,14.00,15.00,0.93,84.00,3.00,9.00,33.33,29.00,55.00,52.73,17.00,24.00,70.83,3.00,10.00,0.67,4.00,27.00,0.15,15.00,3.00,108.00
Vitória,1,0.00,83.00,27.00,42.00,14.00,40.00,13.00,27.00,12.00,7.00,1.71,83.00,9.00,24.00,37.50,21.00,43.00,48.84,14.00,15.00,93.33,1.00,8.00,1.14,1.00,17.00,0.06,7.00,3.00,99.00
Bauru Basket,1,0.00,78.00,15.00,36.00,27.00,34.00,7.00,27.00,17.00,8.00,2.13,78.00,5.00,24.00,20.83,18.00,36.00,50.00,27.00,34.00,79.41,2.00,14.00,1.75,0.00,20.00,0.00,8.00,1.00,91.00
Brasília,1,0.00,73.00,30.00,28.00,15.00,45.00,20.00,25.00,14.00,12.00,1.17,73.00,10.00,30.00,33.33,14.00,39.00,35.90,15.00,22.00,68.18,0.00,4.00,0.33,1.00,18.00,0.06,12.00,1.00,73.00
Macaé Basquete,1,0.00,72.00,15.00,34.00,23.00,30.00,7.00,23.00,8.00,17.00,0.47,72.00,5.00,22.00,22.73,17.00,30.00,56.67,23.00,27.00,85.19,1.00,11.00,0.65,3.00,18.00,0.17,17.00,4.00,73.00
Sesi Franca,1,0.00,70.00,18.00,32.00,20.00,28.00,6.00,22.00,12.00,13.00,0.92,70.00,6.00,20.00,30.00,16.00,42.00,38.10,20.00,29.00,68.97,2.00,8.00,0.62,4.00,20.00,0.20,13.00,3.00,60.00
Minas,1,0.00,69.00,24.00,32.00,13.00,37.00,11.00,26.00,14.00,15.00,0.93,69.00,8.00,22.00,36.36,16.00,36.00,44.44,13.00,17.00,76.47,1.00,8.00,0.53,1.00,22.00,0.05,15.00,6.00,76.00
Mogi,1,0.00,68.00,18.00,40.00,10.00,33.00,9.00,24.00,15.00,21.00,0.71,68.00,6.00,24.00,25.00,20.00,30.00,66.67,10.00,16.00,62.50,3.00,14.00,0.67,2.00,14.00,0.14,21.00,4.00,77.00
Paulistano,1,0.00,67.00,30.00,26.00,11.00,37.00,11.00,26.00,15.00,14.00,1.07,67.00,10.00,24.00,41.67,13.00,38.00,34.21,11.00,13.00,84.62,0.00,8.00,0.57,4.00,19.00,0.21,14.00,6.00,76.00
Fortaleza B. C. / CFO,1,0.00,64.00,18.00,34.00,12.00,38.00,14.00,24.00,12.00,14.00,0.86,64.00,6.00,25.00,24.00,17.00,35.00,48.57,12.00,21.00,57.14,3.00,7.00,0.50,2.00,21.00,0.10,14.00,3.00,63.00
Rio Claro,1,0.00,63.00,27.00,26.00,10.00,31.00,11.00,20.00,14.00,19.00,0.74,63.00,9.00,29.00,31.03,13.00,31.00,41.94,10.00,14.00,71.43,2.00,16.00,0.84,3.00,18.00,0.17,19.00,5.00,66.00
Flamengo,1,0.00,60.00,15.00,38.00,7.00,39.00,11.00,28.00,10.00,16.00,0.63,60.00,5.00,21.00,23.81,19.00,40.00,47.50,7.00,12.00,58.33,0.00,6.00,0.38,1.00,19.00,0.05,16.00,3.00,58.00
Caxias do Sul Basquete,1,0.00,51.00,12.00,32.00,7.00,35.00,1.00,34.00,9.00,19.00,0.47,51.00,4.00,18.00,22.22,16.00,31.00,51.61,7.00,10.00,70.00,3.00,7.00,0.37,2.00,32.00,0.06,19.00,4.00,53.00
