Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Pinheiros,1,0.00,104.00,39.00,46.00,19.00,41.00,11.00,30.00,23.00,12.00,1.92,104.00,13.00,25.00,52.00,23.00,41.00,56.10,19.00,23.00,82.61,2.00,13.00,1.08,5.00,20.00,0.25,12.00,0.00,140.00
Bauru Basket,1,0.00,94.00,18.00,46.00,30.00,37.00,10.00,27.00,12.00,7.00,1.71,94.00,6.00,12.00,50.00,23.00,43.00,53.49,30.00,35.00,85.71,1.00,2.00,0.29,2.00,20.00,0.10,7.00,1.00,109.00
Brasília,1,0.00,92.00,36.00,36.00,20.00,25.00,9.00,16.00,21.00,4.00,5.25,92.00,12.00,29.00,41.38,18.00,38.00,47.37,20.00,23.00,86.96,1.00,6.00,1.50,3.00,31.00,0.10,4.00,1.00,103.00
Mogi,1,0.00,89.00,24.00,48.00,17.00,40.00,6.00,34.00,17.00,17.00,1.00,89.00,8.00,21.00,38.10,24.00,32.00,75.00,17.00,27.00,62.96,0.00,7.00,0.41,0.00,17.00,0.00,17.00,5.00,105.00
Caxias do Sul Basquete,1,0.00,81.00,42.00,30.00,9.00,29.00,7.00,22.00,17.00,12.00,1.42,81.00,14.00,37.00,37.84,15.00,32.00,46.88,9.00,13.00,69.23,0.00,12.00,1.00,0.00,25.00,0.00,12.00,4.00,83.00
Sesi Franca,1,0.00,80.00,33.00,26.00,21.00,22.00,3.00,19.00,15.00,15.00,1.00,80.00,11.00,22.00,50.00,13.00,26.00,50.00,21.00,33.00,63.64,0.00,11.00,0.73,4.00,31.00,0.13,15.00,2.00,81.00
Minas,1,0.00,79.00,21.00,32.00,26.00,44.00,18.00,26.00,8.00,23.00,0.35,79.00,7.00,20.00,35.00,16.00,35.00,45.71,26.00,34.00,76.47,1.00,10.00,0.43,1.00,31.00,0.03,23.00,6.00,79.00
L. Sorocabana,1,0.00,74.00,30.00,34.00,10.00,37.00,10.00,27.00,12.00,22.00,0.55,74.00,10.00,27.00,37.04,17.00,28.00,60.71,10.00,18.00,55.56,1.00,14.00,0.64,1.00,35.00,0.03,22.00,4.00,80.00
Vitória,1,0.00,73.00,12.00,32.00,29.00,31.00,8.00,23.00,8.00,19.00,0.42,73.00,4.00,17.00,23.53,16.00,30.00,53.33,29.00,43.00,67.44,0.00,18.00,0.95,2.00,20.00,0.10,19.00,3.00,72.00
Fortaleza B. C. / CFO,1,0.00,72.00,27.00,28.00,17.00,28.00,7.00,21.00,10.00,18.00,0.56,72.00,9.00,30.00,30.00,14.00,25.00,56.00,17.00,20.00,85.00,1.00,15.00,0.83,1.00,20.00,0.05,18.00,6.00,73.00
Paulistano,1,0.00,69.00,18.00,34.00,17.00,37.00,13.00,24.00,12.00,17.00,0.71,69.00,6.00,20.00,30.00,17.00,37.00,45.95,17.00,21.00,80.95,1.00,11.00,0.65,1.00,22.00,0.05,17.00,1.00,75.00
Coop/São José Basketball,1,0.00,65.00,21.00,28.00,16.00,24.00,5.00,19.00,13.00,18.00,0.72,65.00,7.00,26.00,26.92,14.00,29.00,48.28,16.00,17.00,94.12,0.00,9.00,0.50,0.00,23.00,0.00,18.00,3.00,58.00
Rio Claro,1,0.00,62.00,21.00,30.00,11.00,37.00,11.00,26.00,11.00,11.00,1.00,62.00,7.00,29.00,24.14,15.00,32.00,46.88,11.00,18.00,61.11,2.00,9.00,0.82,1.00,21.00,0.05,11.00,2.00,63.00
Macaé Basquete,1,0.00,61.00,12.00,38.00,11.00,37.00,6.00,31.00,12.00,16.00,0.75,61.00,4.00,20.00,20.00,19.00,32.00,59.38,11.00,19.00,57.89,2.00,8.00,0.50,1.00,20.00,0.05,16.00,6.00,66.00
