Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Bauru Basket,1,0.00,100.00,33.00,54.00,13.00,34.00,5.00,29.00,19.00,15.00,1.27,100.00,11.00,29.00,37.93,27.00,38.00,71.05,13.00,15.00,86.67,1.00,16.00,1.07,3.00,21.00,0.14,15.00,7.00,126.00
Fortaleza B. C. / CFO,1,0.00,95.00,36.00,40.00,19.00,42.00,13.00,29.00,19.00,11.00,1.73,95.00,12.00,34.00,35.29,20.00,33.00,60.61,19.00,27.00,70.37,4.00,12.00,1.09,1.00,20.00,0.05,11.00,2.00,115.00
Caxias do Sul Basquete,1,0.00,90.00,30.00,44.00,16.00,32.00,9.00,23.00,22.00,13.00,1.69,90.00,10.00,21.00,47.62,22.00,36.00,61.11,16.00,19.00,84.21,3.00,8.00,0.62,4.00,21.00,0.19,13.00,4.00,115.00
Pinheiros,1,0.00,88.00,27.00,38.00,23.00,40.00,14.00,26.00,12.00,18.00,0.67,88.00,9.00,21.00,42.86,19.00,48.00,39.58,23.00,25.00,92.00,1.00,8.00,0.44,2.00,18.00,0.11,18.00,0.00,89.00
Paulistano,1,0.00,84.00,33.00,36.00,15.00,30.00,4.00,26.00,13.00,15.00,0.87,84.00,11.00,22.00,50.00,18.00,34.00,52.94,15.00,17.00,88.24,2.00,9.00,0.60,1.00,16.00,0.06,15.00,2.00,93.00
Vitória,1,0.00,83.00,18.00,56.00,9.00,27.00,12.00,15.00,13.00,11.00,1.18,83.00,6.00,18.00,33.33,28.00,51.00,54.90,9.00,14.00,64.29,1.00,14.00,1.27,2.00,17.00,0.12,11.00,4.00,88.00
Brasília,1,0.00,82.00,30.00,36.00,16.00,30.00,7.00,23.00,15.00,12.00,1.25,82.00,10.00,27.00,37.04,18.00,36.00,50.00,16.00,21.00,76.19,1.00,9.00,0.75,0.00,23.00,0.00,12.00,0.00,84.00
Minas,1,0.00,79.00,18.00,50.00,11.00,40.00,15.00,25.00,18.00,21.00,0.86,79.00,6.00,16.00,37.50,25.00,43.00,58.14,11.00,18.00,61.11,2.00,5.00,0.24,2.00,20.00,0.10,21.00,5.00,88.00
Sesi Franca,1,0.00,78.00,18.00,44.00,16.00,30.00,12.00,18.00,14.00,13.00,1.08,78.00,6.00,20.00,30.00,22.00,42.00,52.38,16.00,18.00,88.89,1.00,8.00,0.62,0.00,19.00,0.00,13.00,3.00,81.00
Macaé Basquete,1,0.00,75.00,30.00,34.00,11.00,29.00,9.00,20.00,17.00,12.00,1.42,75.00,10.00,22.00,45.45,17.00,40.00,42.50,11.00,12.00,91.67,1.00,11.00,0.92,0.00,18.00,0.00,12.00,3.00,84.00
Flamengo,1,0.00,69.00,21.00,44.00,4.00,36.00,9.00,27.00,17.00,17.00,1.00,69.00,7.00,18.00,38.89,22.00,40.00,55.00,4.00,6.00,66.67,3.00,16.00,0.94,1.00,14.00,0.07,17.00,4.00,91.00
Rio Claro,1,0.00,67.00,24.00,36.00,7.00,33.00,9.00,24.00,12.00,11.00,1.09,67.00,8.00,28.00,28.57,18.00,32.00,56.25,7.00,11.00,63.64,2.00,8.00,0.73,2.00,19.00,0.11,11.00,4.00,73.00
Coop/São José Basketball,1,0.00,63.00,30.00,28.00,5.00,31.00,5.00,26.00,16.00,15.00,1.07,63.00,10.00,23.00,43.48,14.00,28.00,50.00,5.00,11.00,45.45,0.00,7.00,0.47,1.00,18.00,0.06,15.00,6.00,70.00
L. Sorocabana,1,0.00,54.00,9.00,38.00,7.00,30.00,10.00,20.00,8.00,19.00,0.42,54.00,3.00,20.00,15.00,19.00,35.00,54.29,7.00,18.00,38.89,3.00,13.00,0.68,1.00,14.00,0.07,19.00,3.00,43.00
