Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Bauru Basket,1,0.00,101.00,45.00,36.00,20.00,40.00,13.00,27.00,20.00,10.00,2.00,101.00,15.00,31.00,48.39,18.00,35.00,51.43,20.00,32.00,62.50,1.00,9.00,0.90,0.00,21.00,0.00,10.00,1.00,115.00
Fortaleza B. C. / CFO,1,0.00,90.00,33.00,34.00,23.00,39.00,11.00,28.00,14.00,10.00,1.40,90.00,11.00,27.00,40.74,17.00,33.00,51.52,23.00,31.00,74.19,2.00,7.00,0.70,1.00,19.00,0.05,10.00,2.00,101.00
Brasília,1,0.00,90.00,33.00,48.00,9.00,30.00,6.00,24.00,20.00,16.00,1.25,90.00,11.00,20.00,55.00,24.00,39.00,61.54,9.00,11.00,81.82,4.00,13.00,0.81,5.00,15.00,0.33,16.00,5.00,116.00
Mogi,1,0.00,84.00,27.00,40.00,17.00,41.00,9.00,32.00,19.00,20.00,0.95,84.00,9.00,23.00,39.13,20.00,36.00,55.56,17.00,22.00,77.27,2.00,9.00,0.45,6.00,19.00,0.32,20.00,2.00,104.00
Flamengo,1,0.00,83.00,18.00,50.00,15.00,36.00,11.00,25.00,11.00,12.00,0.92,83.00,6.00,22.00,27.27,25.00,42.00,59.52,15.00,21.00,71.43,3.00,10.00,0.83,3.00,13.00,0.23,12.00,0.00,92.00
Coop/São José Basketball,1,0.00,81.00,24.00,44.00,13.00,35.00,11.00,24.00,13.00,9.00,1.44,81.00,8.00,27.00,29.63,22.00,40.00,55.00,13.00,19.00,68.42,0.00,7.00,0.78,1.00,23.00,0.04,9.00,2.00,85.00
Minas,1,0.00,77.00,21.00,42.00,14.00,37.00,6.00,31.00,22.00,19.00,1.16,77.00,7.00,18.00,38.89,21.00,35.00,60.00,14.00,18.00,77.78,2.00,4.00,0.21,1.00,22.00,0.05,19.00,6.00,93.00
Vitória,1,0.00,77.00,24.00,40.00,13.00,40.00,20.00,20.00,18.00,11.00,1.64,77.00,8.00,25.00,32.00,20.00,55.00,36.36,13.00,18.00,72.22,1.00,17.00,1.55,0.00,20.00,0.00,11.00,2.00,84.00
Rio Claro,1,0.00,73.00,15.00,42.00,16.00,34.00,6.00,28.00,14.00,19.00,0.74,73.00,5.00,18.00,27.78,21.00,36.00,58.33,16.00,22.00,72.73,1.00,12.00,0.63,2.00,28.00,0.07,19.00,4.00,82.00
Sesi Franca,1,0.00,73.00,24.00,42.00,7.00,38.00,13.00,25.00,13.00,15.00,0.87,73.00,8.00,24.00,33.33,21.00,45.00,46.67,7.00,10.00,70.00,3.00,11.00,0.73,2.00,17.00,0.12,15.00,4.00,79.00
Pinheiros,1,0.00,70.00,18.00,42.00,10.00,30.00,11.00,19.00,18.00,18.00,1.00,70.00,6.00,12.00,50.00,21.00,48.00,43.75,10.00,14.00,71.43,4.00,11.00,0.61,2.00,19.00,0.11,18.00,4.00,76.00
Paulistano,1,0.00,70.00,24.00,34.00,12.00,42.00,16.00,26.00,13.00,19.00,0.68,70.00,8.00,35.00,22.86,17.00,31.00,54.84,12.00,22.00,54.55,0.00,12.00,0.63,0.00,21.00,0.00,19.00,6.00,67.00
Macaé Basquete,1,0.00,68.00,18.00,30.00,20.00,26.00,6.00,20.00,14.00,10.00,1.40,68.00,6.00,17.00,35.29,15.00,37.00,40.54,20.00,28.00,71.43,0.00,9.00,0.90,1.00,24.00,0.04,10.00,1.00,67.00
Caxias do Sul Basquete,1,0.00,67.00,24.00,30.00,13.00,28.00,5.00,23.00,14.00,14.00,1.00,67.00,8.00,25.00,32.00,15.00,30.00,50.00,13.00,22.00,59.09,1.00,9.00,0.64,0.00,24.00,0.00,14.00,8.00,63.00
