Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,0.00,94.00,36.00,52.00,6.00,36.00,12.00,24.00,19.00,11.00,1.73,94.00,12.00,28.00,42.86,26.00,40.00,65.00,6.00,10.00,60.00,1.00,8.00,0.73,2.00,14.00,0.14,11.00,1.00,114.00
Mogi,1,0.00,82.00,30.00,32.00,20.00,29.00,10.00,19.00,13.00,12.00,1.08,82.00,10.00,30.00,33.33,16.00,33.00,48.48,20.00,26.00,76.92,2.00,16.00,1.33,1.00,22.00,0.05,12.00,1.00,86.00
Paulistano,1,0.00,80.00,27.00,44.00,9.00,41.00,13.00,28.00,14.00,8.00,1.75,80.00,9.00,28.00,32.14,22.00,47.00,46.81,9.00,12.00,75.00,1.00,8.00,1.00,2.00,19.00,0.11,8.00,3.00,90.00
Minas,1,0.00,77.00,18.00,42.00,17.00,37.00,9.00,28.00,16.00,17.00,0.94,77.00,6.00,13.00,46.15,21.00,42.00,50.00,17.00,25.00,68.00,3.00,13.00,0.76,1.00,16.00,0.06,17.00,3.00,91.00
Bauru Basket,1,0.00,77.00,27.00,38.00,12.00,42.00,12.00,30.00,16.00,11.00,1.45,77.00,9.00,29.00,31.03,19.00,39.00,48.72,12.00,15.00,80.00,1.00,5.00,0.45,1.00,13.00,0.08,11.00,3.00,87.00
Coop/São José Basketball,1,0.00,77.00,30.00,38.00,9.00,27.00,6.00,21.00,19.00,13.00,1.46,77.00,10.00,21.00,47.62,19.00,37.00,51.35,9.00,13.00,69.23,2.00,7.00,0.54,0.00,19.00,0.00,13.00,3.00,84.00
Vitória,1,0.00,74.00,24.00,32.00,18.00,31.00,7.00,24.00,15.00,15.00,1.00,74.00,8.00,19.00,42.11,16.00,32.00,50.00,18.00,22.00,81.82,2.00,6.00,0.40,3.00,14.00,0.21,15.00,3.00,83.00
Macaé Basquete,1,0.00,70.00,21.00,36.00,13.00,37.00,8.00,29.00,14.00,20.00,0.70,70.00,7.00,18.00,38.89,18.00,35.00,51.43,13.00,15.00,86.67,2.00,9.00,0.45,1.00,23.00,0.04,20.00,3.00,81.00
Fortaleza B. C. / CFO,1,0.00,68.00,24.00,32.00,12.00,38.00,13.00,25.00,10.00,12.00,0.83,68.00,8.00,33.00,24.24,16.00,29.00,55.17,12.00,21.00,57.14,2.00,10.00,0.83,1.00,23.00,0.04,12.00,5.00,68.00
Rio Claro,1,0.00,67.00,21.00,30.00,16.00,30.00,7.00,23.00,10.00,14.00,0.71,67.00,7.00,22.00,31.82,15.00,35.00,42.86,16.00,19.00,84.21,2.00,13.00,0.93,4.00,21.00,0.19,14.00,1.00,72.00
Caxias do Sul Basquete,1,0.00,65.00,30.00,32.00,3.00,24.00,2.00,22.00,9.00,11.00,0.82,65.00,10.00,27.00,37.04,16.00,28.00,57.14,3.00,9.00,33.33,0.00,10.00,0.91,1.00,26.00,0.04,11.00,4.00,63.00
Pinheiros,1,0.00,63.00,9.00,36.00,18.00,45.00,15.00,30.00,10.00,13.00,0.77,63.00,3.00,14.00,21.43,18.00,47.00,38.30,18.00,19.00,94.74,2.00,6.00,0.46,0.00,22.00,0.00,13.00,1.00,70.00
Sesi Franca,1,0.00,22.00,3.00,16.00,3.00,8.00,2.00,6.00,3.00,4.00,0.75,22.00,1.00,5.00,20.00,8.00,10.00,80.00,3.00,4.00,75.00,1.00,2.00,0.50,1.00,7.00,0.14,4.00,0.00,25.00
L. Sorocabana,1,0.00,16.00,0.00,10.00,6.00,8.00,4.00,4.00,2.00,4.00,0.50,16.00,0.00,3.00,0.00,5.00,11.00,45.45,6.00,8.00,75.00,2.00,3.00,0.75,3.00,6.00,0.50,4.00,2.00,17.00
