Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Macaé Basquete,1,0.00,88.00,36.00,26.00,26.00,40.00,9.00,31.00,25.00,21.00,1.19,88.00,12.00,26.00,46.15,13.00,30.00,43.33,26.00,28.00,92.86,1.00,11.00,0.52,1.00,23.00,0.04,21.00,5.00,111.00
Brasília,1,0.00,87.00,18.00,52.00,17.00,32.00,9.00,23.00,16.00,13.00,1.23,87.00,6.00,23.00,26.09,26.00,40.00,65.00,17.00,23.00,73.91,0.00,9.00,0.69,1.00,22.00,0.05,13.00,1.00,95.00
Paulistano,1,0.00,87.00,30.00,46.00,11.00,41.00,5.00,36.00,22.00,19.00,1.16,87.00,10.00,21.00,47.62,23.00,34.00,67.65,11.00,12.00,91.67,4.00,7.00,0.37,2.00,18.00,0.11,19.00,5.00,117.00
Bauru Basket,1,0.00,82.00,33.00,34.00,15.00,39.00,15.00,24.00,18.00,18.00,1.00,82.00,11.00,33.00,33.33,17.00,30.00,56.67,15.00,21.00,71.43,0.00,17.00,0.94,2.00,15.00,0.13,18.00,3.00,99.00
Coop/São José Basketball,1,0.00,81.00,21.00,42.00,18.00,31.00,8.00,23.00,18.00,17.00,1.06,81.00,7.00,23.00,30.43,21.00,36.00,58.33,18.00,21.00,85.71,0.00,9.00,0.53,2.00,24.00,0.08,17.00,5.00,90.00
Pinheiros,1,0.00,80.00,24.00,34.00,22.00,45.00,15.00,30.00,20.00,12.00,1.67,80.00,8.00,22.00,36.36,17.00,44.00,38.64,22.00,25.00,88.00,2.00,14.00,1.17,5.00,14.00,0.36,12.00,3.00,108.00
Vitória,1,0.00,79.00,27.00,32.00,20.00,37.00,15.00,22.00,13.00,15.00,0.87,79.00,9.00,24.00,37.50,16.00,48.00,33.33,20.00,26.00,76.92,2.00,16.00,1.07,4.00,25.00,0.16,15.00,1.00,81.00
Mogi,1,0.00,71.00,9.00,48.00,14.00,43.00,12.00,31.00,13.00,8.00,1.63,71.00,3.00,20.00,15.00,24.00,46.00,52.17,14.00,19.00,73.68,3.00,8.00,1.00,1.00,17.00,0.06,8.00,2.00,84.00
Rio Claro,1,0.00,69.00,27.00,36.00,6.00,24.00,3.00,21.00,15.00,19.00,0.79,69.00,9.00,22.00,40.91,18.00,30.00,60.00,6.00,8.00,75.00,2.00,11.00,0.58,1.00,22.00,0.05,19.00,1.00,74.00
Fortaleza B. C. / CFO,1,0.00,67.00,21.00,32.00,14.00,34.00,6.00,28.00,9.00,18.00,0.50,67.00,7.00,23.00,30.43,16.00,31.00,51.61,14.00,18.00,77.78,2.00,13.00,0.72,1.00,21.00,0.05,18.00,2.00,71.00
Flamengo,1,0.00,66.00,12.00,42.00,12.00,40.00,16.00,24.00,13.00,14.00,0.93,66.00,4.00,21.00,19.05,21.00,46.00,45.65,12.00,16.00,75.00,3.00,14.00,1.00,2.00,22.00,0.09,14.00,0.00,75.00
Minas,1,0.00,64.00,15.00,38.00,11.00,36.00,7.00,29.00,14.00,12.00,1.17,64.00,5.00,18.00,27.78,19.00,43.00,44.19,11.00,15.00,73.33,4.00,4.00,0.33,2.00,19.00,0.11,12.00,3.00,67.00
L. Sorocabana,1,0.00,63.00,24.00,36.00,3.00,41.00,14.00,27.00,17.00,15.00,1.13,63.00,8.00,25.00,32.00,18.00,44.00,40.91,3.00,10.00,30.00,3.00,8.00,0.53,4.00,22.00,0.18,15.00,1.00,68.00
Caxias do Sul Basquete,1,0.00,60.00,27.00,24.00,9.00,25.00,9.00,16.00,14.00,11.00,1.27,60.00,9.00,36.00,25.00,12.00,30.00,40.00,9.00,12.00,75.00,3.00,10.00,0.91,2.00,18.00,0.11,11.00,2.00,52.00
