Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Brasília,1,0.00,107.00,30.00,52.00,25.00,48.00,16.00,32.00,27.00,11.00,2.45,107.00,10.00,28.00,35.71,26.00,51.00,50.98,25.00,33.00,75.76,4.00,7.00,0.64,5.00,30.00,0.17,11.00,3.00,132.00
Fortaleza B. C. / CFO,1,0.00,106.00,36.00,56.00,14.00,31.00,10.00,21.00,17.00,11.00,1.55,106.00,12.00,22.00,54.55,28.00,48.00,58.33,14.00,17.00,82.35,2.00,17.00,1.55,5.00,25.00,0.20,11.00,2.00,132.00
Macaé Basquete,1,0.00,104.00,21.00,52.00,31.00,44.00,11.00,33.00,12.00,11.00,1.09,104.00,7.00,21.00,33.33,26.00,51.00,50.98,31.00,40.00,77.50,0.00,7.00,0.64,1.00,24.00,0.04,11.00,4.00,109.00
Bauru Basket,1,0.00,94.00,39.00,38.00,17.00,42.00,10.00,32.00,20.00,15.00,1.33,94.00,13.00,31.00,41.94,19.00,33.00,57.58,17.00,22.00,77.27,1.00,9.00,0.60,1.00,23.00,0.04,15.00,1.00,114.00
Mogi,1,0.00,93.00,33.00,42.00,18.00,36.00,13.00,23.00,22.00,19.00,1.16,93.00,11.00,29.00,37.93,21.00,35.00,60.00,18.00,24.00,75.00,2.00,9.00,0.47,1.00,23.00,0.04,19.00,4.00,104.00
L. Sorocabana,1,0.00,84.00,6.00,60.00,18.00,40.00,20.00,20.00,9.00,13.00,0.69,84.00,2.00,18.00,11.11,30.00,54.00,55.56,18.00,22.00,81.82,0.00,12.00,0.92,2.00,20.00,0.10,13.00,2.00,90.00
Coop/São José Basketball,1,0.00,83.00,36.00,26.00,21.00,33.00,8.00,25.00,18.00,18.00,1.00,83.00,12.00,28.00,42.86,13.00,23.00,56.52,21.00,22.00,95.45,2.00,8.00,0.44,5.00,25.00,0.20,18.00,4.00,102.00
Flamengo,1,0.00,81.00,36.00,34.00,11.00,25.00,5.00,20.00,23.00,9.00,2.56,81.00,12.00,26.00,46.15,17.00,39.00,43.59,11.00,17.00,64.71,0.00,13.00,1.44,1.00,16.00,0.06,9.00,3.00,92.00
Sesi Franca,1,0.00,78.00,15.00,44.00,19.00,30.00,10.00,20.00,12.00,22.00,0.55,78.00,5.00,17.00,29.41,22.00,38.00,57.89,19.00,27.00,70.37,4.00,9.00,0.41,1.00,17.00,0.06,22.00,5.00,72.00
Paulistano,1,0.00,77.00,18.00,42.00,17.00,30.00,14.00,16.00,12.00,14.00,0.86,77.00,6.00,19.00,31.58,21.00,45.00,46.67,17.00,25.00,68.00,1.00,14.00,1.00,0.00,22.00,0.00,14.00,3.00,74.00
Minas,1,0.00,74.00,21.00,48.00,5.00,41.00,9.00,32.00,24.00,20.00,1.20,74.00,7.00,19.00,36.84,24.00,39.00,61.54,5.00,11.00,45.45,1.00,6.00,0.30,5.00,19.00,0.26,20.00,5.00,97.00
Vitória,1,0.00,68.00,12.00,42.00,14.00,39.00,15.00,24.00,11.00,14.00,0.79,68.00,4.00,25.00,16.00,21.00,43.00,48.84,14.00,21.00,66.67,1.00,11.00,0.79,0.00,20.00,0.00,14.00,2.00,65.00
Caxias do Sul Basquete,1,0.00,67.00,24.00,26.00,17.00,37.00,9.00,28.00,15.00,14.00,1.07,67.00,8.00,20.00,40.00,13.00,36.00,36.11,17.00,28.00,60.71,4.00,15.00,1.07,1.00,22.00,0.05,14.00,2.00,75.00
Rio Claro,1,0.00,65.00,36.00,22.00,7.00,41.00,14.00,27.00,18.00,19.00,0.95,65.00,12.00,27.00,44.44,11.00,31.00,35.48,7.00,19.00,36.84,1.00,7.00,0.37,1.00,26.00,0.04,19.00,2.00,66.00
