Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,0.00,101.00,33.00,50.00,18.00,48.00,15.00,33.00,25.00,10.00,2.50,101.00,11.00,29.00,37.93,25.00,45.00,55.56,18.00,25.00,72.00,0.00,17.00,1.70,7.00,16.00,0.44,10.00,0.00,143.00
Minas,1,0.00,89.00,24.00,50.00,15.00,38.00,11.00,27.00,11.00,19.00,0.58,89.00,8.00,18.00,44.44,25.00,40.00,62.50,15.00,19.00,78.95,2.00,13.00,0.68,2.00,22.00,0.09,19.00,6.00,105.00
Paulistano,1,0.00,84.00,33.00,30.00,21.00,39.00,10.00,29.00,20.00,15.00,1.33,84.00,11.00,26.00,42.31,15.00,29.00,51.72,21.00,25.00,84.00,1.00,8.00,0.53,2.00,22.00,0.09,15.00,2.00,105.00
Pinheiros,1,0.00,80.00,24.00,34.00,22.00,32.00,11.00,21.00,13.00,10.00,1.30,80.00,8.00,25.00,32.00,17.00,38.00,44.74,22.00,26.00,84.62,0.00,12.00,1.20,0.00,22.00,0.00,10.00,1.00,85.00
Fortaleza B. C. / CFO,1,0.00,79.00,30.00,22.00,27.00,45.00,10.00,35.00,9.00,13.00,0.69,79.00,10.00,29.00,34.48,11.00,28.00,39.29,27.00,32.00,84.38,0.00,7.00,0.54,3.00,25.00,0.12,13.00,3.00,89.00
Mogi,1,0.00,78.00,24.00,46.00,8.00,43.00,18.00,25.00,16.00,11.00,1.45,78.00,8.00,38.00,21.05,23.00,39.00,58.97,8.00,12.00,66.67,1.00,17.00,1.55,3.00,21.00,0.14,11.00,2.00,96.00
Brasília,1,0.00,75.00,30.00,32.00,13.00,39.00,11.00,28.00,17.00,20.00,0.85,75.00,10.00,30.00,33.33,16.00,32.00,50.00,13.00,16.00,81.25,2.00,9.00,0.45,2.00,20.00,0.10,20.00,2.00,83.00
Caxias do Sul Basquete,1,0.00,74.00,36.00,26.00,12.00,34.00,11.00,23.00,15.00,17.00,0.88,74.00,12.00,25.00,48.00,13.00,32.00,40.63,12.00,15.00,80.00,0.00,13.00,0.76,2.00,18.00,0.11,17.00,7.00,86.00
Rio Claro,1,0.00,70.00,36.00,28.00,6.00,42.00,15.00,27.00,15.00,18.00,0.83,70.00,12.00,28.00,42.86,14.00,31.00,45.16,6.00,13.00,46.15,3.00,7.00,0.39,2.00,22.00,0.09,18.00,7.00,78.00
Macaé Basquete,1,0.00,69.00,9.00,38.00,22.00,35.00,8.00,27.00,13.00,10.00,1.30,69.00,3.00,25.00,12.00,19.00,39.00,48.72,22.00,24.00,91.67,0.00,8.00,0.80,3.00,27.00,0.11,10.00,2.00,74.00
Sesi Franca,1,0.00,64.00,18.00,36.00,10.00,24.00,5.00,19.00,9.00,13.00,0.69,64.00,6.00,20.00,30.00,18.00,33.00,54.55,10.00,17.00,58.82,0.00,9.00,0.69,3.00,17.00,0.18,13.00,4.00,60.00
L. Sorocabana,1,0.00,61.00,9.00,44.00,8.00,39.00,19.00,20.00,16.00,16.00,1.00,61.00,3.00,15.00,20.00,22.00,47.00,46.81,8.00,16.00,50.00,5.00,9.00,0.56,4.00,18.00,0.22,16.00,3.00,68.00
Coop/São José Basketball,1,0.00,59.00,15.00,32.00,12.00,18.00,3.00,15.00,9.00,16.00,0.56,59.00,5.00,17.00,29.41,16.00,32.00,50.00,12.00,17.00,70.59,0.00,10.00,0.63,3.00,24.00,0.13,16.00,0.00,50.00
Vitória,1,0.00,53.00,15.00,30.00,8.00,38.00,13.00,25.00,6.00,21.00,0.29,53.00,5.00,21.00,23.81,15.00,44.00,34.09,8.00,13.00,61.54,2.00,9.00,0.43,3.00,24.00,0.13,21.00,2.00,38.00
