Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Pinheiros,1,0.00,98.00,24.00,50.00,24.00,40.00,10.00,30.00,23.00,15.00,1.53,98.00,8.00,19.00,42.11,25.00,39.00,64.10,24.00,29.00,82.76,2.00,13.00,0.87,1.00,23.00,0.04,15.00,1.00,130.00
Rio Claro,1,0.00,84.00,27.00,44.00,13.00,35.00,8.00,27.00,24.00,11.00,2.18,84.00,9.00,22.00,40.91,22.00,42.00,52.38,13.00,17.00,76.47,1.00,12.00,1.09,4.00,21.00,0.19,11.00,2.00,111.00
Sesi Franca,1,0.00,84.00,27.00,44.00,13.00,34.00,7.00,27.00,18.00,18.00,1.00,84.00,9.00,19.00,47.37,22.00,38.00,57.89,13.00,18.00,72.22,1.00,7.00,0.39,2.00,16.00,0.13,18.00,6.00,96.00
L. Sorocabana,1,0.00,84.00,24.00,48.00,12.00,38.00,16.00,22.00,15.00,13.00,1.15,84.00,8.00,19.00,42.11,24.00,51.00,47.06,12.00,16.00,75.00,1.00,17.00,1.31,4.00,19.00,0.21,13.00,3.00,103.00
Bauru Basket,1,0.00,80.00,30.00,32.00,18.00,34.00,11.00,23.00,11.00,20.00,0.55,80.00,10.00,23.00,43.48,16.00,37.00,43.24,18.00,20.00,90.00,0.00,9.00,0.45,4.00,19.00,0.21,20.00,1.00,82.00
Flamengo,1,0.00,79.00,30.00,34.00,15.00,41.00,12.00,29.00,25.00,15.00,1.67,79.00,10.00,26.00,38.46,17.00,33.00,51.52,15.00,20.00,75.00,2.00,4.00,0.27,3.00,16.00,0.19,15.00,0.00,100.00
Paulistano,1,0.00,79.00,33.00,30.00,16.00,38.00,17.00,21.00,14.00,12.00,1.17,79.00,11.00,31.00,35.48,15.00,42.00,35.71,16.00,22.00,72.73,1.00,10.00,0.83,2.00,17.00,0.12,12.00,4.00,78.00
Macaé Basquete,1,0.00,79.00,21.00,44.00,14.00,39.00,12.00,27.00,14.00,15.00,0.93,79.00,7.00,24.00,29.17,22.00,42.00,52.38,14.00,16.00,87.50,0.00,13.00,0.87,1.00,17.00,0.06,15.00,3.00,92.00
Vitória,1,0.00,78.00,15.00,52.00,11.00,22.00,5.00,17.00,18.00,17.00,1.06,78.00,5.00,14.00,35.71,26.00,46.00,56.52,11.00,18.00,61.11,0.00,11.00,0.65,1.00,20.00,0.05,17.00,4.00,76.00
Mogi,1,0.00,77.00,24.00,40.00,13.00,31.00,10.00,21.00,18.00,6.00,3.00,77.00,8.00,30.00,26.67,20.00,39.00,51.28,13.00,16.00,81.25,0.00,15.00,2.50,0.00,17.00,0.00,6.00,1.00,91.00
Brasília,1,0.00,69.00,12.00,38.00,19.00,35.00,11.00,24.00,10.00,15.00,0.67,69.00,4.00,15.00,26.67,19.00,44.00,43.18,19.00,24.00,79.17,2.00,9.00,0.60,1.00,17.00,0.06,15.00,1.00,68.00
Fortaleza B. C. / CFO,1,0.00,66.00,27.00,22.00,17.00,40.00,7.00,33.00,9.00,19.00,0.47,66.00,9.00,26.00,34.62,11.00,30.00,36.67,17.00,23.00,73.91,0.00,12.00,0.63,4.00,25.00,0.16,19.00,3.00,70.00
Coop/São José Basketball,1,0.00,63.00,27.00,26.00,10.00,31.00,7.00,24.00,10.00,21.00,0.48,63.00,9.00,27.00,33.33,13.00,27.00,48.15,10.00,16.00,62.50,1.00,12.00,0.57,1.00,19.00,0.05,21.00,6.00,58.00
Caxias do Sul Basquete,1,0.00,50.00,3.00,26.00,21.00,40.00,10.00,30.00,6.00,20.00,0.30,50.00,1.00,23.00,4.35,13.00,36.00,36.11,21.00,24.00,87.50,0.00,13.00,0.65,2.00,23.00,0.09,20.00,5.00,43.00
