Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Rio Claro,1,0.00,96.00,30.00,54.00,12.00,31.00,12.00,19.00,18.00,13.00,1.38,96.00,10.00,26.00,38.46,27.00,45.00,60.00,12.00,17.00,70.59,0.00,12.00,0.92,4.00,28.00,0.14,13.00,4.00,109.00
Flamengo,1,0.00,94.00,15.00,54.00,25.00,34.00,13.00,21.00,20.00,15.00,1.33,94.00,5.00,17.00,29.41,27.00,50.00,54.00,25.00,27.00,92.59,1.00,15.00,1.00,3.00,20.00,0.15,15.00,2.00,114.00
Pinheiros,1,0.00,90.00,24.00,46.00,20.00,36.00,15.00,21.00,15.00,16.00,0.94,90.00,8.00,18.00,44.44,23.00,45.00,51.11,20.00,30.00,66.67,0.00,9.00,0.56,5.00,21.00,0.24,16.00,4.00,97.00
Minas,1,0.00,90.00,21.00,44.00,25.00,41.00,14.00,27.00,24.00,11.00,2.18,90.00,7.00,14.00,50.00,22.00,49.00,44.90,25.00,30.00,83.33,2.00,7.00,0.64,1.00,23.00,0.04,11.00,1.00,113.00
Coop/São José Basketball,1,0.00,88.00,30.00,36.00,22.00,31.00,7.00,24.00,23.00,10.00,2.30,88.00,10.00,23.00,43.48,18.00,39.00,46.15,22.00,24.00,91.67,1.00,4.00,0.40,2.00,21.00,0.10,10.00,3.00,102.00
Brasília,1,0.00,85.00,21.00,52.00,12.00,31.00,10.00,21.00,16.00,22.00,0.73,85.00,7.00,24.00,29.17,26.00,44.00,59.09,12.00,12.00,100.00,0.00,13.00,0.59,3.00,25.00,0.12,22.00,4.00,91.00
Paulistano,1,0.00,84.00,27.00,44.00,13.00,34.00,9.00,25.00,19.00,17.00,1.12,84.00,9.00,25.00,36.00,22.00,35.00,62.86,13.00,19.00,68.42,3.00,12.00,0.71,2.00,22.00,0.09,17.00,5.00,99.00
Bauru Basket,1,0.00,82.00,21.00,40.00,21.00,52.00,13.00,39.00,16.00,6.00,2.67,82.00,7.00,30.00,23.33,20.00,40.00,50.00,21.00,25.00,84.00,0.00,5.00,0.83,1.00,16.00,0.06,6.00,1.00,103.00
L. Sorocabana,1,0.00,81.00,9.00,56.00,16.00,45.00,18.00,27.00,10.00,12.00,0.83,81.00,3.00,19.00,15.79,28.00,52.00,53.85,16.00,23.00,69.57,2.00,7.00,0.58,2.00,23.00,0.09,12.00,7.00,86.00
Macaé Basquete,1,0.00,81.00,21.00,38.00,22.00,30.00,6.00,24.00,19.00,11.00,1.73,81.00,7.00,23.00,30.43,19.00,33.00,57.58,22.00,27.00,81.48,2.00,9.00,0.82,1.00,25.00,0.04,11.00,3.00,94.00
Vitória,1,0.00,78.00,27.00,38.00,13.00,34.00,13.00,21.00,15.00,16.00,0.94,78.00,9.00,22.00,40.91,19.00,35.00,54.29,13.00,23.00,56.52,1.00,9.00,0.56,4.00,22.00,0.18,16.00,5.00,85.00
Sesi Franca,1,0.00,76.00,15.00,42.00,19.00,26.00,7.00,19.00,13.00,15.00,0.87,76.00,5.00,20.00,25.00,21.00,37.00,56.76,19.00,22.00,86.36,1.00,10.00,0.67,2.00,22.00,0.09,15.00,4.00,78.00
Mogi,1,0.00,75.00,24.00,32.00,19.00,27.00,5.00,22.00,12.00,19.00,0.63,75.00,8.00,20.00,40.00,16.00,31.00,51.61,19.00,25.00,76.00,1.00,10.00,0.53,0.00,23.00,0.00,19.00,3.00,72.00
Fortaleza B. C. / CFO,1,0.00,66.00,30.00,28.00,8.00,34.00,4.00,30.00,10.00,5.00,2.00,66.00,10.00,38.00,26.32,14.00,29.00,48.28,8.00,13.00,61.54,2.00,5.00,1.00,3.00,19.00,0.16,5.00,0.00,65.00
