Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,0.00,96.00,18.00,52.00,26.00,40.00,11.00,29.00,18.00,9.00,2.00,96.00,6.00,18.00,33.33,26.00,46.00,56.52,26.00,30.00,86.67,0.00,10.00,1.11,4.00,23.00,0.17,9.00,1.00,123.00
Bauru Basket,1,0.00,90.00,48.00,24.00,18.00,40.00,7.00,33.00,17.00,21.00,0.81,90.00,16.00,29.00,55.17,12.00,26.00,46.15,18.00,20.00,90.00,1.00,10.00,0.48,3.00,17.00,0.18,21.00,3.00,110.00
Caxias do Sul Basquete,1,0.00,89.00,36.00,38.00,15.00,31.00,10.00,21.00,18.00,17.00,1.06,89.00,12.00,28.00,42.86,19.00,33.00,57.58,15.00,20.00,75.00,3.00,13.00,0.76,4.00,24.00,0.17,17.00,4.00,103.00
Paulistano,1,0.00,84.00,21.00,54.00,9.00,38.00,6.00,32.00,25.00,19.00,1.32,84.00,7.00,21.00,33.33,27.00,35.00,77.14,9.00,14.00,64.29,5.00,12.00,0.63,2.00,19.00,0.11,19.00,5.00,115.00
Mogi,1,0.00,82.00,30.00,42.00,10.00,36.00,12.00,24.00,19.00,17.00,1.12,82.00,10.00,28.00,35.71,21.00,36.00,58.33,10.00,11.00,90.91,2.00,13.00,0.76,6.00,19.00,0.32,17.00,3.00,105.00
Pinheiros,1,0.00,74.00,18.00,36.00,20.00,33.00,12.00,21.00,13.00,17.00,0.76,74.00,6.00,21.00,28.57,18.00,34.00,52.94,20.00,28.00,71.43,2.00,12.00,0.71,1.00,22.00,0.05,17.00,3.00,77.00
Brasília,1,0.00,72.00,18.00,40.00,14.00,49.00,14.00,35.00,17.00,19.00,0.89,72.00,6.00,20.00,30.00,20.00,40.00,50.00,14.00,14.00,100.00,1.00,10.00,0.53,2.00,23.00,0.09,19.00,3.00,97.00
Fortaleza B. C. / CFO,1,0.00,71.00,30.00,28.00,13.00,38.00,5.00,33.00,14.00,23.00,0.61,71.00,10.00,25.00,40.00,14.00,29.00,48.28,13.00,15.00,86.67,1.00,13.00,0.57,1.00,19.00,0.05,23.00,4.00,82.00
Coop/São José Basketball,1,0.00,70.00,21.00,38.00,11.00,28.00,7.00,21.00,13.00,19.00,0.68,70.00,7.00,21.00,33.33,19.00,35.00,54.29,11.00,21.00,52.38,0.00,12.00,0.63,1.00,17.00,0.06,19.00,5.00,65.00
Sesi Franca,1,0.00,68.00,9.00,44.00,15.00,30.00,11.00,19.00,11.00,11.00,1.00,68.00,3.00,23.00,13.04,22.00,43.00,51.16,15.00,22.00,68.18,3.00,17.00,1.55,2.00,18.00,0.11,11.00,1.00,69.00
Macaé Basquete,1,0.00,66.00,12.00,34.00,20.00,35.00,12.00,23.00,7.00,14.00,0.50,66.00,4.00,20.00,20.00,17.00,40.00,42.50,20.00,26.00,76.92,1.00,7.00,0.50,3.00,30.00,0.10,14.00,1.00,59.00
Vitória,1,0.00,60.00,18.00,30.00,12.00,39.00,13.00,26.00,14.00,16.00,0.88,60.00,6.00,18.00,33.33,15.00,45.00,33.33,12.00,20.00,60.00,1.00,18.00,1.13,1.00,17.00,0.06,16.00,2.00,66.00
Minas,1,0.00,59.00,12.00,32.00,15.00,34.00,16.00,18.00,9.00,12.00,0.75,59.00,4.00,18.00,22.22,16.00,49.00,32.65,15.00,21.00,71.43,1.00,14.00,1.17,5.00,19.00,0.26,12.00,1.00,56.00
L. Sorocabana,1,0.00,51.00,12.00,30.00,9.00,33.00,15.00,18.00,11.00,22.00,0.50,51.00,4.00,24.00,16.67,15.00,40.00,37.50,9.00,14.00,64.29,0.00,13.00,0.59,2.00,14.00,0.14,22.00,9.00,38.00
