Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Brasília,1,0.00,90.00,39.00,44.00,7.00,25.00,6.00,19.00,24.00,14.00,1.71,90.00,13.00,25.00,52.00,22.00,32.00,68.75,7.00,9.00,77.78,3.00,10.00,0.71,2.00,21.00,0.10,14.00,4.00,113.00
Coop/São José Basketball,1,0.00,87.00,27.00,36.00,24.00,31.00,9.00,22.00,18.00,10.00,1.80,87.00,9.00,26.00,34.62,18.00,39.00,46.15,24.00,28.00,85.71,2.00,13.00,1.30,1.00,21.00,0.05,10.00,1.00,98.00
Flamengo,1,0.00,85.00,36.00,40.00,9.00,29.00,7.00,22.00,23.00,15.00,1.53,85.00,12.00,24.00,50.00,20.00,33.00,60.61,9.00,14.00,64.29,2.00,13.00,0.87,2.00,17.00,0.12,15.00,5.00,107.00
Pinheiros,1,0.00,83.00,24.00,44.00,15.00,42.00,18.00,24.00,11.00,11.00,1.00,83.00,8.00,22.00,36.36,22.00,49.00,44.90,15.00,16.00,93.75,2.00,9.00,0.82,3.00,20.00,0.15,11.00,2.00,95.00
Vitória,1,0.00,81.00,15.00,50.00,16.00,42.00,11.00,31.00,13.00,18.00,0.72,81.00,5.00,17.00,29.41,25.00,45.00,55.56,16.00,22.00,72.73,1.00,7.00,0.39,0.00,24.00,0.00,18.00,3.00,87.00
Caxias do Sul Basquete,1,0.00,79.00,33.00,28.00,18.00,23.00,7.00,16.00,14.00,13.00,1.08,79.00,11.00,21.00,52.38,14.00,28.00,50.00,18.00,26.00,69.23,0.00,10.00,0.77,0.00,19.00,0.00,13.00,1.00,81.00
Mogi,1,0.00,78.00,9.00,50.00,19.00,41.00,19.00,22.00,12.00,6.00,2.00,78.00,3.00,19.00,15.79,25.00,52.00,48.08,19.00,32.00,59.38,3.00,11.00,1.83,0.00,22.00,0.00,6.00,5.00,80.00
Fortaleza B. C. / CFO,1,0.00,73.00,24.00,30.00,19.00,38.00,8.00,30.00,15.00,16.00,0.94,73.00,8.00,29.00,27.59,15.00,24.00,62.50,19.00,23.00,82.61,2.00,1.00,0.06,5.00,28.00,0.18,16.00,4.00,82.00
Minas,1,0.00,70.00,12.00,46.00,12.00,31.00,7.00,24.00,12.00,15.00,0.80,70.00,4.00,16.00,25.00,23.00,39.00,58.97,12.00,16.00,75.00,2.00,8.00,0.53,2.00,20.00,0.10,15.00,5.00,76.00
Bauru Basket,1,0.00,69.00,24.00,34.00,11.00,27.00,9.00,18.00,13.00,16.00,0.81,69.00,8.00,25.00,32.00,17.00,31.00,54.84,11.00,21.00,52.38,1.00,10.00,0.63,2.00,15.00,0.13,16.00,2.00,64.00
L. Sorocabana,1,0.00,65.00,12.00,42.00,11.00,41.00,14.00,27.00,11.00,16.00,0.69,65.00,4.00,19.00,21.05,21.00,44.00,47.73,11.00,16.00,68.75,4.00,10.00,0.63,1.00,21.00,0.05,16.00,4.00,69.00
Rio Claro,1,0.00,56.00,6.00,38.00,12.00,31.00,7.00,24.00,16.00,15.00,1.07,56.00,2.00,20.00,10.00,19.00,37.00,51.35,12.00,18.00,66.67,2.00,12.00,0.80,5.00,19.00,0.26,15.00,5.00,63.00
